label,ae_k2_z1,ae_k2_z2,ae_k2_err,vae_k2_z1,vae_k2_z2,vae_k2_err,ae_k8_z1,ae_k8_z2,ae_k8_err,vae_k8_z1,vae_k8_z2,vae_k8_err,ae_k32_z1,ae_k32_z2,ae_k32_err,vae_k32_z1,vae_k32_z2,vae_k32_err
2,0.5764129,-4.53272,0.07312753,-0.0304779,0.9802836,0.076090954,1.6149104,-2.5755973,0.025732754,0.5729348,-0.33356282,0.028207352,4.2806754,-3.5670664,0.013304297,0.63495094,0.6683924,0.04352085
2,2.4801748,-8.222966,0.06053456,-0.5117845,0.022616478,0.06691103,4.173512,-1.076218,0.016962545,0.17356442,-0.51617515,0.030320842,1.994728,4.6659675,0.00971323,0.15308289,1.1603519,0.03155268
8,5.950481,-10.726968,0.04240653,1.0789876,-0.10641465,0.050058123,-5.2780657,1.6084281,0.026689809,-0.84468085,0.1693666,0.032943994,-5.594501,-0.81222266,0.026923766,-0.6511895,-0.4274765,0.036043633
3,1.1812488,-8.226567,0.046931297,-1.062351,-0.85042,0.033685062,7.4189396,-6.8029447,0.01568208,0.098606996,-1.339275,0.017950207,8.801204,0.12703611,0.0060526067,0.48569003,-0.24641131,0.01843167
8,4.813785,-9.732801,0.049947675,0.3265576,-0.90167034,0.04289448,-2.0135972,4.298193,0.015059357,-1.2783258,-2.0287442,0.016112396,-4.412878,1.0399839,0.009959067,-1.6947935,-0.6834138,0.01981402
0,2.9837723,-14.405422,0.047930166,0.45104134,2.758937,0.03763657,-4.373156,-12.774472,0.01922034,-1.1435916,0.71533084,0.022910561,8.887852,-4.033405,0.007143043,2.2328646,-1.9507099,0.016993375
6,1.9296699,-6.156609,0.073305205,0.7819467,1.7455846,0.03762482,-1.4265745,-6.8863144,0.012214149,-0.20915519,0.4329025,0.022982296,6.348327,-5.282559,0.008782387,1.4493302,-1.5592217,0.018009141
3,2.0838976,-8.168698,0.05854301,-0.47394365,-0.5745386,0.04911709,3.7773027,-0.055849418,0.019182382,0.34943402,0.032462522,0.03028594,-0.39001778,7.4790096,0.009444742,-0.1051625,1.2804781,0.03300671
5,2.9777994,-7.9907866,0.05867598,0.85596627,0.90037763,0.056268457,-3.6471648,-2.8933578,0.0353759,-0.9552047,0.86597615,0.037664756,-1.3742155,-5.8437886,0.01557836,0.6030741,-1.1069996,0.042540345
6,1.3381172,-4.9269166,0.06420997,0.31434882,1.0096061,0.048362304,2.783928,-1.408978,0.02128442,0.7783647,0.23274657,0.023129119,3.3148775,1.394194,0.013038568,1.0272292,-0.53963804,0.03431939
4,12.040997,-4.5882564,0.09235452,1.1611048,-0.2056823,0.09732412,-1.0498484,5.0934834,0.037144784,0.59659475,2.4568164,0.04490771,1.4363152,13.541471,0.01597543,0.99647754,1.2873343,0.042294323
6,5.503613,-10.002068,0.061389085,-0.66663724,-1.7881212,0.06663593,-10.534474,-3.3093357,0.024834825,-2.3136406,0.50614995,0.033589367,-2.9516091,-13.603812,0.011567728,-0.030971944,-1.6788676,0.031181648
3,0.89781415,-9.152951,0.06165559,-0.97726524,-0.6001488,0.051179174,6.6759486,-10.448167,0.021445062,0.6437351,-0.21561813,0.026474308,11.198069,3.091172,0.008030974,1.3456573,0.024387231,0.042341918
2,-0.9467494,-1.1624572,0.096309826,0.25812244,1.1094829,0.08723379,-6.072969,-11.059616,0.009238884,0.30260205,1.938611,0.038075216,6.3354335,-4.935185,0.0093007,2.5836837,-0.5090122,0.035977334
9,15.322826,-8.875732,0.030874096,1.558377,-0.17080368,0.03939584,-4.9171066,4.230941,0.010759422,-0.30033043,1.6245148,0.017364394,-6.505566,9.396919,0.0071975295,-0.020005288,1.0513369,0.018709566
4,5.2710013,-0.6000276,0.033303518,0.30823392,-0.31543747,0.04093303,3.1674325,7.3083987,0.02414425,0.7631944,-1.4526001,0.029827198,-5.578331,2.3365207,0.014344418,-1.561604,0.31849584,0.042296372
8,3.1223707,-8.553697,0.048116542,0.037156012,-1.177957,0.0535,-0.42751586,-4.907168,0.042001598,-1.1517783,-0.706072,0.044313874,2.6491134,-8.534444,0.021770693,0.60142344,-2.1033103,0.033810932
1,3.1971977,-3.5247438,0.021849751,0.52385,-2.4311516,0.013729136,-3.732373,2.6163964,0.006063481,-1.3332542,-2.211603,0.009851864,-5.3492074,-11.102492,0.003729684,-2.0212762,-1.4778563,0.016505977
1,4.0082774,-2.6834755,0.01933338,0.90918887,-1.8403873,0.014156413,-2.51,6.590819,0.007419811,-0.9024157,-1.9433376,0.009075308,-7.7906857,-6.49352,0.0050729173,-2.1164463,-0.7784898,0.020735472
2,5.161354,-12.58117,0.0820249,0.0824769,1.5891025,0.07980689,-7.4314313,-8.661532,0.023574708,-0.13907525,1.9732056,0.02402952,4.9977493,-2.5702121,0.008509034,2.2578785,0.24273026,0.027885351
4,8.573877,-3.2355373,0.027087921,1.1103296,0.19936855,0.03345221,-3.1390567,7.402868,0.012759494,-0.45867515,0.20678303,0.02301069,-9.163979,2.539175,0.008324952,-0.9936182,-0.23092757,0.021505896
8,7.904946,-12.047359,0.033661958,1.2409042,-1.1413447,0.051211655,-9.492354,-0.39694455,0.026845183,-2.2080886,-0.27455446,0.030681955,-7.091648,-5.54444,0.013875755,-0.98048085,-1.1806356,0.030439021
4,12.435797,-3.9961472,0.046262313,1.0279018,-0.055086806,0.04312005,-4.4153566,8.920304,0.022348356,0.3476478,1.6026484,0.025180127,-10.036673,8.591807,0.007025434,-0.63217616,1.3854903,0.026525328
2,1.0866704,-4.5965376,0.06967444,-0.17815626,0.9158318,0.063304864,3.755168,-5.4978695,0.03447661,0.90010273,-0.2541304,0.045844156,7.7001033,-1.6082528,0.026225673,0.997214,0.11577384,0.044368543
9,6.340612,0.8654032,0.04448125,0.19879419,-0.26998588,0.04863721,11.113341,12.913782,0.009865923,1.8053802,-1.8273923,0.029168973,-5.708365,11.476937,0.0060375948,-1.9686867,1.4371682,0.033074673
1,5.1775074,-9.836989,0.05246655,1.1518023,-0.9776544,0.06275461,-4.7956595,-0.7441629,0.04724682,-1.0257072,-0.22177178,0.04668179,-3.6029258,-4.371568,0.014150365,-1.0006927,-0.0907498,0.04852942
4,6.299701,-0.32720694,0.040981244,0.36874068,0.07995083,0.04664366,3.1822023,6.8148007,0.026416633,1.0213805,-1.3287717,0.036644105,-4.189484,5.807779,0.017851144,-0.98709506,0.18933778,0.034022838
9,8.527953,-11.554989,0.033305787,1.966027,0.7535044,0.039231546,-11.803554,0.31014952,0.025561396,-2.0856729,1.0772021,0.02736573,-8.801549,-7.6760106,0.008302223,-0.4477139,-0.92560786,0.028171124
7,11.821589,-4.470771,0.028291048,1.2369897,-0.69774705,0.031235464,-0.95336366,8.552045,0.013639005,-0.17724344,-0.52635133,0.01867921,-8.870803,9.76307,0.008184892,-1.479448,1.2329935,0.022581551
2,-2.9929109,-2.6156776,0.10232397,-0.20812102,1.3366104,0.09818669,-1.468695,-12.284774,0.018125966,1.0136093,1.9873562,0.03219989,14.603535,-1.6122559,0.014385119,3.0924604,0.09965422,0.0415552
7,11.895853,-3.725687,0.048582703,1.1644852,-0.5052342,0.043387312,-1.0079125,13.947573,0.017651433,0.31201702,-0.58441293,0.029319443,-11.7682295,11.652265,0.0137748765,-1.888681,1.9686073,0.02337086
0,-5.8265114,-4.42689,0.03705042,-1.861415,1.559113,0.05836811,3.1586356,-4.5636435,0.010860132,1.4779332,1.7435242,0.026676673,10.100573,3.0830019,0.0063222665,1.9237982,2.0786781,0.028315058
9,10.184763,-5.9876266,0.036798004,1.0799289,-1.0573457,0.032673307,-3.948305,6.461335,0.017978866,-1.5055623,-1.0512543,0.033010688,-8.603184,0.5374022,0.009696639,-1.6569295,-0.75417256,0.030300982
8,5.079283,-7.8103623,0.027655529,0.18139414,-1.5673741,0.04168288,-7.2977753,-0.01133711,0.019367894,-1.4523584,0.008019008,0.025747592,-6.2074313,-9.075714,0.012905273,-1.0706968,-1.4156706,0.026063874
1,4.992021,-7.6761265,0.02309528,-1.279734,-2.6724923,0.0077841203,-9.487155,-1.3225675,0.0032932947,-1.9589907,-0.9669828,0.014799782,-4.9252853,-13.620672,0.0030212414,-1.2322553,-1.7939957,0.0072697056
6,-2.3178346,-5.9817348,0.060443293,-0.36370483,1.5067493,0.062233925,3.2013443,-10.622853,0.02144556,0.95306915,0.77509665,0.03486538,14.527825,-7.6681304,0.0148815755,2.0975375,-1.0072342,0.042922184
2,0.8444862,-3.0660594,0.06818546,0.16899464,0.7910277,0.069474824,-1.8724082,-3.7871573,0.023477687,0.03168262,-0.18244955,0.036472194,1.2522885,-5.5729938,0.015856614,0.46927005,0.31349546,0.037871443
7,8.862476,-9.218809,0.023770707,2.1017578,-1.2760619,0.023325663,-12.139371,7.271408,0.007762589,-1.2636623,0.3128503,0.020140972,-13.483184,-3.6653147,0.004672249,-2.000784,0.2525218,0.014932188
8,4.001441,-6.2439914,0.049449354,-0.6628805,-2.2889009,0.054234855,-7.6385217,0.05353394,0.028676763,-1.1820287,0.828135,0.03728391,-4.60167,-10.892356,0.012285752,-0.17387678,-0.5555092,0.04342858
2,2.127299,-6.719311,0.091605574,-0.116972074,0.93318975,0.07394741,-2.1647086,-2.1791184,0.023920825,0.41506073,1.3961577,0.03378288,1.7212795,4.882718,0.017389331,1.4619759,1.1572679,0.034753017
4,8.726425,-5.573827,0.04470761,1.228805,0.59212714,0.040254794,-4.405256,4.814547,0.022278188,-0.809647,0.27408054,0.031681422,-8.128862,2.0821705,0.014563385,-0.5279657,-0.5905887,0.027345698
7,14.891472,0.37925836,0.022909418,1.000942,-0.4402758,0.03997444,3.780735,10.709005,0.017613623,0.5309509,0.4579131,0.020648604,-7.996844,11.847008,0.0077508804,-0.98187107,1.5041248,0.020454463
2,-1.659488,-4.971881,0.09579927,0.039881334,1.2797965,0.081718504,-3.4817414,-7.590712,0.032427322,0.63370425,1.9113196,0.042350646,7.1803474,-0.57269514,0.015456572,2.3557808,0.13302562,0.034828335
3,2.2177773,-12.264196,0.044598553,-0.5252242,-0.74628985,0.04046094,3.38019,-4.18039,0.019624697,-0.05390631,-0.34860942,0.021913959,3.1493735,5.162061,0.01210944,0.28416765,0.36602247,0.024447277
5,-0.382753,-7.7538714,0.05668176,-0.38045323,-0.12810668,0.055027336,5.0718584,-1.7063818,0.037614707,0.9556586,0.484816,0.044597868,4.274839,6.9807634,0.02626349,0.5558026,0.8232863,0.04431685
9,11.687489,-1.2028501,0.06204777,0.5033003,-0.19261368,0.061506737,3.605236,6.307995,0.021589031,1.2903372,1.9599354,0.02997734,-0.13967577,16.611948,0.0108814,0.7426009,2.049844,0.032326095
5,0.44507003,-3.7172074,0.04716147,-0.42223698,-0.38491258,0.040498614,11.3535185,1.3934574,0.022645662,1.1421885,-1.3571008,0.03295312,5.923412,6.665367,0.011621977,-0.07237114,0.79782677,0.026956812
7,11.285156,-14.533262,0.042456582,3.2730117,-0.31666836,0.048156932,-16.610312,-2.356061,0.021540832,-2.2012298,1.6793109,0.025905179,-9.752805,-10.770759,0.01081011,-0.4198347,-0.5713746,0.02800366
9,16.393724,-11.572011,0.05711975,1.8972157,0.0692407,0.06574622,-10.5326605,6.7463017,0.02071811,-0.7077176,2.8019586,0.032475777,-10.404704,12.9930725,0.0104831895,0.2931826,1.4918158,0.035337735
2,2.126535,-4.514282,0.044839162,0.47143027,0.630283,0.04714762,-4.401026,-0.7560675,0.02702263,-0.13205425,0.8262153,0.0410159,-2.625324,-2.5216901,0.015890738,0.19703524,0.094964705,0.02891871
7,13.988739,-13.264193,0.017517587,2.8983514,-1.13853,0.015068492,-12.904774,6.834591,0.008722839,-1.5148627,1.1075598,0.011649788,-14.245256,1.5744122,0.0040693837,-1.6291896,0.6481545,0.013535786
1,4.189732,-4.7274094,0.023073373,0.07069768,-2.5682304,0.015287599,-6.829345,4.565765,0.004789638,-1.5557815,-2.0148396,0.008721546,-8.222964,-10.522722,0.003575881,-2.48237,-1.3405782,0.014664896
5,2.1012397,-6.7581367,0.045054406,0.23360066,-1.3833355,0.03323457,-0.648585,-0.5535548,0.020236358,-0.9648159,-1.2259161,0.031686526,-1.429741,-3.5351255,0.011611922,-0.6757355,-1.2270869,0.022641601
7,11.057107,-11.105484,0.038654637,2.5783107,-0.97674847,0.032467656,-10.78216,2.8048625,0.014268069,-0.7032517,1.0604178,0.021983003,-10.26135,-1.0055014,0.0085167205,-0.5350406,0.76241976,0.029061133
3,3.2356431,-14.342727,0.049051315,-0.5884686,-0.69299316,0.05699965,5.238949,-3.5222387,0.022087041,0.35263202,-0.037225306,0.025390293,3.765079,9.712711,0.011586311,0.5548308,0.94979143,0.02886723
0,-6.3268394,-4.2324862,0.05350289,-2.0504408,1.4434825,0.062029015,1.9372858,-9.000347,0.028364174,0.7850564,1.9421948,0.035725843,9.990934,0.6729687,0.0158504,1.8427659,1.592075,0.043594502
5,0.043747395,-6.4045243,0.049961865,-0.5651599,0.100178994,0.05579819,6.361244,-4.4509926,0.03875068,1.0184481,-0.46299386,0.042815596,9.919028,-0.51907533,0.013897327,0.8092566,-0.07371787,0.03831251
5,3.3243754,-4.978373,0.0374359,0.2083115,-2.1404817,0.04199538,-7.497902,0.4590487,0.018223986,-1.2830919,0.6128213,0.0323828,-5.2466097,-11.271495,0.016389642,-0.50293463,-0.812204,0.032643687
2,5.5755653,-14.094645,0.07635384,-2.1913009,-1.002665,0.06717436,-1.6208836,-14.251036,0.0143892765,-0.33695546,0.8493436,0.02437232,9.656284,-5.9668455,0.011504442,2.037127,-0.4111657,0.03927459
8,1.794118,-8.48013,0.06132122,-0.15981025,-0.4232297,0.057658974,7.527496,2.1179142,0.040246427,0.723323,-1.1631707,0.04393102,1.5682374,7.7767563,0.028504552,-0.34440008,0.6482299,0.050052725
4,6.6503735,-1.7741367,0.049676213,0.75373524,0.71665114,0.04519917,2.335104,2.5335836,0.021015976,0.22396812,-0.5912021,0.028244756,-0.577737,1.8562828,0.015051671,0.13616045,-0.53099066,0.025865518
9,4.338996,-0.15024462,0.057472367,-0.13092992,-0.08489937,0.055578344,9.703759,8.297764,0.022696836,2.0633624,-1.7828052,0.034545876,-2.7490144,5.1225257,0.012452713,-1.3552394,1.1962304,0.041461643
8,6.847081,-9.254357,0.06176063,0.55726177,-0.47546664,0.04275044,-0.34702724,3.8675737,0.017635474,-0.021382995,0.34055063,0.028267283,-3.5216062,7.705913,0.009594069,-0.57373315,0.9914087,0.037309766
4,7.35179,-1.6466022,0.04926357,1.0870312,0.2508105,0.04754491,-3.0072455,4.928747,0.02141098,0.122550085,1.557442,0.027285768,-5.042847,2.9334276,0.014701548,0.21126959,0.40549156,0.03454286
9,10.100616,-3.5787876,0.032294028,0.922747,-0.60268635,0.041026384,-3.5647066,8.198305,0.011055532,-0.91918254,-0.19192591,0.031009251,-8.67729,-1.0611615,0.0071006496,-1.2583871,-0.758183,0.01989761
2,4.49519,-8.271061,0.06379001,-2.689842,-1.2787607,0.04151886,-0.43317452,-3.8150556,0.024795255,-0.09170601,0.45225152,0.036593255,0.6791666,-6.875331,0.010822741,0.45182225,0.18327297,0.04624608
8,6.574619,-12.517438,0.035687022,1.1440513,0.24604684,0.05591026,-7.042142,-2.2432315,0.01765298,-1.5605484,0.60721636,0.023939008,-4.1531925,-5.5342703,0.013786797,-0.13774921,-1.5585932,0.02395218
4,13.694207,-7.1702785,0.04693494,1.3314929,0.22689813,0.045732908,-4.381706,3.491315,0.016481262,-0.0917435,2.1809173,0.017374633,-3.6752465,8.769296,0.008810437,1.0438131,0.19848241,0.017522704
4,11.307678,-1.8351264,0.031493474,0.80548114,-0.19515301,0.0345967,0.26410678,12.326112,0.016554851,0.54670215,-0.123766795,0.019634532,-8.705999,13.698148,0.0076873787,-1.3148767,1.2486147,0.019806214
1,3.5476873,-2.2460847,0.021975432,0.94163436,-1.8301181,0.019438041,-1.2972165,4.73607,0.012204046,-0.82449394,-1.7610086,0.018672341,-5.671955,-7.4713135,0.007574345,-1.5074518,-1.082356,0.018970136
5,-0.5325301,-7.6354194,0.045293182,-0.8002719,0.030529922,0.048202947,8.699841,-5.495489,0.023150872,1.4673122,-0.267073,0.033703044,11.907505,3.0127895,0.016553985,1.3138055,0.34818867,0.035079464
6,1.2327539,-4.527521,0.044754945,0.62902826,1.2078927,0.040144406,2.6778636,-4.856679,0.016914638,0.13024572,-0.6861668,0.027946798,5.354558,-7.0565286,0.013627504,0.6097231,-1.7603403,0.026254551
1,4.9482336,-6.232437,0.030646803,0.7516477,-2.2631617,0.021108184,-5.646375,2.9278371,0.013787194,-1.9155012,-2.2525878,0.010723332,-6.03894,-9.686597,0.0051956614,-2.1731997,-1.4807076,0.014398491
9,11.678461,-7.302816,0.023798179,1.312997,-0.59612894,0.030016422,-5.030224,6.2535467,0.011266573,-1.2341987,-0.021305485,0.020342102,-9.987291,2.3865247,0.006917222,-1.218529,-0.4280224,0.021168215
9,12.205961,-3.783624,0.04403034,1.1324586,0.053831093,0.04029466,-2.9787138,4.2828083,0.026297616,0.009974711,1.4270723,0.030541824,-6.714354,5.620329,0.015200141,0.1780971,0.39175487,0.040171754
2,1.2565625,-6.00402,0.09523241,-0.4661911,0.30518463,0.098519705,6.0560775,-0.863847,0.018286752,1.1311274,-1.2179471,0.026088914,4.710582,-0.6627622,0.011659014,0.1500856,1.114701,0.024543982
0,0.7743426,-12.937631,0.04573964,-0.03717279,2.2583582,0.04476896,3.9097323,-10.886645,0.013881695,0.5742072,0.7207196,0.016574066,14.166814,2.7793324,0.0074231806,2.7730703,-0.9268546,0.017670035
0,-2.5846696,-9.576557,0.034908615,-1.0181843,1.7411097,0.041970205,3.4382744,-7.9610486,0.02520062,1.0704839,1.6689725,0.040274277,10.777921,3.690609,0.010716394,2.336733,0.7327795,0.035338126
4,2.588484,-6.9448366,0.049649227,0.70243233,0.8104757,0.05120929,0.69036466,2.7789922,0.032536205,-0.14292935,-1.0120873,0.042192947,-1.8573625,0.31155053,0.022485964,-0.6040756,-0.6664814,0.03290538
2,5.3694487,-10.988455,0.041005325,-1.8467953,-1.4826934,0.031026743,-2.7281435,-1.9819573,0.014966457,-0.78045577,-0.08548069,0.019753162,-1.5231832,-2.4565604,0.0059153317,-0.31132373,-0.219814,0.023010023
9,7.274192,1.4365971,0.03512746,0.3814174,0.15978004,0.0404898,5.104625,9.4978,0.025991868,1.4488221,0.4106937,0.02595899,-6.1045976,12.588706,0.011662689,-0.41900876,1.9054812,0.03879329
0,-3.7797484,-6.061406,0.065791756,-1.1368917,2.4703066,0.058296476,-2.7540119,-9.092194,0.008630839,-0.5112193,1.395592,0.017727554,7.2551174,-9.083835,0.006694428,1.1438897,-0.4428483,0.03175101
1,3.6072464,-4.722399,0.018948926,-0.080245376,-2.6372693,0.013681049,-6.4053903,1.6903,0.005657794,-1.4969523,-1.8065301,0.00916907,-5.5167794,-12.456984,0.002613837,-1.9712024,-1.5743486,0.010632047
7,7.180872,-5.091201,0.02925511,1.2058849,-1.1353636,0.027726984,-3.7310274,9.02233,0.012731289,-1.0364033,-0.9524824,0.023968639,-11.129874,-0.3163413,0.0077276193,-2.342861,-0.061453152,0.025156185
1,5.0195026,-7.39227,0.028339608,-1.7571168,-2.1085496,0.024861218,-8.885222,1.8763356,0.007986442,-1.3032475,0.067778386,0.01977217,-8.747487,-8.842854,0.005102371,-1.0780021,-0.63742554,0.011958682
9,13.493786,-8.74608,0.038739942,1.7620531,-0.15486188,0.045610033,-7.1955028,5.516366,0.022545824,-0.6673798,1.2922974,0.034564935,-8.88777,5.9100637,0.012463052,-0.75204057,0.70140046,0.02797276
2,-0.9361344,-1.944194,0.07074827,0.19809723,0.84477156,0.070563674,0.00038289698,0.009416253,0.046681374,0.113072135,-0.039237436,0.06628296,2.644213,-1.8530039,0.029271573,0.2531002,-0.020140471,0.06536974
3,0.212427,-7.7665052,0.06720594,-1.4802027,-0.39453954,0.05359282,11.979001,-9.731518,0.015501551,1.428799,-1.0011028,0.03132523,16.203928,-3.2263792,0.009001436,0.8597641,0.09366705,0.033231623
8,6.6402717,-14.255032,0.037883822,1.3401872,0.66689277,0.06007293,-5.293079,-4.187975,0.02215084,-1.4928387,-0.30912316,0.025469048,-1.1972687,-3.3187099,0.0123437205,0.094759405,-1.694129,0.028435813
4,11.185092,-12.962851,0.038392287,2.7962995,-0.49736166,0.03780014,-12.807747,-1.910885,0.013841863,-1.0757375,1.8342148,0.02623976,-6.93854,-3.7050848,0.00965222,0.1979847,0.3885684,0.025489066
1,3.3524225,-2.4213018,0.02213622,0.93521637,-1.6152332,0.017894424,-0.7659816,4.5844555,0.0100823855,-0.63912964,-1.8742527,0.010632563,-5.43088,-6.093433,0.00529004,-1.5326618,-0.7724734,0.024584278
2,0.58687365,-3.183719,0.070149876,0.21074528,0.817132,0.065562844,-0.9999368,0.6778748,0.024256561,0.66363794,-0.003000369,0.054722663,1.8919119,0.21383087,0.014507119,0.35042536,0.46219525,0.045868844
7,12.207536,-13.741261,0.04499372,3.3130682,-0.21557763,0.037219826,-13.830436,-1.4062837,0.014255229,-1.2092074,2.482349,0.027364828,-7.6059117,-3.6121037,0.009425807,0.203726,0.11297914,0.026220337
9,8.558991,-0.51183623,0.033355687,0.39450544,-0.06347039,0.039820082,5.258216,9.303565,0.029652975,1.1982511,-0.7957161,0.019730236,-5.413461,13.928217,0.01147961,-1.2800337,1.9180034,0.036073893
7,10.121857,-10.657156,0.028048921,2.2426846,-1.0174167,0.026534902,-9.214646,3.8952117,0.015749732,-0.8082104,0.94343233,0.02260271,-10.323187,0.90793943,0.0068865214,-0.98141915,0.6603283,0.02139389
8,5.9422355,-10.082838,0.061044212,1.4714848,0.79553187,0.050293744,-6.0896354,-2.3136444,0.038149018,-0.9367221,1.2138042,0.051262945,-2.5903459,-2.5877388,0.022241306,0.60003185,-0.92480797,0.058767013
9,12.498009,0.37306958,0.027341668,0.48980087,-0.10538549,0.03614938,5.6973195,9.601622,0.015301765,1.4470896,0.5518092,0.023486767,-3.8497412,16.635733,0.00600841,-0.39457685,2.0536828,0.02382202
5,0.89558494,-9.085637,0.060921084,-0.4818681,1.2680049,0.07175922,1.0294929,-4.425685,0.0441975,0.05228654,0.76059914,0.046427723,5.2568054,-0.57511336,0.010822089,0.8724284,-0.17387122,0.040616155
0,-3.831714,-5.0380073,0.06299621,-1.2586216,2.1500769,0.059126087,-3.597308,-7.3684826,0.021076266,-0.2902769,1.8402715,0.032262705,3.7202365,-6.0416627,0.011382623,1.11429,0.23909393,0.040310644
3,1.731457,-8.390923,0.061045617,-0.79074657,-0.9665196,0.055740975,-0.058689468,-8.882322,0.04277236,-0.4731645,-0.037432782,0.0524066,4.9853406,-3.5624945,0.020897858,0.97006875,-0.69453764,0.04770944
3,0.278152,-8.981485,0.07444645,-0.33366835,1.4667135,0.07671016,4.3682666,-15.749294,0.020179087,0.6982073,0.19430165,0.02543106,19.152914,-4.2585173,0.0115605425,2.4450457,-0.6904133,0.027944483
2,6.1848383,-13.551315,0.07320353,1.0428349,1.3128916,0.07824841,-8.654912,-10.038767,0.03147011,-0.7006048,2.0566936,0.042312108,1.3650014,-5.922628,0.016639175,1.99668,-0.82058084,0.045879185
1,3.0153208,-2.2058003,0.019446326,0.8251424,-2.0084352,0.016425446,-1.933123,4.3377514,0.00807571,-0.769018,-1.9272501,0.0091490215,-5.869824,-8.810074,0.0059076287,-1.8349974,-1.0604936,0.013908763
5,2.9862113,-10.851409,0.047867835,1.092057,0.70973974,0.0565283,-1.949621,-3.1431398,0.017265012,-1.0293955,0.5106383,0.0189576,-0.7263635,-0.24147254,0.007993592,0.37479413,-1.4289538,0.024275258
5,1.5043385,-4.926918,0.046223164,0.56002563,0.14802456,0.047286555,2.6504877,0.23078083,0.016212298,-0.094057016,-0.23499241,0.023477454,-1.54506,1.1907473,0.010461751,0.22409922,-1.0122414,0.020406723
6,-2.7586815,-1.3247992,0.058503058,-0.9304381,0.74476266,0.06629792,3.2704701,-0.60541785,0.036732186,1.2997848,-0.08180309,0.043584235,5.664114,-5.6518974,0.015894685,0.1978726,0.8769104,0.038123287
8,9.569949,-18.073952,0.038952347,2.8352873,1.3709024,0.0473482,-11.08199,-5.4582453,0.019202704,-1.6623684,1.8398553,0.023315009,-3.0015852,-5.66105,0.013142312,0.75441325,-0.92173946,0.02168981
3,-0.4868951,-4.8927655,0.05866298,-1.3258232,-0.09284561,0.057863872,10.13527,-5.0338135,0.010499391,1.4013339,-1.0183537,0.036780365,11.181833,-5.8576384,0.011994235,0.64031446,-0.13530366,0.03920539
3,0.16333243,-8.511673,0.062828004,-1.6450874,-0.3679324,0.057676464,5.623727,-9.427578,0.022978624,0.5812986,-0.44735134,0.035021294,10.802028,-6.040961,0.011855454,1.0487876,0.14299628,0.034280762
2,3.4621096,-8.353149,0.045929257,0.6214783,1.1455903,0.05199656,-3.4809928,-3.2979534,0.033060115,-1.1819655,-0.724025,0.030228276,-0.81971216,-5.5587626,0.011239207,0.17177054,-1.5427291,0.036071375
3,2.5655766,-10.687713,0.046063248,-1.0346045,-0.99656945,0.04164343,1.7145681,-9.506104,0.023426907,-0.5191119,-0.47991294,0.030809587,8.474146,-2.2583613,0.01216873,1.132059,-0.95588636,0.027722076
8,3.8489335,-9.473031,0.041373517,-0.35090232,-0.99964595,0.04013978,-0.44465,-0.8457518,0.021204028,-0.7887189,-1.7633243,0.024495935,-0.94217646,-1.4664751,0.0124066025,-0.44736218,-1.4223369,0.024745392
7,12.764053,-15.751528,0.03904344,3.3024015,-0.6557151,0.039309412,-17.38178,1.9864322,0.017609945,-1.4424865,2.001535,0.02738859,-12.140071,-3.2993762,0.006293979,-0.631716,0.8731866,0.017976597
9,13.447635,-9.2538805,0.025391096,1.7196299,0.089919105,0.029643994,-8.044807,4.5189157,0.017441226,-1.4558892,1.1355786,0.021793392,-11.03189,1.7275426,0.009597644,-0.6318691,-0.5143616,0.01870008
1,2.3966408,-3.547711,0.021701653,-0.8254512,-2.3110673,0.019855466,-4.5817804,1.4044724,0.008572928,-0.93028885,-0.78016126,0.010420362,-4.4724216,-10.741436,0.0061343787,-1.3140945,-1.1096117,0.016528113
0,-5.869859,-0.9001532,0.035498716,-3.0990448,0.39550856,0.035214998,8.31688,-1.8004438,0.014425627,1.7561679,0.6239079,0.030490385,9.167718,-0.8508602,0.009936659,0.8344137,1.9262724,0.03668569
0,-0.8257184,-11.139747,0.041019626,-0.45868596,2.0710516,0.047221363,1.9450543,-9.568301,0.02860081,0.13986434,0.66650003,0.035218958,10.543517,-2.7826304,0.009694342,1.7589144,-0.74285644,0.020692637
4,4.1706734,-12.592203,0.07051784,0.20771237,1.6079035,0.05779719,-4.663631,-4.3390894,0.03868073,0.01979392,1.4908074,0.042847183,2.5311558,0.11168157,0.019339982,1.5861659,-0.44284296,0.04104281
5,-0.16997987,-5.158427,0.06125252,-0.6334372,0.052685298,0.053344246,12.77248,-0.42551118,0.045685977,2.1362014,0.11839553,0.036454808,12.846001,10.208148,0.014696949,0.784442,1.3697512,0.03485393
0,2.7232351,-13.613958,0.06639124,-0.029077057,3.0897841,0.04482642,-9.144947,-12.415551,0.009709377,-1.6194175,1.867253,0.017808713,5.8911195,-8.554607,0.005974589,2.30424,-1.3676583,0.023211744
5,1.2251663,-8.413061,0.06302149,-0.3330043,-0.34845024,0.051048107,7.36187,-0.08783872,0.020803085,0.9708174,0.1516188,0.024709206,3.913383,6.2374206,0.01430147,-0.2019581,0.9290944,0.032264516
3,-1.2236657,-2.653491,0.071756795,-0.72610027,0.65817547,0.082640864,5.39305,-1.4824504,0.02954727,0.9628822,-0.31197336,0.04238599,6.490275,-5.7301936,0.01780508,0.1208542,0.25480345,0.055457264
