label,ae_z1,ae_z2,vae_mu1,vae_mu2,vae_logvar1,vae_logvar2
0,-5.869859,-0.9001532,-3.0990448,0.39550856,-3.0764945,-4.4434204
0,-0.8257184,-11.139747,-0.45868596,2.0710516,-4.032751,-2.768352
4,4.1706734,-12.592203,0.20771237,1.6079035,-3.0838234,-3.2353482
5,-0.16997987,-5.158427,-0.6334372,0.052685298,-4.1873884,-4.4009438
0,2.7232351,-13.613958,-0.029077057,3.0897841,-3.1562498,-2.3287015
5,1.2251663,-8.413061,-0.3330043,-0.34845024,-3.685559,-4.0887527
3,-1.2236657,-2.653491,-0.72610027,0.65817547,-3.0125506,-2.952345
2,2.3758814,-5.52815,-1.4477806,-1.0089462,-2.885572,-3.4944162
3,0.22306895,-4.9647593,-1.4534619,-0.41159672,-3.24008,-3.8624387
3,0.6070137,-6.612247,-0.70308524,-0.58858865,-3.643504,-4.045302
7,17.487186,-2.9054935,1.4144288,-0.5978367,-3.6664808,-4.216475
4,5.6101317,0.9785594,0.33221006,0.17224558,-3.5224853,-3.5637636
4,3.7346635,0.7802485,0.079371914,-0.02762086,-3.793231,-3.926703
9,12.493244,-3.9172277,1.0090857,0.18242987,-3.7576392,-3.59726
9,6.64295,0.23870894,0.13801003,0.0019036438,-4.3182755,-4.3609977
1,6.671285,-10.476459,-1.0151972,-2.3900602,-2.7194011,-2.8433151
1,4.547963,-6.521108,-1.0397977,-2.1065814,-2.0609574,-2.2043953
6,1.2211494,-7.2436504,0.45817703,1.471921,-4.2700357,-3.8558822
6,-2.3914146,-3.6277778,-0.7603391,0.885844,-3.8261342,-3.8629704
2,3.0652385,-6.9885435,0.25410035,1.038359,-3.353909,-3.3068237
7,7.470616,-4.1875405,1.1252161,-0.7211726,-2.7837117,-2.9748454
6,-1.8158964,-2.1294277,-0.41752163,0.7075913,-4.127275,-4.120395
4,3.598952,-6.237925,1.4960831,1.2664559,-2.7724118,-2.439992
5,-0.07408556,-5.2047753,-0.8069501,-0.08810346,-3.2568371,-3.33887
1,2.8257997,-1.9209421,0.7395691,-1.8557315,-2.7278602,-2.5652614
1,3.8746345,-5.6177983,-0.3042304,-2.6537366,-2.3432877,-2.1026013
1,6.079419,-8.811081,-1.8978076,-2.3421454,-2.0296268,-2.690802
9,10.104936,-11.4061985,2.472322,-0.09170527,-2.563409,-3.2825556
4,9.678687,-7.252101,1.7409282,0.2877976,-3.1183348,-3.7749
8,3.1742349,-8.330635,0.28831497,-0.48260283,-2.582261,-2.610509
0,-2.8988667,-9.605387,-1.6065545,1.1311749,-2.9697824,-3.0791764
2,2.7724898,-7.2983074,-0.13880357,1.6918143,-2.912452,-2.5801878
8,3.8054488,-8.157413,1.0444874,0.48863608,-2.033092,-2.0796142
1,3.9518297,-5.7630315,-0.9660994,-2.5198152,-2.271826,-2.2055793
3,0.24046904,-8.785025,-1.034223,-0.28043127,-3.8826077,-4.0994473
9,3.2433105,2.0739727,0.108146414,0.3531555,-4.4179707,-4.824052
9,9.940536,-1.7311791,0.6650122,-0.18004856,-2.9742327,-3.2484236
6,1.8140242,-5.3346834,0.76556045,1.4063513,-3.119938,-2.8866081
8,4.7892303,-7.2266517,-0.06262621,-2.1233003,-3.1140015,-2.7234373
7,11.349712,-2.518566,0.9849234,-0.27533856,-3.3509688,-3.8549943
7,14.047601,0.3076575,1.0136062,-0.5918905,-3.5905216,-3.8480215
9,9.943928,0.56949097,0.56738484,0.24826276,-3.5125313,-3.444212
1,3.1861281,-4.0170107,-0.21415247,-2.4555154,-2.077576,-1.8926485
7,8.3856535,-6.2569537,1.5690489,-1.0331299,-2.8787084,-2.987051
5,4.347506,-7.7635694,0.47026002,-1.352537,-2.1626775,-2.4078803
9,10.417419,-1.7272642,1.1340946,-0.5821459,-2.91798,-3.0556312
3,0.39504817,-5.6217976,-1.2263758,-0.10059209,-3.3300753,-4.010107
3,0.66231644,-5.1769395,-0.6249433,-0.90164185,-3.2373264,-3.589364
5,-0.036575567,-6.3798285,-1.3378847,-0.10531781,-3.6815197,-4.2707443
0,-2.3680687,-10.694826,-0.6219038,2.4777207,-4.146932,-3.0630894
7,10.452827,-7.8256383,1.8876122,-0.8659482,-2.7689636,-2.7487488
2,2.1730702,-3.8289468,0.52084833,-1.2905437,-2.722331,-2.6103582
0,-5.076314,-1.214857,-2.739835,0.6161568,-2.681254,-3.8677974
9,10.492316,-0.0781656,0.3755185,-0.29961973,-4.2730584,-4.2418814
4,11.49237,-11.560628,2.6678257,0.18712683,-2.3160386,-3.0506206
5,5.4642205,-9.285991,1.4882616,-1.4603578,-2.5715113,-2.5847516
9,7.6954083,0.32219216,0.3852917,-0.064829044,-3.9548318,-4.270926
1,3.8408422,-4.793542,-0.41527227,-2.6092856,-2.3718617,-2.1827507
2,2.1456807,-5.175545,-2.631114,-1.3350973,-3.347041,-4.3081384
2,2.3018017,-6.931406,-2.0288599,-1.1765373,-3.054771,-3.753181
7,17.106844,-0.37162033,1.0215073,-0.4666808,-3.4625556,-3.897407
8,8.127736,-15.201862,0.7957268,-1.0698475,-3.1722615,-3.1265903
2,2.4256113,-2.360478,0.6061811,0.6321647,-2.806708,-2.5224614
7,13.551669,-10.006289,1.9164809,-0.7439461,-3.0654533,-3.6622934
7,9.019737,-1.0832926,0.7849365,-0.040320985,-3.6603775,-3.7045946
3,3.417655,-10.996231,-0.21417366,1.5755327,-2.874368,-2.842082
4,10.3592825,-9.808509,1.8465347,0.25239167,-2.8887527,-3.678969
5,0.6679496,-4.5294986,-0.14258175,-0.83129853,-2.990822,-3.3125358
7,9.563369,-8.402946,2.030552,-0.65651846,-2.542315,-2.9940715
2,1.1718832,-2.6455717,-1.3192668,-2.146771,-3.4118416,-3.2697005
1,2.7614393,-3.1890504,0.21485306,-2.2144182,-2.082142,-1.8461722
1,5.1274867,-7.565296,-1.4602863,-2.6108243,-2.3694608,-2.4548044
6,-2.7211163,-2.2768538,-0.81074804,0.9244931,-3.5989013,-3.8954802
8,2.8686185,-9.095318,-0.030965503,-0.90335226,-3.3275542,-3.5791473
0,-2.4880102,-10.186216,-0.89103556,2.1206825,-3.7037017,-2.753685
6,1.9935541,-8.265388,0.97431207,1.805934,-3.610233,-3.1371555
0,-2.9527783,-10.261965,-1.1906912,1.7209905,-3.8761399,-3.2908225
5,2.13974,-11.4252405,-0.23139384,1.6067472,-2.9534822,-2.6511664
5,3.7274947,-5.9013047,0.013194205,-1.5746676,-1.8779413,-1.8345481
6,4.2886887,-9.262713,-0.058267128,-1.5018449,-2.9220088,-2.7470446
9,5.896489,0.18275669,0.35159442,0.042637207,-3.2888317,-3.3965683
9,11.00377,-3.059686,1.1060159,-0.3346733,-2.9911194,-2.8914146
9,9.408435,-3.4256783,0.9804307,-0.15247336,-3.0052726,-3.1254425
9,9.192341,-0.56979936,0.64685553,-0.11877529,-3.5632596,-3.8318238
3,3.4430175,-7.6754117,0.649521,-1.2323234,-2.6311285,-2.7981029
9,8.820744,-10.056186,2.3340225,0.4061039,-1.99575,-2.0761223
9,10.763618,-4.824496,0.7949882,-0.72217274,-3.56606,-3.6918378
7,7.7330594,-3.8351014,1.2887937,-0.79404,-2.8085144,-3.0103478
7,6.873782,-4.0286603,0.54413784,-0.5633257,-3.718425,-3.6268082
9,4.522399,1.3295604,-0.006114237,0.2788267,-4.008565,-4.277553
7,11.38176,-0.6705548,0.89544106,-0.64046407,-3.285737,-3.1509156
1,3.5625947,-2.2464643,0.8562714,-1.8906915,-3.218051,-3.1773615
2,4.699328,-11.34325,0.12533826,1.0973868,-3.1668243,-2.9126887
9,4.6836944,1.294088,0.10942675,0.056779124,-3.3875904,-3.4345193
4,7.631188,-0.40050447,0.43711543,-0.1225844,-4.0698075,-4.0780725
9,9.498048,-2.0138943,0.7009158,-0.44210812,-2.973451,-2.9855723
1,4.837594,-5.1866813,0.058426924,-2.4964323,-2.3866532,-2.160327
4,10.167537,-10.525119,2.2939725,0.78312474,-2.5544481,-2.7793698
5,2.9561472,-11.477804,0.013054866,-0.4832483,-3.8336146,-4.0067677
4,4.531886,-7.6355543,1.0285083,0.85872465,-2.6010995,-2.9448519
6,2.758406,-7.9472375,0.87408084,1.4494187,-3.2953663,-3.0468736
6,2.1370072,-7.6059184,0.914733,1.8397539,-3.8792527,-3.383976
5,2.3905995,-8.804659,-0.17883123,-1.175711,-3.493804,-3.843886
5,4.6919103,-9.371055,1.1827062,0.8826024,-2.6080935,-2.370956
7,5.5582185,8.152208,-0.39404035,0.26181465,-3.9752252,-3.562951
4,9.792191,-2.2425354,0.6989449,-0.2509836,-2.746248,-2.805293
0,1.25562,-9.512328,0.006335374,0.9880021,-3.6272204,-2.9406123
4,7.877928,-6.3768034,2.0032856,0.4499662,-2.7087042,-3.1003919
1,5.1225176,-8.157244,-1.873938,-1.9167855,-2.1952028,-2.6113267
2,2.3150523,-6.794556,0.016682025,1.066274,-3.5764449,-3.5249472
3,1.3587234,-9.824868,-0.83777344,-0.55077755,-4.5481367,-4.9032745
7,14.73884,8.722415,0.5735524,-0.24787395,-3.64719,-3.7973003
7,7.9772162,-2.7444654,0.6675941,-0.5770864,-3.1046338,-3.287274
8,10.959487,-17.625666,3.223494,1.6674683,-2.6259851,-2.8971663
5,2.5221198,-8.592391,0.79438865,0.2539605,-3.4623556,-3.3178706
4,7.993676,-1.8163774,0.6203407,-0.5940435,-3.1953547,-3.3269897
0,-1.410601,-7.7983932,-0.63071084,1.6810137,-3.2821493,-2.468289
0,-4.792167,1.1312771,-2.7177386,0.32692885,-2.3841403,-3.5009155
8,4.19261,-7.967895,0.69622326,-1.0079789,-2.1391509,-2.5140133
2,1.4959757,-4.6060343,-1.8814327,-0.9978047,-3.3147373,-3.919342
1,3.731296,-4.210651,0.35604006,-2.456649,-2.6308324,-2.2751365
6,-1.9393245,-2.8029387,-0.062796354,1.0175611,-3.9454036,-4.069032
0,-2.4622955,-6.20274,-1.201191,1.165226,-2.9281354,-2.7631664
3,1.8333707,-8.846343,-0.5950067,-0.91868377,-3.2509358,-3.5166702
4,13.685012,-6.1473794,1.3058977,-0.6112545,-3.129029,-3.330152
4,6.9003067,-0.41659325,0.3875429,-0.10748744,-3.637152,-3.5116882
6,1.4081086,-6.0426936,0.44347,1.7199099,-3.1387696,-2.715808
6,2.3200762,-5.229404,0.6992933,1.6209849,-3.1073954,-2.731586
8,4.082148,-6.963267,-1.0222083,-1.5578309,-2.0059328,-2.3445559
4,4.3877015,0.74675953,0.27768746,0.023219427,-3.1193726,-3.227406
2,1.0936143,-3.2745411,-1.8710475,-1.0387977,-2.3942504,-3.209642
9,5.059134,0.26079893,0.20504937,-0.2606893,-3.5981634,-3.6808205
8,6.0971975,-14.084002,-1.4841022,-1.3415817,-3.166353,-3.5268207
6,-2.4144752,-1.7176965,-0.34920588,0.9132324,-3.4102044,-3.4611168
8,3.9461958,-13.578426,0.24184902,1.6467378,-2.710328,-2.4702868
4,6.3261976,0.73817956,0.53151405,0.12519802,-3.5763745,-3.55555
3,0.117192134,-6.0986137,-0.9051175,-0.29416677,-3.9556458,-4.354772
1,3.2547367,-2.3998466,0.9357456,-2.0333939,-3.0546148,-2.8644586
8,8.808391,-12.4527025,1.7747456,0.057361968,-2.4744496,-2.8109527
9,4.0373173,1.1712794,0.07085967,0.01760385,-3.9408057,-4.031842
0,0.8216631,-5.331304,0.54892725,0.7773909,-3.058824,-2.6105456
0,-3.6899037,-0.8373365,-2.1913922,0.23792952,-2.4548056,-3.4565997
1,4.2954173,-2.5796807,0.9273231,-1.7127161,-3.56529,-3.3446088
1,3.6514595,-2.431822,0.88610756,-2.0152128,-3.1698222,-3.0073266
3,3.4413898,-10.893797,-0.48652917,-1.1964605,-2.601627,-3.018413
4,5.738219,-6.3570046,1.4250646,0.45012304,-2.690607,-2.7846189
2,1.2904333,-5.8365197,-0.15287931,0.7428484,-3.114488,-3.2781305
8,3.3685648,-7.9984646,0.020263422,-1.3184167,-3.1108954,-3.2179174
3,0.1964563,-7.370251,-0.82065034,-0.28026736,-4.2679834,-4.384601
7,18.684916,7.7465444,0.8279508,-0.39119074,-3.7107182,-4.0553756
7,8.941359,-7.357436,1.5062366,-0.94465387,-2.446739,-2.5722322
4,7.1774397,-5.6324077,1.1833122,0.5788777,-2.5497468,-2.6348357
2,7.5851555,-13.924633,1.7667762,0.82255155,-3.1563237,-3.1047497
5,0.19378708,-2.8797364,-0.11055452,0.15245008,-3.3999772,-3.3953762
9,-0.71519774,-2.0491087,-0.279365,0.33713531,-3.825398,-4.163467
3,0.48212403,-8.117679,-0.95885843,-0.6916848,-3.8871555,-4.1306553
2,-1.9523683,-5.2208834,-0.19872111,1.2671725,-3.3298903,-3.3546567
4,11.105025,-2.0602367,0.7272959,-0.29805538,-3.1594002,-3.1982555
9,11.404456,0.054602254,0.5475639,0.0373746,-3.32269,-3.6358757
5,3.306545,-6.448565,-0.044978302,-1.5957735,-2.3553426,-2.6665254
0,-3.9600432,-11.629345,-1.3838847,2.79737,-3.632503,-2.9439049
8,0.36113027,-9.44714,-1.0167363,-0.21189702,-4.127846,-4.201921
5,2.2948003,-9.455456,0.15646136,-0.6293548,-3.4198573,-3.576582
5,1.3903095,-9.761018,-0.57885283,-0.7053153,-3.8534133,-4.0368085
0,-1.7145765,-8.898207,-0.7958053,1.4046409,-3.5237818,-2.8097
6,1.8810337,-5.8910513,0.76904184,1.449786,-3.1448393,-3.0191207
2,1.9050623,-4.078089,0.07439885,-1.5738945,-2.727781,-2.7755961
2,2.7933776,-6.1677427,0.20143913,1.0682049,-3.1820612,-3.193101
8,8.108776,-9.814101,1.0491443,-0.36132306,-2.703487,-2.8999596
4,13.841617,-10.290438,2.2927504,0.50215364,-2.9040647,-3.333724
1,4.333115,-4.6573405,0.20047699,-2.3626962,-2.660205,-2.448946
2,0.9700577,-5.2827005,0.025032781,0.6636127,-3.9144483,-3.8560433
6,1.6361232,-5.507451,0.6975218,1.630234,-3.742901,-3.5135255
7,7.872419,3.7967792,0.19956401,-0.10882238,-3.8597348,-3.7558289
4,-0.61230034,0.7509145,-0.19207235,0.59546936,-3.969399,-4.660119
6,0.47466388,-4.791384,0.17711926,0.9279649,-3.63154,-3.1019444
3,-0.50803864,-5.702323,-1.1275551,0.0069822297,-3.6154165,-3.6293445
2,3.2007918,-7.1049075,0.09829274,0.96112776,-2.8700473,-2.815339
0,-5.1656456,-0.29186967,-2.6762078,0.55398554,-2.5591419,-3.6240697
2,1.9769,-5.917634,-0.7914562,-1.2991071,-3.647333,-3.5596666
4,4.733401,2.371337,-0.19016029,0.47567752,-5.101512,-5.677674
0,1.0572593,-5.6765833,0.2714154,0.4731605,-3.0140269,-2.609846
0,-3.7149017,-7.0271153,-1.7198836,0.8918775,-3.8197865,-3.9950905
7,10.504994,-1.841543,1.0260477,-0.49496529,-3.608016,-3.7941475
4,9.234437,-8.71777,1.5598475,0.2452777,-2.7703397,-3.4563117
6,1.8270681,-8.213349,0.82192236,1.9289489,-4.4766426,-3.8837647
0,-4.169987,-5.1488805,-1.1606439,2.1007075,-2.8140087,-2.4297314
0,-3.4418666,-1.027651,-1.5670413,0.42394093,-2.1390193,-2.7097821
8,1.032833,-3.2755444,-0.21312319,-1.0814275,-2.5066574,-2.853952
3,0.107986465,-3.5878015,-0.6223725,-0.09502699,-3.0869477,-3.3786235
2,2.8058856,-6.664001,-1.6638021,-1.3566011,-2.4938226,-3.0023084
4,6.4491453,1.669426,0.2655768,0.33515665,-3.8907356,-3.985674
0,-2.8861856,-7.059447,-1.6325513,0.7719104,-3.1974957,-3.4827342
6,1.7310919,-7.63168,0.7652467,1.8357437,-3.7551446,-3.1652112
0,1.0726343,-8.406399,0.23267531,2.4234767,-3.1310453,-2.3855853
2,1.6303505,-5.259952,-1.5869648,-1.0853167,-2.8811114,-3.4274201
2,2.6671095,-7.091597,-1.7026061,-1.2219172,-2.252564,-2.9376235
5,0.18030766,-8.277295,-0.36957356,-0.16412842,-4.0848236,-4.4978814
8,4.540578,-12.721134,0.33187413,-0.4975121,-3.115501,-3.2313595
0,-1.9094844,-5.5662103,-1.2835935,0.4353581,-4.217376,-4.446005
3,0.18777929,-8.005625,-1.6515783,-0.13582824,-3.271124,-4.027443
1,4.6175222,-6.7234683,-0.70138526,-2.771051,-2.533712,-2.353694
1,3.8556437,-5.2395906,-0.7924931,-2.6327503,-2.1649108,-2.0416007
8,5.0315595,-10.131162,-0.6192273,-1.5147365,-2.6564085,-2.9804745
5,2.4340796,-10.76506,0.46400264,1.3517411,-2.9447715,-2.6438417
3,0.16626553,-6.4226522,-1.3078464,-0.30435675,-2.9423451,-3.5153046
1,4.8640285,-6.532256,0.13381772,-2.652653,-2.702236,-2.3550725
0,-5.586544,-11.547889,-1.6199,3.4848645,-3.666059,-2.9261265
8,6.177004,-13.862236,0.411408,-0.63076943,-2.8877544,-3.1549916
9,11.75374,-12.672112,2.7471008,0.409886,-2.701485,-2.7267404
0,-2.813889,-5.904192,-0.89134604,2.0643535,-3.0693276,-2.395824
1,5.0996723,-3.7393126,0.8417524,-1.759972,-3.7693195,-3.646624
3,3.5330942,-11.928161,-0.7751219,-0.9688408,-3.6377034,-4.2105007
7,8.722042,3.3524806,-0.72324413,0.67370856,-4.5449576,-4.579501
1,3.3982997,-2.9801164,0.61986506,-2.1339982,-2.3965464,-2.1022215
7,13.960006,-12.860004,2.5975537,-1.0255483,-2.9513748,-3.4389305
0,-2.5619705,-13.703302,-1.1658391,2.6854646,-4.2139983,-3.245905
0,-1.9370914,-7.206037,-1.0077176,0.91226125,-3.536423,-3.1120872
3,1.8086724,-10.051064,-0.6493554,-0.9640214,-3.6711023,-4.092215
7,8.257244,-10.083879,1.4835172,-0.67245704,-2.8217778,-2.904109
6,1.0222654,-5.9406924,0.4239979,1.250744,-3.3225358,-3.073309
3,0.2869965,-4.473403,-0.6955423,-0.38074952,-3.2979648,-3.7484317
2,1.9112478,-5.7816677,0.28460923,1.0366762,-3.3081255,-3.5975857
3,0.7479448,-5.3213863,-0.5978122,-0.6493874,-3.2624934,-3.8396196
1,2.564189,-3.7906861,-0.7198129,-2.2151816,-2.134712,-2.163415
6,-2.4888275,-3.8445814,-0.6575993,0.95507073,-3.9909432,-3.9993324
7,13.633374,-2.1416512,0.98148054,-0.11569875,-2.934342,-2.883679
6,-1.1981703,-7.321643,0.60280246,1.8623174,-4.5434117,-4.2403226
1,4.0055766,-5.6668754,-1.0818924,-2.354051,-2.0469966,-2.0570588
5,2.4241302,-11.032413,-0.17783973,-0.59033394,-4.140684,-4.2745886
9,10.759176,-11.604297,1.9239652,-0.84524506,-2.5273683,-2.7083058
8,3.8900065,-11.90346,-0.26838428,-0.9694886,-3.3756044,-4.008115
3,3.8790033,-11.496575,-0.008445736,-0.8767322,-2.8634086,-3.3211617
1,4.8130593,-7.43933,-1.2607683,-2.3985121,-2.367417,-2.3022528
4,13.474256,-7.4998174,1.5221682,0.20345329,-3.5708003,-4.125173
0,-5.2678885,0.3933354,-2.4659657,0.6294727,-2.8458915,-3.7917309
6,0.3534228,-4.453277,0.22448118,0.7776895,-3.6534724,-3.2303815
8,3.1293411,-8.352796,0.30100435,-0.9393124,-3.1984103,-3.5143614
3,1.8238673,-6.2314577,-0.24230683,-0.37702775,-3.4381523,-3.699541
8,3.136086,-9.092176,0.39771834,-0.58322275,-2.7695265,-2.80055
7,4.0349326,6.7166204,0.0631069,0.16486739,-3.6899455,-3.3029404
0,-3.7427578,-8.873427,-1.5299344,1.177716,-3.8598099,-3.7901082
7,13.275119,4.6470346,0.77312565,-0.4485806,-3.4767804,-3.8626523
7,10.477027,2.4618115,0.25729057,-0.0685403,-4.1082096,-4.239179
6,-0.58017784,-2.3727653,-0.051262658,0.7155318,-3.746324,-3.5531588
0,-1.477326,-8.370202,-0.5165472,2.3006546,-3.8226783,-2.705399
6,1.9828651,-6.178367,0.868656,1.9935842,-3.6796827,-3.252304
2,1.5087551,-3.8747575,0.16581541,0.73017365,-3.236964,-3.1312246
7,7.6607466,5.2268977,-0.13198662,0.2204829,-4.6016426,-4.857488
0,2.626988,-14.705344,0.042146824,2.485026,-3.2557054,-2.354663
5,-0.2997269,-9.179212,-0.3978442,0.080147624,-3.5212934,-3.524393
8,6.3796854,-12.503875,2.0589004,1.8133947,-2.8277578,-2.4910374
7,7.367677,-0.22760378,0.7693686,-0.49821714,-2.9376857,-2.9756598
7,14.633566,-2.1245544,0.96679646,-0.39680445,-3.828588,-3.95499
1,3.84784,-2.6942298,0.8742676,-2.1447968,-3.098679,-2.9561114
7,3.6781259,3.6987643,0.1753547,0.19174327,-3.4476225,-3.5978189
9,10.89662,-1.7418458,0.77433515,-0.24671625,-3.9342742,-4.0404463
1,4.848806,-2.9437127,1.0972049,-2.0184457,-3.4713604,-3.3388472
9,10.58955,-0.60936475,0.6941506,-0.18482031,-4.000869,-4.0514917
5,3.0001285,-6.5009694,-0.03743471,-1.5937327,-2.314638,-2.1777236
9,7.528545,-6.0069532,1.2251159,-0.31762043,-2.268333,-2.151823
6,-1.5393765,-2.3660583,-0.32043573,0.88064706,-3.738428,-3.5082603
5,2.4221356,-8.823462,0.61754775,1.5933313,-2.3239985,-2.187438
6,3.8189142,-8.09124,-0.3369037,-1.7455835,-3.4650528,-3.2219353
9,14.531642,-10.097827,1.4753357,-0.4537498,-3.2203815,-3.3883767
6,-0.42732066,-6.7048135,0.6823627,1.9433681,-4.0648813,-3.7993188
9,10.777752,-12.320655,1.7232883,-1.4576898,-2.4768722,-2.6682925
7,13.115824,1.8311334,0.79864204,-0.14240748,-3.5617661,-3.801166
8,6.7555075,-3.2981493,-1.0175413,0.048838787,-4.1549807,-4.6490126
0,-4.3091836,-4.9649053,-1.7497313,1.5326353,-2.9931839,-3.5289326
6,2.1443398,-6.043902,0.63306785,0.9710863,-2.7069054,-2.1868072
4,1.0611962,-4.529243,0.1484703,0.43351367,-2.9810948,-2.6734285
7,10.7304125,-10.039905,1.8471802,-0.25942826,-3.0113828,-3.0593944
3,2.6769876,-0.12202369,0.37029418,-0.4785332,-3.1089253,-2.8913102
9,10.299966,-1.2733024,0.45960778,-0.4085462,-3.433754,-3.4277263
1,6.291968,-6.653838,1.003887,-1.2866479,-2.7715554,-2.952848
4,5.77701,1.5184299,0.65786487,0.37953642,-2.827642,-3.0870724
9,6.6364036,0.6144762,0.28128743,-0.10512122,-3.927755,-3.9286327
1,3.0163233,-3.0231159,-0.21458827,-2.2665493,-2.1228476,-1.9977593
2,1.5617003,-5.1182075,0.319258,0.821171,-3.175762,-2.9174628
2,0.49341342,-2.5451748,0.15926,0.56739277,-3.5606043,-3.6697721
3,3.1156526,-12.036552,-1.3088979,-0.8376043,-2.4782743,-2.7221131
5,3.0783143,-10.664219,0.36529997,-0.57776606,-3.3752007,-3.2995353
5,0.87839246,-7.7479362,-0.6319295,-0.7500118,-3.4441054,-3.764596
0,-0.92805904,-10.725838,-0.23495531,2.9147065,-3.3578079,-2.4656396
9,12.367631,-1.9214853,0.68132466,-0.40955964,-3.7444193,-3.8474483
3,4.345331,-14.822593,-0.69554704,-0.83978206,-3.7379587,-4.0898814
7,9.828281,-13.335523,2.3744385,-0.5942803,-2.6936514,-3.2678065
9,9.7890415,-2.307374,0.71106666,0.041417688,-3.0471554,-3.0708618
4,6.3228946,-10.183557,0.7714997,-0.9217622,-1.4847695,-2.1938672
4,13.213319,-11.698588,2.6780398,0.616987,-2.6675627,-3.1310887
2,0.9307594,-3.528377,0.44467053,0.85339063,-3.0330322,-3.265071
9,8.570901,-0.62436616,0.507062,-0.3294957,-3.2567012,-3.2439585
8,5.410826,-15.299762,0.34617093,-0.5896626,-2.9471884,-3.2070818
6,-3.4536986,-3.6344225,-0.8193106,0.9460683,-3.3184195,-3.4627643
5,4.013016,-11.897257,0.9308738,0.8846331,-3.7293372,-3.3131886
4,10.716761,-4.6007814,1.4106348,0.07146063,-3.5498147,-4.3866906
2,2.642405,-6.9747086,0.38590583,0.83626413,-2.4556174,-2.3481784
8,3.0884292,-9.525877,-0.38998485,0.04975935,-2.9858336,-3.379457
2,4.492501,-8.405644,-0.13358565,-0.8482796,-2.2498415,-3.1054845
1,3.957126,-3.028507,0.8215566,-2.0512269,-3.3548765,-3.0983167
1,3.8943717,-3.5545216,0.7663474,-2.0997038,-3.1615593,-2.9231129
3,0.24930502,-5.0445724,-0.94761246,-0.3838955,-3.687646,-4.2484684
9,10.643227,-1.3975769,0.5969222,-0.40041843,-3.5049279,-3.5682926
2,5.0063443,-11.129135,1.2032645,1.2480408,-3.5144718,-3.4457393
3,0.835872,-10.935036,-1.0328804,-0.47888672,-3.3702483,-3.6380339
8,6.421687,-20.062786,0.32133174,2.1430225,-3.638911,-3.2807593
8,1.90393,-5.340018,-0.79704356,-1.0411966,-2.9284027,-3.4141688
3,0.20803984,-3.930705,-0.8999103,-0.3664484,-2.960379,-3.498414
3,0.6837809,-9.304455,-0.58199674,-0.52112854,-3.7331755,-3.7850094
4,-1.8390367,0.13048166,-0.04839587,0.50498813,-3.369354,-3.8867059
6,2.0531826,-5.771313,0.74573547,1.2833387,-3.011041,-2.865396
3,3.2354987,-10.726218,-0.1907888,-0.9254381,-1.974588,-2.356577
2,2.9204564,-6.6684713,-1.7021668,-1.0209328,-2.684565,-3.4368515
7,12.952123,2.5278945,0.585836,-0.24828084,-3.5633724,-3.7065768
7,8.899355,-4.905302,1.674471,-0.46259323,-2.2795649,-2.6872358
7,12.084187,-8.15818,2.026373,-0.88184166,-3.1479466,-3.5561242
4,-1.4885628,-0.06210932,-0.010822803,0.58247983,-3.8265498,-4.3467655
7,11.830784,2.4173548,0.8402393,-0.3360116,-3.667701,-3.939282
4,4.939995,1.1984876,0.06982462,0.34028357,-4.550162,-4.6902027
9,10.623688,-9.869477,1.7835091,-1.1891009,-2.472511,-2.8164473
3,0.28784624,-9.134335,-0.8274509,-0.32029057,-4.8922133,-5.177842
8,-0.1975524,-7.19048,-0.7577369,0.23521468,-4.553844,-4.8880253
3,2.6068375,-9.393624,-0.22225347,-0.8618255,-3.5974486,-3.7696252
5,2.3047214,-8.883305,0.128078,1.7881227,-3.1786547,-2.8520103
6,3.1241045,-7.17788,-0.20259848,-1.4172436,-2.898158,-2.6814399
2,4.5287104,-9.715065,-2.307117,-1.0184591,-2.3203242,-3.440868
0,-2.640029,-2.1247163,-0.4365856,0.7813481,-3.4717445,-3.6561265
8,4.7033596,-11.562031,0.5193318,-0.5888419,-3.0248477,-3.070126
4,10.081328,-0.92614573,0.6235363,-0.044744216,-3.4741132,-3.313044
2,-1.0325451,-5.142882,-0.3999076,0.96842057,-3.2558203,-3.1781826
2,0.3644247,-2.2119012,0.03271544,-1.5767279,-4.515928,-4.2245536
5,-1.0215801,-7.7830534,-0.93776464,0.24870592,-3.4025128,-3.5216465
7,6.548283,-8.134777,-0.30683625,-2.3216183,-1.985052,-2.0803123
6,-0.8324978,-5.5211806,0.15290399,1.3929846,-3.634956,-3.3485951
1,3.7282326,-5.068734,-0.9431121,-2.6185107,-2.5841172,-2.5147886
5,1.2171234,-8.603145,-1.1298618,-0.8826671,-3.306752,-3.8828654
2,3.4876447,-8.496007,0.4767235,0.51203924,-3.702161,-3.6564574
8,5.618296,-9.743725,-0.6241122,-1.6685038,-1.978334,-2.4271822
1,5.899021,-8.55275,-1.0514404,-2.6707764,-2.3791983,-2.5049086
0,-0.33420336,-12.627391,-0.12239903,3.227747,-3.4604225,-2.2858052
1,3.8997326,-5.385811,-0.65042496,-2.7349155,-2.4863892,-2.2954984
0,-5.891552,-3.9987245,-2.2194166,1.3736875,-3.0015373,-3.2932367
9,16.168108,-12.905189,1.9914037,0.2757528,-3.6237864,-3.779502
3,4.0616317,-8.9287195,0.21194349,-0.9384433,-2.8646019,-3.413035
