sample_id,x1,x2,variety
S0721,11.5128,-1.8433,latte
S0722,-13.5946,9.8611,lungo
S0723,-3.3920,-1.7823,pour_over
S0724,-6.1250,5.6039,lungo
S0725,5.7533,-17.8111,espresso
S0726,3.8776,-23.1669,espresso
S0727,0.6597,26.3103,ristretto
S0728,3.7827,13.5394,cold_brew
S0729,17.9459,-15.6479,flat_white
S0730,-20.9196,-2.1806,americano
S0731,-9.7604,-1.3671,lungo
S0732,8.0425,14.9356,ristretto
S0733,9.7778,9.9082,cold_brew
S0734,25.1873,6.7489,cappuccino
S0735,19.9371,-8.7868,flat_white
S0736,-21.2800,-4.7579,americano
S0737,9.8902,16.8964,ristretto
S0738,-5.1558,3.6666,americano
S0739,1.0422,-2.5566,french_press
S0740,13.8417,18.4751,ristretto
S0741,7.7238,14.5986,cold_brew
S0742,15.2016,-16.8639,flat_white
S0743,0.3497,8.6570,pour_over
S0744,19.5261,5.5981,cappuccino
S0745,-9.6648,0.1684,americano
S0746,14.7978,17.5326,ristretto
S0747,7.7589,11.8119,cappuccino
S0748,4.2181,-22.6036,espresso
S0749,-3.6455,-6.8414,latte
S0750,-16.8221,8.9851,americano
S0751,23.0946,-10.5252,flat_white
S0752,9.8398,2.7725,french_press
S0753,18.2340,-8.1394,flat_white
S0754,10.7384,22.2358,ristretto
S0755,5.7114,12.4922,cold_brew
S0756,0.9810,11.1131,latte
S0757,14.9522,0.6712,cappuccino
S0758,15.9969,9.8675,cappuccino
S0759,12.6982,8.2320,cold_brew
S0760,-13.8388,9.8185,lungo
S0761,10.1273,9.4517,pour_over
S0762,-13.3157,7.4287,lungo
S0763,-12.3961,8.5909,lungo
S0764,7.8612,8.3606,latte
S0765,-2.3875,19.8777,cold_brew
S0766,9.2057,0.3494,french_press
S0767,3.8497,0.1760,latte
S0768,23.4071,-2.5675,cappuccino
S0769,-2.6798,-4.8382,pour_over
S0770,7.2340,4.7320,pour_over
S0771,13.8113,11.3312,cappuccino
S0772,1.6163,-3.6133,french_press
S0773,3.3655,-17.2868,espresso
S0774,-0.9986,-4.7038,pour_over
S0775,8.3425,11.0874,french_press
S0776,3.5475,3.6054,pour_over
S0777,-3.2613,-19.7073,espresso
S0778,2.5066,26.7875,ristretto
S0779,-11.5546,8.6678,lungo
S0780,-5.3897,-2.0047,americano
S0781,28.2222,-3.1226,cappuccino
S0782,-3.8162,19.8245,latte
S0783,9.0846,-21.0211,flat_white
S0784,-2.3425,16.2139,cold_brew
S0785,4.3044,-0.9682,pour_over
S0786,-19.5018,-13.9215,french_press
S0787,-4.0893,-26.5202,espresso
S0788,-2.5137,20.4431,ristretto
S0789,-13.5363,9.7440,lungo
S0790,-21.0802,1.6311,americano
S0791,29.8128,4.1724,cappuccino
S0792,-1.4714,8.1834,latte
S0793,8.0631,-19.7884,flat_white
S0794,-2.8876,21.2991,cold_brew
S0795,8.3127,3.8299,pour_over
S0796,-8.8908,-14.8957,french_press
S0797,4.2664,-18.0719,espresso
S0798,4.1928,26.2755,ristretto
S0799,-9.8606,4.8808,lungo
S0800,-22.1674,-1.7336,americano
S0801,25.7440,-2.4733,cappuccino
S0802,-1.3472,10.5074,latte
S0803,14.5696,-11.3905,flat_white
S0804,-6.8275,22.7820,cold_brew
S0805,10.3178,8.0014,pour_over
S0806,-11.3360,-13.6114,french_press
S0807,3.9338,-25.2772,espresso
S0808,-16.5139,-15.5158,french_press
S0809,-7.8127,21.7537,latte
S0810,8.2277,12.3025,latte
S0811,11.1670,-18.4900,flat_white
S0812,-4.4746,21.5212,latte
S0813,3.5709,-23.5502,espresso
S0814,-11.0484,-9.1191,french_press
S0815,-5.7581,-1.4352,pour_over
S0816,-17.7028,-14.5836,french_press
S0817,-5.5600,-3.3104,pour_over
S0818,28.9532,-3.1412,cappuccino
S0819,12.4001,9.4661,ristretto
S0820,-8.1538,18.0744,cold_brew
S0821,-3.1388,17.0603,cold_brew
S0822,-20.4891,-0.2273,americano
S0823,-1.2961,16.4200,latte
S0824,7.5361,18.9414,ristretto
S0825,1.8025,-17.8041,espresso
S0826,5.3637,-17.2820,espresso
S0827,-12.5779,11.8763,lungo
S0828,-0.1712,-5.9451,lungo
S0829,2.8046,16.4607,cold_brew
S0830,0.9757,-5.0165,pour_over
S0831,-9.3832,6.7222,lungo
S0832,3.6585,-21.7236,espresso
S0833,-0.0324,3.0312,ristretto
S0834,-7.4228,8.8423,lungo
S0835,20.4790,-6.2672,flat_white
S0836,-13.8437,6.5946,americano
S0837,-12.3373,5.7971,americano
S0838,-7.3996,20.6073,cold_brew
S0839,-18.6860,1.5497,americano
S0840,-16.3210,7.0365,americano
S0841,26.9772,0.9096,cappuccino
S0842,19.6803,-12.7638,flat_white
S0843,13.8730,-15.0742,flat_white
S0844,11.2506,-17.2733,flat_white
S0845,28.8598,0.7227,cappuccino
S0846,-16.6039,-16.6715,french_press
S0847,0.8370,21.5064,ristretto
S0848,-2.9925,13.4925,latte
S0849,6.7429,-22.4093,espresso
S0850,-12.5150,-11.0830,french_press
S0851,-3.7154,17.0918,latte
S0852,-3.7941,3.8388,lungo
S0853,-6.1179,6.8606,pour_over
S0854,-3.1673,1.9672,lungo
S0855,11.6524,-13.1326,espresso
S0856,-5.1402,-21.2532,espresso
S0857,11.0097,12.8031,ristretto
S0858,-5.2459,18.7006,cold_brew
S0859,19.0021,-18.3957,flat_white
S0860,-21.4094,0.4697,americano
S0861,-11.7936,12.3138,lungo
S0862,9.3275,19.6970,ristretto
S0863,0.7988,17.3592,cold_brew
S0864,25.2927,-13.6498,cappuccino
S0865,11.0825,-17.4409,flat_white
S0866,-19.1758,0.8971,americano
S0867,10.3340,25.2980,ristretto
S0868,-21.4713,-1.2281,americano
S0869,-12.6069,-8.2381,french_press
S0870,9.0125,22.5069,ristretto
S0871,-1.1998,21.2577,cold_brew
S0872,13.2786,-17.0265,flat_white
S0873,2.0013,3.6645,pour_over
S0874,25.4138,-2.3459,cappuccino
S0875,-13.9476,-1.6353,americano
S0876,5.7249,26.0251,ristretto
S0877,25.6765,-4.3681,cappuccino
S0878,-2.8677,-22.7598,espresso
S0879,-4.2541,14.6071,latte
S0880,-17.4259,1.7229,americano
S0881,18.8391,-2.3650,flat_white
S0882,-16.9261,-12.7317,french_press
S0883,17.4132,-16.2032,flat_white
S0884,6.2172,26.1201,ristretto
S0885,-0.0079,18.5919,cold_brew
S0886,1.6689,12.0013,latte
S0887,27.2705,0.5561,cappuccino
S0888,28.7570,0.3606,cappuccino
S0889,-2.3132,19.2377,cold_brew
S0890,-4.0941,2.7638,lungo
S0891,-1.5949,5.4914,pour_over
S0892,-7.3917,6.9633,lungo
S0893,-13.4268,5.2966,lungo
S0894,-9.2999,15.0603,latte
S0895,-7.8403,20.1620,cold_brew
S0896,-14.7965,-13.8231,french_press
S0897,-2.1112,12.9436,latte
S0898,29.5576,-3.9304,cappuccino
S0899,-1.7181,3.5362,pour_over
S0900,0.1538,-7.7062,pour_over
S0901,26.4315,-9.5047,cappuccino
S0902,-11.4687,-16.0418,french_press
S0903,6.7889,-20.9168,espresso
S0904,1.0437,4.3498,pour_over
S0905,-20.8611,-12.0203,french_press
S0906,10.4248,6.8343,pour_over
S0907,2.9050,5.7803,ristretto
S0908,-12.2726,11.2835,lungo
S0909,-19.2587,-9.0305,americano
S0910,28.2276,-9.6281,cappuccino
S0911,-9.4457,-3.4727,latte
S0912,12.5291,-17.7479,flat_white
S0913,5.1799,8.5469,cold_brew
S0914,-8.9540,-5.0072,pour_over
S0915,-19.5457,-10.8867,french_press
S0916,-3.6392,-24.9451,espresso
S0917,-1.8835,7.0026,ristretto
S0918,-7.0534,-1.0973,lungo
S0919,-17.9720,-7.8224,americano
S0920,28.7633,-6.9318,cappuccino
S0921,-13.1416,-13.5777,latte
S0922,15.7696,-17.1647,flat_white
S0923,-3.1094,13.9254,cold_brew
S0924,-9.5262,-0.8760,pour_over
S0925,-20.1059,-13.9281,french_press
S0926,-4.4376,-22.7390,espresso
S0927,7.7515,5.2364,ristretto
S0928,-15.9406,11.0714,lungo
S0929,-20.2118,-6.1034,americano
S0930,20.4321,-5.5066,cappuccino
S0931,-13.1702,-13.6058,latte
S0932,10.3299,-15.9774,flat_white
S0933,0.3367,13.0939,cold_brew
S0934,-7.1970,-3.9042,pour_over
S0935,-21.8027,-8.9296,french_press
S0936,0.6782,-24.4674,espresso
S0937,-24.9473,-13.1827,french_press
S0938,-15.0657,-16.8463,latte
S0939,-13.8305,-12.6937,latte
S0940,15.3120,-16.4588,flat_white
S0941,-15.8708,-14.9865,latte
S0942,-6.4370,-22.7907,espresso
S0943,-17.7345,-14.9704,french_press
S0944,-11.3988,-5.1612,pour_over
S0945,-21.2201,-14.2608,french_press
S0946,-6.4979,1.7228,pour_over
S0947,22.6999,-3.6412,cappuccino
S0948,-7.8940,-0.9697,ristretto
S0949,3.5244,14.7762,cold_brew
S0950,2.8068,12.7504,cold_brew
S0951,-14.3831,-6.4844,americano
S0952,-14.6666,-17.8495,latte
S0953,-5.1957,-2.4927,ristretto
S0954,-14.0228,13.6312,lungo
S0955,2.4103,12.6671,cold_brew
S0956,-11.5363,-3.8371,pour_over
S0957,-13.1311,5.9980,lungo
S0958,-4.5934,-22.9609,espresso
S0959,-0.2927,0.0959,ristretto
S0960,-11.2483,10.8084,lungo
S0961,9.6678,-17.1202,flat_white
S0962,-20.0799,-4.5417,americano
S0963,-19.6494,-8.1000,americano
S0964,0.5603,14.0266,cold_brew
S0965,-13.9254,-10.8113,americano
S0966,-17.0725,-12.4946,americano
S0967,16.7803,-6.6950,cappuccino
S0968,17.4296,-16.0115,flat_white
S0969,14.0074,-15.7039,flat_white
S0970,13.2413,-15.1242,flat_white
S0971,19.8895,0.1447,cappuccino
S0972,-18.3132,-10.6805,french_press
S0973,-5.0834,3.4937,ristretto
S0974,-14.3592,-11.3067,latte
S0975,-10.2974,-24.0778,espresso
S0976,-21.0448,-10.0186,french_press
S0977,-14.8801,-14.4596,latte
S0978,-16.3009,3.5895,lungo
S0979,-8.7436,-6.1524,pour_over
S0980,-12.1274,10.5018,lungo
S0981,-6.9936,-19.8178,espresso
S0982,-7.1925,-23.9542,espresso
S0983,-2.5236,2.3565,ristretto
S0984,-2.5644,17.7365,cold_brew
S0985,10.6362,-16.5965,flat_white
S0986,-7.9066,-14.1599,americano
S0987,-11.9676,11.2486,lungo
S0988,3.7821,4.5583,ristretto
S0989,21.6534,-14.0129,cappuccino
S0990,19.9272,-8.2221,flat_white
S0991,-21.6336,-8.5528,americano
S0992,-1.9651,5.4572,ristretto
S0993,-12.7702,-10.2637,americano
S0994,-13.7497,-14.1813,french_press
S0995,-2.2043,5.8530,ristretto
S0996,5.3565,14.1212,cold_brew
S0997,16.5585,-11.8518,flat_white
S0998,-6.4276,-4.9115,pour_over
S0999,13.6764,-6.6935,cappuccino
S1000,-17.1564,-4.1548,americano
S1001,-3.9328,1.4296,ristretto
S1002,22.4521,1.4765,cappuccino
S1003,-4.1407,-23.0096,espresso
S1004,-12.2960,-3.6754,latte
S1005,-17.4082,-12.1683,americano
S1006,15.6767,-16.1246,flat_white
S1007,-22.6868,-14.4399,french_press
S1008,15.9065,-16.5451,flat_white
S1009,-0.3725,0.9035,ristretto
S1010,3.2604,12.3374,cold_brew
S1011,-13.7860,-16.4852,latte
S1012,27.2366,-3.1353,cappuccino
S1013,20.5323,-4.8454,cappuccino
S1014,-1.4535,14.9904,cold_brew
S1015,-12.2019,5.9744,lungo
S1016,-7.8131,-7.4084,pour_over
S1017,-11.2077,7.3101,lungo
S1018,-13.6363,11.2535,lungo
S1019,-12.5922,-18.6293,latte
S1020,1.2927,14.2390,cold_brew
S1021,-17.6485,-16.2040,french_press
S1022,-16.8337,-12.7668,latte
S1023,13.6158,3.8884,cappuccino
S1024,24.4456,2.8539,cappuccino
S1025,-10.8347,-7.0991,french_press
S1026,-12.3582,-20.1032,espresso
S1027,-9.1070,-0.9738,pour_over
S1028,-21.1850,-10.5094,french_press
S1029,-11.7583,-4.7328,pour_over
S1030,1.0062,-21.1248,espresso
S1031,6.5438,15.9365,ristretto
S1032,-11.5276,4.2537,lungo
S1033,-23.1358,-5.4407,americano
S1034,17.0036,1.8588,cappuccino
S1035,1.7437,12.0138,latte
S1036,12.7860,-16.6353,flat_white
S1037,-5.3600,18.2922,cold_brew
S1038,1.5304,3.9165,pour_over
S1039,-12.8790,0.9561,french_press
S1040,3.7557,-26.3114,espresso
S1041,8.8516,17.0034,ristretto
S1042,-8.6717,7.6797,lungo
S1043,-23.3947,-5.3534,americano
S1044,14.4898,-1.0510,cappuccino
S1045,-4.6180,10.5644,latte
S1046,11.1217,-19.3800,flat_white
S1047,-0.0366,15.9984,cold_brew
S1048,-11.2110,15.3298,pour_over
S1049,-10.9031,-7.6295,french_press
S1050,2.1351,-22.8960,espresso
S1051,8.6929,24.7615,ristretto
S1052,-15.1865,3.0689,lungo
S1053,-24.5838,-3.2142,americano
S1054,21.2579,-1.0183,cappuccino
S1055,-4.0328,-6.2050,latte
S1056,17.2041,-12.4277,flat_white
S1057,-1.2611,14.4641,cold_brew
S1058,-8.3073,-0.7094,pour_over
S1059,-12.2991,-7.3806,french_press
S1060,-2.8350,-23.9714,espresso
S1061,-7.9227,0.1425,french_press
S1062,3.3795,4.7898,latte
S1063,1.2612,7.6692,latte
S1064,18.8888,-6.0232,flat_white
S1065,9.1482,10.9192,latte
S1066,7.1201,-25.6528,espresso
S1067,-13.0583,-6.9212,french_press
S1068,-4.5171,0.5764,pour_over
S1069,-8.5564,-4.9105,french_press
S1070,-3.8354,6.4894,pour_over
S1071,16.4746,-6.6591,cappuccino
S1072,9.1614,19.7586,ristretto
S1073,-4.9633,15.2696,cold_brew
S1074,-3.0283,14.7647,cold_brew
S1075,-24.1769,-2.5861,americano
S1076,-6.6518,1.0024,latte
S1077,12.5702,22.2736,ristretto
S1078,4.7098,-18.3772,espresso
S1079,0.2995,-20.0450,espresso
S1080,-5.5506,15.1769,cold_brew
S1081,-9.4506,17.4036,pour_over
S1082,-15.5047,7.9603,lungo
S1083,-5.0920,-27.3771,espresso
S1084,17.1579,11.6608,ristretto
S1085,-14.2756,5.1398,lungo
S1086,16.5925,-7.0929,flat_white
S1087,-31.1699,-8.2647,americano
S1088,-28.4032,-3.1783,americano
S1089,-3.8072,19.7546,cold_brew
S1090,-28.8582,-7.5087,americano
S1091,-28.8333,-4.4058,americano
S1092,18.0964,-0.1475,cappuccino
S1093,15.3450,-12.4372,flat_white
S1094,17.2824,-8.0426,flat_white
S1095,19.7932,-11.1356,flat_white
S1096,5.1058,7.8148,cappuccino
S1097,-9.6660,-10.3662,french_press
S1098,6.9179,25.2586,ristretto
S1099,3.7734,-0.8181,latte
S1100,-3.3091,-22.1701,espresso
S1101,-11.2962,4.4638,french_press
S1102,2.3987,12.6377,latte
S1103,-12.9994,3.6175,lungo
S1104,-10.2122,2.4196,pour_over
S1105,-19.1450,0.7606,lungo
S1106,1.3967,-28.0331,espresso
S1107,-0.6831,-30.0922,espresso
S1108,13.1696,19.2297,ristretto
S1109,-4.5131,15.9426,cold_brew
S1110,23.7016,-7.6195,flat_white
S1111,-24.8027,-4.7677,americano
S1112,-16.8214,7.6635,lungo
S1113,5.1998,23.7651,ristretto
S1114,2.2961,15.3058,cold_brew
S1115,17.3376,1.4926,cappuccino
S1116,17.7466,-12.0075,flat_white
S1117,-27.8761,-4.2526,americano
S1118,1.2503,22.2754,ristretto
S1119,-3.1951,13.0792,americano
S1120,-7.7458,-4.8298,french_press
S1121,7.9689,23.3106,ristretto
S1122,1.4573,15.7870,cold_brew
S1123,13.6265,-12.1201,flat_white
S1124,-6.4218,3.7736,pour_over
S1125,20.1945,6.2868,cappuccino
S1126,-27.0794,-6.0154,americano
S1127,14.4243,15.6358,ristretto
S1128,23.3231,-2.8975,cappuccino
S1129,-0.7628,-21.8692,espresso
S1130,1.3887,2.2590,latte
S1131,-27.4829,-4.6825,americano
S1132,19.4048,-7.9927,flat_white
S1133,-19.5228,-9.3369,french_press
S1134,15.0928,-15.8910,flat_white
S1135,11.6406,21.6486,ristretto
S1136,-7.7406,19.5497,cold_brew
S1137,3.3777,-11.4302,latte
S1138,26.0449,-9.1762,cappuccino
S1139,14.3537,-3.2050,cappuccino
S1140,-2.1813,14.9250,cold_brew
S1141,-15.2604,6.4648,lungo
S1142,-5.1606,9.9808,pour_over
S1143,-6.0504,9.6941,lungo
S1144,-9.1241,3.9588,lungo
S1145,1.9906,9.4992,latte
S1146,-7.4208,18.1205,cold_brew
S1147,-17.1262,-0.7099,french_press
S1148,9.3232,-2.5724,latte
S1149,23.7684,-3.2295,cappuccino
S1150,-5.9949,5.4488,pour_over
S1151,-8.5089,5.2807,pour_over
S1152,17.5800,7.2103,cappuccino
S1153,-2.2891,-2.4180,french_press
S1154,-0.3559,-26.1676,espresso
S1155,-0.3952,11.8407,pour_over
S1156,-17.4014,1.2157,french_press
S1157,-4.3430,7.0033,pour_over
S1158,0.4017,-22.6875,espresso
S1159,5.7228,14.5985,ristretto
S1160,-12.2002,6.6163,lungo
S1161,-26.1500,-6.1788,americano
S1162,26.7630,-1.8668,cappuccino
S1163,-0.8220,-14.1990,latte
S1164,5.3805,-19.6025,flat_white
S1165,-7.0314,18.9835,cold_brew
S1166,-12.0370,-2.3419,pour_over
S1167,-14.5792,-16.4153,french_press
S1168,2.3083,-18.2289,espresso
S1169,6.1798,10.9438,ristretto
S1170,-16.4359,12.4390,lungo
S1171,-25.3424,-1.8633,americano
S1172,27.2922,-9.0362,cappuccino
S1173,-5.5752,-11.0148,latte
S1174,17.9125,-13.4647,flat_white
S1175,-1.4078,17.0324,cold_brew
S1176,0.0306,8.9041,pour_over
S1177,-17.0673,-10.1771,french_press
S1178,2.3534,-17.6216,espresso
S1179,8.3845,15.6011,ristretto
S1180,-18.0468,13.3895,lungo
S1181,-25.8543,-10.8109,americano
S1182,21.0175,-1.0346,cappuccino
S1183,-3.9270,10.7234,latte
S1184,17.8090,-12.4206,flat_white
S1185,-0.5698,15.9078,cold_brew
S1186,-3.2383,16.0903,pour_over
S1187,-6.5365,-12.6206,french_press
S1188,-0.9742,-12.1672,espresso
S1189,-18.0128,-13.7243,french_press
S1190,-6.5826,-4.8725,latte
S1191,-9.2302,10.3068,latte
S1192,17.4982,-12.5787,flat_white
S1193,-6.0150,17.3851,latte
S1194,2.9695,-22.7145,espresso
S1195,-16.4335,-12.2201,french_press
S1196,-4.3812,7.9420,pour_over
S1197,-17.9835,-11.4780,french_press
S1198,-3.1632,10.3013,pour_over
S1199,27.9903,-10.2105,cappuccino
S1200,5.3460,22.4269,ristretto
S1201,-5.9105,16.7131,cold_brew
S1202,-6.0252,20.0076,cold_brew
S1203,-11.4880,26.0546,americano
S1204,8.1464,-8.6961,latte
S1205,4.9067,16.6628,ristretto
S1206,-0.7711,-22.8593,espresso
S1207,-0.3316,-19.3897,espresso
S1208,-18.8297,11.2420,lungo
S1209,-15.3608,11.0008,lungo
S1210,-1.7575,20.5858,cold_brew
S1211,-2.2937,13.5065,pour_over
S1212,-12.9825,7.2642,lungo
S1213,0.5223,-16.5696,espresso
S1214,6.9639,26.4406,ristretto
S1215,-18.8765,9.1665,lungo
S1216,13.7934,-14.0983,flat_white
S1217,-26.4949,-12.1852,americano
S1218,-23.8467,5.6131,americano
S1219,-4.3225,19.0206,cold_brew
S1220,-23.4104,2.7710,americano
S1221,-28.3916,-6.5091,americano
S1222,26.1629,-12.6703,cappuccino
S1223,15.5965,-11.4692,flat_white
S1224,19.0154,-12.0405,flat_white
S1225,19.4019,-10.9403,flat_white
S1226,27.3614,-3.7978,cappuccino
S1227,-17.2195,-11.3034,french_press
S1228,10.0028,17.3523,ristretto
S1229,8.0355,7.0760,latte
S1230,2.7446,-13.7219,espresso
S1231,-14.4346,-8.5589,french_press
S1232,-6.2289,-7.7397,latte
S1233,-19.8701,11.6387,lungo
S1234,-8.8801,16.2281,pour_over
S1235,-17.0872,9.1412,lungo
S1236,-3.8145,-11.7761,espresso
S1237,-3.4469,-17.1561,espresso
S1238,5.5019,26.8434,ristretto
S1239,-7.9517,17.0711,cold_brew
S1240,13.5079,-12.7750,flat_white
S1241,-23.6514,10.9158,americano
S1242,-19.7648,7.3311,lungo
S1243,0.1242,20.3391,ristretto
S1244,-2.6646,16.9970,cold_brew
S1245,28.9847,-1.2060,cappuccino
S1246,15.2589,-11.0975,flat_white
S1247,-22.9832,1.3505,americano
S1248,10.7745,22.5382,ristretto
S1249,-21.9951,0.2124,americano
S1250,-19.4437,-11.2457,french_press
S1251,12.4157,19.3611,ristretto
S1252,-2.2403,18.7227,cold_brew
S1253,17.1753,-9.5566,flat_white
S1254,-10.5068,14.7751,pour_over
S1255,27.7987,-6.5221,cappuccino
S1256,-23.1917,-0.9481,americano
S1257,14.6197,7.8543,ristretto
S1258,29.5159,-6.8100,cappuccino
S1259,2.5747,-19.2307,espresso
S1260,-3.3638,9.6699,latte
S1261,-23.2804,12.8875,americano
S1262,15.3976,-13.8653,flat_white
S1263,-22.3182,-10.9852,french_press
S1264,16.5175,-11.5980,flat_white
S1265,13.4827,3.4364,ristretto
S1266,-8.8722,17.0906,cold_brew
S1267,-0.5445,8.2651,latte
S1268,23.8892,-6.1352,cappuccino
S1269,29.9771,-8.0082,cappuccino
S1270,-0.7589,18.7823,cold_brew
S1271,-9.1548,0.3983,lungo
S1272,-1.3533,5.5998,pour_over
S1273,-15.7871,6.1119,lungo
S1274,-21.9053,10.7904,lungo
S1275,4.8342,1.6245,latte
S1276,-7.5190,21.2547,cold_brew
S1277,-18.6321,-7.6883,french_press
S1278,-3.5929,9.0243,latte
S1279,28.1240,-9.9946,cappuccino
S1280,1.0022,17.3342,pour_over
S1281,-4.1919,12.9114,pour_over
S1282,16.3732,-1.7569,cappuccino
S1283,-23.3531,-13.5252,french_press
S1284,-2.6000,-7.3871,espresso
S1285,-5.2487,17.6365,pour_over
S1286,-12.1082,-8.8592,french_press
S1287,-4.5580,13.0679,pour_over
S1288,3.1322,-24.0911,espresso
S1289,-1.6854,-1.9929,ristretto
S1290,-10.9836,5.3818,lungo
S1291,-30.2558,-0.1491,americano
S1292,23.4594,-11.0850,cappuccino
S1293,-9.5721,-16.1099,latte
S1294,9.3618,-0.9045,flat_white
S1295,-4.6160,18.4968,cold_brew
S1296,2.7307,10.0099,pour_over
S1297,-20.5884,-13.8961,french_press
S1298,8.2781,-24.3853,espresso
S1299,6.7068,17.1212,ristretto
S1300,-8.5464,-0.1408,lungo
S1301,-25.8508,-5.9076,americano
S1302,20.5305,-17.8576,cappuccino
S1303,-12.5565,-6.1340,latte
S1304,10.8410,-2.7732,flat_white
S1305,-8.8530,17.2329,cold_brew
S1306,1.6727,13.3456,pour_over
S1307,-21.3335,-11.6249,french_press
S1308,5.2354,-27.9063,espresso
S1309,-2.5931,-7.1937,ristretto
S1310,-10.1136,5.5685,lungo
S1311,-21.2283,-6.1569,americano
S1312,18.3717,-7.2685,cappuccino
S1313,2.0052,-4.5578,latte
S1314,10.9949,-8.7370,flat_white
S1315,-12.6921,18.4011,cold_brew
S1316,2.8216,13.7816,pour_over
S1317,-20.1587,-13.4252,french_press
S1318,-2.7651,-28.9855,espresso
S1319,-19.3473,-13.0215,french_press
S1320,-4.9600,-5.0357,latte
S1321,1.3297,-4.0550,latte
S1322,11.9851,-8.9901,flat_white
S1323,-6.0849,4.3700,latte
S1324,9.3437,-13.6494,espresso
S1325,-14.1214,-11.2469,french_press
S1326,-1.5215,14.9600,pour_over
S1327,-11.7413,-11.0562,french_press
S1328,2.8181,14.0256,pour_over
S1329,24.5470,-12.4578,cappuccino
S1330,10.2765,23.5545,ristretto
S1331,-9.1170,13.0202,cold_brew
S1332,-12.6947,16.0180,cold_brew
S1333,-26.6258,-4.9720,americano
S1334,-4.0921,-6.4856,latte
S1335,5.6834,26.8820,ristretto
S1336,6.4540,-26.1388,espresso
S1337,6.4977,-25.2878,espresso
S1338,-17.7553,0.4109,lungo
S1339,-15.1606,-8.4793,lungo
S1340,-10.0492,19.1623,cold_brew
S1341,-0.7543,13.3151,pour_over
S1342,-12.3543,-0.9208,lungo
S1343,-0.6453,-24.6167,espresso
S1344,1.9759,-1.7092,ristretto
S1345,-15.1686,-1.6808,lungo
S1346,16.8473,-11.8903,flat_white
S1347,-18.1178,2.9249,americano
S1348,-24.2785,-6.2100,americano
S1349,-6.3273,19.1306,cold_brew
S1350,-25.4998,-9.1374,americano
S1351,-28.3653,-12.0411,americano
S1352,23.4112,-10.7411,cappuccino
S1353,13.0977,-11.1722,flat_white
S1354,13.6941,-11.2547,flat_white
S1355,14.9062,-11.2243,flat_white
S1356,29.4791,-6.6722,cappuccino
S1357,-14.7799,-10.9369,french_press
S1358,4.1112,24.4488,ristretto
S1359,-0.4065,-13.5624,latte
S1360,5.0083,-20.3321,espresso
S1361,-19.4004,-13.3162,french_press
S1362,8.8867,-7.5650,latte
S1363,-17.6512,7.7065,lungo
S1364,3.0300,6.7036,pour_over
S1365,-12.6802,-10.8217,lungo
S1366,-1.4181,-22.1640,espresso
S1367,-0.9087,-22.7358,espresso
S1368,4.3652,7.7790,ristretto
S1369,-8.3773,20.5065,cold_brew
S1370,13.8449,-4.3087,flat_white
S1371,-25.1080,-2.1927,americano
S1372,-10.2708,5.2166,lungo
S1373,1.4129,19.9711,ristretto
S1374,-1.4837,18.4817,cold_brew
S1375,24.7471,-10.3056,cappuccino
S1376,16.6969,-4.7312,flat_white
S1377,-21.8111,8.9459,americano
S1378,2.5754,25.3418,ristretto
S1379,-23.6715,-3.3519,americano
S1380,-19.6547,-13.8702,french_press
S1381,7.6885,23.1804,ristretto
S1382,0.0274,15.4140,cold_brew
S1383,11.7753,-1.8104,flat_white
S1384,-6.6908,16.4389,pour_over
S1385,20.9995,-13.2589,cappuccino
S1386,-22.6035,-9.3492,americano
S1387,10.7833,21.9058,ristretto
S1388,28.8420,-2.0067,cappuccino
S1389,5.1981,-26.7710,espresso
S1390,10.4864,3.5338,latte
S1391,-26.3959,-1.3856,americano
S1392,11.4293,-7.6565,flat_white
S1393,-18.1018,-10.8497,french_press
S1394,10.4201,-14.4917,flat_white
S1395,11.1663,17.8853,ristretto
S1396,-2.7799,17.4846,cold_brew
S1397,-1.9106,7.2953,latte
S1398,25.2004,-11.2397,cappuccino
S1399,26.4614,-11.2116,cappuccino
S1400,0.6804,15.0037,cold_brew
S1401,-13.6819,-5.5915,lungo
S1402,-7.8610,12.7603,pour_over
S1403,-14.1014,2.6069,lungo
S1404,-14.6333,2.8063,lungo
S1405,-1.0245,-13.6041,latte
S1406,-6.6578,18.2417,cold_brew
S1407,-18.8774,-7.5139,french_press
S1408,-11.3893,2.4373,latte
S1409,25.3676,-9.0519,cappuccino
S1410,4.9227,18.1025,pour_over
S1411,3.6664,10.9110,pour_over
S1412,28.6298,-9.7272,cappuccino
S1413,-10.0942,-10.8051,french_press
S1414,9.2511,-16.6433,espresso
S1415,-3.4510,11.6793,pour_over
S1416,-7.3011,-19.9593,espresso
S1417,-4.9042,1.3855,ristretto
S1418,-9.7694,4.8249,lungo
S1419,-17.7046,-5.2244,americano
S1420,18.0899,2.9552,cappuccino
S1421,-12.5291,-7.0727,latte
S1422,11.7027,-18.5694,flat_white
S1423,5.8630,10.8931,cold_brew
S1424,-12.4935,-4.0923,pour_over
S1425,-21.4541,-10.3852,french_press
S1426,-3.6534,-19.1988,espresso
S1427,-5.5297,-4.6889,ristretto
S1428,-6.5089,4.7018,lungo
S1429,-21.3884,-7.3992,americano
S1430,25.7897,0.5440,cappuccino
S1431,-13.0565,-12.8980,latte
S1432,9.7887,-19.8509,flat_white
S1433,1.6869,10.3902,cold_brew
