label,umap_nn5_x,umap_nn5_y,umap_nn15_x,umap_nn15_y,umap_nn50_x,umap_nn50_y
7,12.5239,8.3794,11.0012,3.4229,14.2306,6.8598
9,9.9032,9.6508,13.0045,1.9047,13.4252,5.8316
7,12.7582,8.9058,11.4315,2.7848,14.0236,6.6363
1,13.8233,0.0914,9.4072,9.5730,11.1292,12.0270
2,8.8676,2.0220,9.2135,5.9667,13.4509,10.1510
9,10.8477,10.0306,12.1998,1.6095,12.9245,5.9519
4,10.8919,8.5088,12.5910,2.5733,13.2317,6.5832
9,11.8814,8.2289,11.9449,3.1852,13.5101,7.2023
1,12.2345,2.7264,8.5148,8.0508,12.6102,12.3623
4,11.8139,5.7889,12.2071,5.3370,14.6930,8.7185
5,4.9416,4.5375,5.4575,4.6663,10.8412,9.0989
4,11.4994,5.6962,12.5274,5.4381,14.3153,8.8479
6,0.6737,2.3716,3.8189,6.2605,9.2380,10.6506
6,1.5517,1.6375,4.1958,6.7987,9.3482,10.8467
5,3.8086,5.1881,5.9232,5.3187,10.8717,9.8857
5,2.8003,4.1098,4.5404,4.7543,9.9859,9.5206
7,11.9171,10.4883,10.9275,2.0857,14.3924,5.9315
4,11.5241,8.0503,12.1232,3.3349,13.6427,7.3671
0,1.0886,3.8023,4.1477,5.1218,9.6676,9.1454
4,11.1856,6.2181,12.6960,4.9915,14.5265,8.4482
1,10.9863,2.5920,7.6006,6.9139,12.7822,11.4354
2,8.5449,2.0519,9.2198,5.8303,13.7179,10.1879
3,5.2419,7.0944,6.5186,2.7766,11.2161,7.7071
7,12.4652,10.2681,10.9739,2.3842,14.5179,6.1209
7,12.3682,8.3338,11.2402,3.3559,13.8959,7.0008
8,7.3128,4.5881,7.5800,5.0800,12.7684,9.6078
5,4.7940,4.6037,5.4902,4.8524,10.8384,9.3565
4,11.6301,8.0551,11.9859,3.0651,13.3157,7.2503
0,0.5450,5.3131,3.2277,3.8619,8.8665,8.2543
0,-1.0735,5.4751,1.8230,3.8254,7.7753,8.1634
8,6.5888,4.7806,7.2597,5.2664,12.1037,9.9490
2,6.6593,1.7383,8.5482,4.3399,13.2860,11.0624
1,13.0057,1.8477,8.4641,8.4641,12.2399,12.5006
6,0.7002,2.6124,3.3986,6.5044,8.7178,10.2703
0,-0.0730,5.5236,2.5872,3.4786,8.4775,7.8021
3,4.9474,6.8740,6.3438,2.9987,11.1210,7.9736
4,12.3939,7.1963,11.8597,4.0198,14.1001,7.6157
4,10.6058,8.9051,12.5003,2.3047,12.9869,6.5518
6,1.6816,2.1271,4.2166,6.5550,9.2503,10.6953
6,1.6346,2.0855,4.1406,6.5101,9.3677,10.5536
8,8.0666,4.1827,7.9300,6.1338,12.8799,11.0515
4,10.5817,9.9043,12.3896,1.7361,12.8524,6.0578
2,6.8347,1.6739,8.8435,4.5395,13.3658,10.9530
9,10.8539,9.9416,12.2936,1.7731,12.7110,6.3323
8,8.4503,1.9726,8.9699,5.5593,13.4859,10.1729
6,-1.1514,5.4018,1.8059,4.2944,7.7070,8.9672
8,3.9408,5.8636,6.3111,4.3246,11.2405,9.0920
4,10.3637,9.1581,12.7239,2.2931,13.1523,6.5317
3,4.9863,7.8767,5.8489,2.2858,10.9361,7.0260
1,13.4246,0.1567,9.2496,9.3861,11.3326,12.0420
8,7.6363,4.5839,7.7527,4.6834,12.6429,9.2012
9,10.7157,9.8206,12.3549,1.7365,12.8871,6.0019
0,1.2564,3.4899,4.4534,5.3291,9.9043,9.7919
0,-0.5544,5.6304,2.1025,3.4251,8.1437,7.6793
1,13.9212,-0.0528,9.3902,9.6584,11.0734,12.1038
1,13.7034,0.0929,9.3331,9.4731,11.2267,12.0878
3,3.4045,6.2306,6.1306,3.8313,10.7487,8.6044
4,11.4847,5.6119,12.4473,5.3418,14.2870,8.8340
2,8.9893,2.5113,9.5584,5.7090,13.9871,9.7779
8,6.4948,4.8862,7.1522,5.3472,11.8876,9.9934
3,4.8534,7.8628,5.9442,2.4582,10.9564,7.2126
7,12.5373,10.2569,10.9592,2.4353,14.5564,6.2665
7,13.2025,7.0287,11.3635,4.4596,15.0447,7.9757
4,11.4907,5.6510,12.4927,5.3338,14.2287,8.7334
2,8.5559,2.0558,9.8733,5.9088,14.1077,9.5225
5,5.8267,7.6304,5.8487,1.9382,11.4473,7.2067
9,10.1039,10.1073,12.7895,1.5456,13.1829,5.5805
3,3.0586,7.6747,6.1565,3.0825,10.7221,7.9797
2,8.6096,2.3880,9.5446,5.7694,13.9067,9.8754
4,11.3891,8.1029,12.1940,3.1729,13.5009,7.2207
9,9.9625,9.0962,12.9467,2.8039,13.7466,6.5532
5,3.8499,3.5850,6.5229,6.4895,11.4583,10.8213
0,-1.1361,6.7342,2.6173,4.2617,8.3755,8.4608
8,4.4918,7.7563,5.4499,2.5302,10.5944,7.1555
5,5.0943,4.7658,5.6010,4.6355,10.9112,9.2631
5,4.2127,5.8214,5.4430,3.8884,10.3235,8.3031
0,0.5184,5.4313,3.2311,3.6872,8.9526,8.1455
6,0.6225,2.4400,3.6953,6.1733,9.0087,10.3419
2,13.1658,0.3912,9.3343,8.9972,11.6767,11.6378
2,10.3096,2.7786,8.1975,6.3747,12.0572,10.8231
8,7.3009,6.3135,7.9678,3.8014,12.5318,8.7480
4,11.4130,6.3016,12.5453,4.8751,14.6063,8.3125
1,13.0146,1.9735,8.5443,8.4262,12.3415,12.3870
2,7.9320,0.8546,9.1497,4.6755,13.6686,10.6419
6,1.0375,2.4870,3.6964,6.6057,8.9299,10.4559
7,12.0747,10.3771,11.0405,2.1522,14.3787,6.0143
4,9.9382,10.1548,13.2311,1.6808,13.4211,5.5584
6,0.6491,2.1859,3.4702,6.0372,8.9098,10.1460
3,3.9187,7.5308,5.5136,2.7805,10.2084,7.4467
2,7.9476,1.7071,9.1314,5.1788,13.7096,10.4836
0,-0.9039,5.6032,1.9020,3.7467,7.9246,8.0157
2,9.4283,2.1878,8.9383,6.2543,12.8643,10.7494
4,10.1662,9.9931,13.1312,1.7974,13.2030,5.8075
0,1.1909,3.5717,4.3323,5.2951,9.8379,9.4025
0,0.2473,5.8408,2.9414,3.4269,8.4406,7.9314
7,12.9641,8.5608,11.1896,3.1957,14.5624,6.8474
4,11.4397,5.6856,12.7323,5.1333,14.2801,8.5230
6,1.3021,1.6449,4.0201,6.9175,9.1697,10.9370
0,-1.7153,6.7735,2.4531,4.4867,8.1433,8.7287
0,-0.4850,5.6290,2.2142,3.4002,8.1919,7.6640
8,6.2208,7.3487,7.5309,3.2415,12.0442,8.0610
3,5.2346,7.9504,5.9681,2.3040,11.1298,7.0830
2,6.8971,1.8133,8.5511,4.5303,13.0993,11.0639
4,10.2395,9.4621,12.9249,2.1004,13.3101,6.0288
0,0.1197,5.8771,2.8524,3.3004,8.4696,7.8699
6,2.1620,2.0719,4.5553,6.6025,9.5044,10.7281
0,2.1237,4.2940,4.0396,4.7623,9.4023,9.4115
2,6.7259,1.8240,8.4840,4.3933,13.0379,11.1680
2,7.1036,3.9633,7.9491,4.5843,12.4329,10.0006
5,4.8344,7.3442,5.1335,3.2815,10.9792,7.5968
8,5.9456,4.9341,6.9847,4.6080,11.6598,9.3237
0,0.6162,5.8120,3.2722,3.2766,9.1151,7.5786
3,4.9779,8.3474,5.8529,2.1674,11.0109,6.9881
1,11.8569,1.9893,8.0071,7.6526,13.0022,12.0873
1,11.6694,2.6791,8.3609,7.4906,12.8630,12.0878
8,6.6469,4.7065,7.3405,5.2227,12.2561,9.9656
5,5.0185,4.9256,5.3544,4.3794,10.6059,9.2112
3,5.2852,7.9732,5.6380,2.4266,10.7084,7.0850
1,12.7604,2.0044,8.4737,8.2427,12.5325,12.5616
0,-1.1980,6.6776,2.5655,4.1861,8.2799,8.5122
8,7.2940,6.2163,7.7849,3.7126,12.2883,8.7364
9,12.3125,5.9083,11.8768,5.5090,14.8420,8.7759
0,-1.6688,6.9940,2.6831,4.4209,8.4268,8.7083
1,13.7660,-0.1517,9.2594,9.6830,11.1050,12.1986
3,3.3688,6.1854,6.1810,3.8618,10.7750,8.5076
7,12.1902,10.5907,10.8250,2.1756,14.4854,5.9843
1,12.9498,1.6408,8.5704,8.6650,12.0004,12.3451
7,13.6002,6.4118,11.0414,4.9173,15.4801,8.1835
0,0.6812,5.4588,3.2149,4.0638,8.6160,8.4440
0,0.3354,5.6632,3.0591,3.4458,8.7302,7.9744
3,3.1680,6.3244,5.9088,3.7538,10.5202,8.4025
7,13.1731,7.0366,11.3135,4.4548,15.0747,7.9530
6,0.8865,2.6577,3.5120,6.3672,8.9213,10.2025
3,5.0630,7.9953,6.0072,2.3339,11.0710,7.0746
2,8.2441,2.6402,9.5989,5.7477,13.9531,10.0309
3,5.1771,7.4412,6.2825,2.4604,11.2745,7.5467
1,11.0735,1.9959,8.1914,7.0544,12.6442,11.7050
6,-0.4341,2.5449,2.6714,5.9995,8.0893,9.7415
7,11.5926,7.8557,12.0789,3.6090,13.8601,7.4816
6,0.6505,1.8608,3.4610,6.6049,8.6790,10.6650
1,11.6099,2.7311,8.3808,7.3213,12.8910,11.9940
5,5.0472,4.7339,5.4876,4.4114,10.9516,8.8692
9,12.2678,5.7564,11.6305,5.0999,14.8973,8.5686
8,6.5094,6.2857,7.4528,3.8096,11.8988,8.8821
3,3.6787,6.1969,6.5632,4.1350,11.1007,8.7126
1,11.5346,2.0025,7.8195,7.3478,13.1946,11.9099
4,10.9901,7.0402,12.8447,4.4191,14.2086,7.9894
0,-1.0155,5.5248,1.8101,3.9076,7.7617,8.3447
6,0.7800,2.2146,3.9370,5.9662,9.3572,9.9316
8,6.4922,4.9811,7.2195,5.1720,11.9125,9.7205
3,6.8743,6.7729,7.6351,3.5214,11.9742,8.1268
8,5.7173,5.0781,7.1838,4.3530,11.5496,9.1217
7,11.8065,10.4455,11.0355,2.0604,14.3460,5.8891
0,0.3483,5.8469,2.9465,3.4643,8.4768,8.0030
7,12.5377,10.2826,10.9493,2.4478,14.5958,6.1802
7,12.1009,10.3472,11.0151,2.3438,14.3856,6.1279
6,-0.1688,2.7458,2.8115,6.0086,8.2662,9.8553
0,0.8056,5.1334,3.3609,4.1035,8.9171,8.5485
6,1.4019,2.0675,3.9859,6.8413,9.2070,10.8119
2,8.9387,2.4652,9.4168,5.7133,13.7827,9.7105
7,11.7934,10.5493,11.0799,2.0727,14.3823,5.9751
0,1.6656,4.5704,3.8141,4.4936,9.2301,9.0567
5,4.7141,4.9140,5.3257,4.5880,10.7297,9.0589
8,7.3409,4.4562,7.5008,5.2136,12.5533,9.6852
7,12.7622,8.9285,11.3934,2.8464,14.0263,6.6686
7,12.6094,10.2050,10.9762,2.6392,14.6912,6.4251
1,13.6150,0.1232,9.1304,9.3775,11.2840,12.2535
7,11.4888,10.4225,11.5122,1.8869,13.8119,5.8439
9,11.5734,8.5609,12.2520,2.7586,13.2889,6.8468
1,13.9121,0.0710,9.4277,9.7046,11.0431,12.1048
9,11.4312,8.8893,12.3882,2.4515,13.1326,6.5636
5,3.7744,4.7536,5.6710,5.8005,10.7729,10.3468
9,12.1290,5.5368,11.9946,4.8424,14.2556,8.3267
6,-0.1393,2.8012,2.7320,5.9877,8.1772,9.8041
5,3.5774,3.8417,5.6919,6.0416,10.1425,10.1471
6,2.9171,3.3066,5.3808,6.2227,10.3884,10.5293
9,12.4385,6.4361,11.9302,4.4260,14.5901,7.8237
6,0.9353,1.7421,3.6946,6.7404,8.9629,10.7592
9,12.4131,5.5576,11.5901,5.3871,14.9935,8.8248
7,12.3758,10.4711,10.8299,2.4268,14.6762,6.2792
8,5.6980,8.0484,5.5779,2.3000,10.9280,6.8647
0,-0.2921,5.5347,2.4317,3.4454,8.2491,7.8681
6,2.2740,2.3693,4.8406,6.3600,9.9129,10.5611
4,10.4537,8.9495,12.7580,2.4316,12.8765,6.7740
7,13.4042,6.5610,11.0913,4.9720,15.3236,8.2063
3,6.1877,7.0759,10.4188,3.3351,12.5616,7.3513
9,11.3978,9.1251,12.2046,2.4635,13.1395,6.7122
1,12.8316,7.3083,11.2823,4.1191,13.4964,8.5688
4,10.0162,10.1050,13.2713,2.0291,13.8008,6.1838
9,11.1461,9.4118,12.2998,1.9649,12.7558,6.2169
1,12.7405,2.0324,8.3824,8.0920,12.3577,12.2748
2,7.7454,1.5582,9.0214,4.9889,13.4634,10.4836
2,10.3177,2.2812,8.8405,6.5986,12.2006,11.1236
3,3.2320,6.2698,6.0946,3.6999,10.6600,8.5935
5,4.8955,4.4917,5.6068,4.6713,10.9043,9.1992
5,4.3062,5.8753,5.3987,3.7663,10.3885,8.3523
0,1.4270,4.6265,3.5904,4.5324,8.9907,8.9346
9,11.6021,8.6921,12.1110,2.7107,13.3681,6.9264
3,3.8123,6.1242,6.5048,4.0396,11.1000,8.6411
7,13.7865,5.7610,10.9621,5.2012,15.5390,8.5856
9,9.9654,9.0990,12.8545,2.7822,13.6132,6.6927
4,7.7149,4.4833,7.6936,5.0415,12.6020,9.3889
4,11.3491,6.2704,12.5982,4.9274,14.6443,8.3432
2,8.3850,2.6335,9.6854,5.7322,13.9723,9.8107
9,11.6299,8.8212,12.1906,2.5892,13.2458,6.8453
8,6.8182,4.8889,7.0717,4.7088,12.0514,9.4325
6,-0.5819,2.6406,2.3478,5.6165,7.8419,9.1789
5,4.7154,4.2023,5.6931,4.9798,10.6648,9.6070
4,10.9253,6.8577,12.9468,4.6144,14.2840,8.0914
2,7.9046,1.5283,9.1073,5.0912,13.6308,10.2763
8,7.0947,6.5341,7.9810,3.9108,12.5493,8.8147
2,7.1305,3.9936,7.9659,4.4693,12.7476,9.2556
1,13.7572,0.0460,9.2808,9.5215,11.1397,12.1292
1,13.2137,0.2632,9.0144,9.2411,11.5813,12.2843
3,5.1381,8.0928,6.0436,2.2426,11.0716,7.1399
9,11.9391,8.0471,11.8211,3.3889,13.6835,7.0548
2,7.9675,3.7510,9.7117,5.8116,13.5579,9.7969
3,3.1315,6.7145,6.1285,3.5289,10.5433,8.2121
8,7.0259,4.9498,6.9398,4.6409,11.8465,9.3664
8,6.3343,6.9011,7.3967,3.2295,11.8434,8.3824
3,5.1456,8.2235,6.0972,2.2481,11.2007,7.0280
3,4.7625,7.6487,5.7033,2.5926,10.8522,7.3456
4,9.9519,10.1376,13.1941,1.7854,13.5495,5.5637
6,1.4646,1.7423,3.9096,6.7219,9.1428,10.8832
3,3.4358,6.1955,6.3027,3.9574,10.8225,8.6979
2,7.0117,1.7906,8.6837,4.6382,13.1847,10.8153
7,12.5560,10.2482,10.9471,2.4333,14.5740,6.1957
7,13.8926,6.3554,10.9330,4.5352,15.3587,7.8054
7,13.6918,6.7079,11.0494,4.3599,15.3423,7.6992
4,9.9976,10.0397,13.1580,1.7392,13.3276,5.6721
7,12.5262,10.3257,10.9240,2.4968,14.6646,6.2631
4,10.6712,8.9032,12.7516,2.2907,13.1147,6.3068
9,12.4330,5.5086,11.6312,5.2162,15.0276,8.4253
3,4.8880,7.6982,5.7312,2.4619,10.8645,7.1748
8,4.9171,8.3701,5.7466,2.0594,11.0555,6.9226
3,5.5892,6.8465,6.9030,3.1844,11.4784,8.1476
5,2.1856,4.1393,4.2712,4.7565,9.4831,9.5222
6,2.8853,3.2756,5.3170,6.2076,10.2276,10.5776
2,7.0649,3.9255,8.0199,4.4750,12.7141,9.7643
0,10.1871,1.9169,2.0728,4.6946,7.9048,8.9917
8,6.9107,5.3635,7.4896,4.5930,12.2016,9.3410
4,10.9443,8.2620,12.4389,2.9050,13.2953,7.0679
2,4.2868,5.3810,6.0272,4.9547,10.1608,8.8585
2,9.4431,2.1754,8.9121,6.2791,13.0042,10.6954
5,4.2069,8.0448,4.9786,3.0834,10.1907,7.3858
7,12.6172,4.8896,8.7748,7.4398,13.0078,11.9690
6,0.8135,2.6309,3.3236,6.3771,8.8162,10.2841
1,11.3569,2.6027,8.1658,7.1106,12.8238,11.8893
5,3.5864,6.7671,5.5651,3.4835,10.2759,8.1725
2,9.0288,2.5055,9.5970,5.7817,13.9990,9.5822
8,7.3706,4.2498,7.5063,5.3692,12.3925,10.0570
1,12.1474,2.3615,8.1809,7.5344,13.0767,12.0697
0,1.5800,4.5382,3.7067,4.4513,9.0346,8.9215
1,11.9244,2.7154,8.3200,7.7521,12.7201,12.1980
0,-1.2286,5.9587,2.0230,3.8667,7.9524,8.0880
9,11.8927,6.4991,12.2536,4.6932,14.6001,7.9799
3,5.9946,6.5264,7.4643,3.8998,11.7882,8.5970
2,12.8212,8.7476,10.9637,3.0575,14.2163,6.5131
8,10.8031,9.9332,12.0216,1.7592,12.2686,6.6820
6,2.1164,2.2957,4.8604,6.2289,10.0096,10.6769
6,1.3096,1.6762,4.0452,6.8825,9.3050,11.0329
8,6.9628,4.4839,7.2248,4.8835,12.2062,9.5920
1,12.1454,2.8005,8.4335,7.6892,12.7323,12.1504
3,4.0550,7.4927,5.7513,2.8353,10.3751,7.3085
1,12.8904,1.6655,8.4158,8.5093,12.2532,12.4235
1,12.7744,1.9710,8.3579,8.2404,12.4253,12.3041
0,1.0692,3.7621,4.1095,5.2170,9.5336,9.2155
8,7.1318,6.4146,7.8644,3.9775,12.4119,8.8532
1,11.2479,2.0060,7.9603,7.3084,13.0726,11.8769
4,11.1740,6.3077,12.7367,4.7396,14.4756,8.0869
1,13.0390,1.4211,8.6034,8.7477,12.0986,12.5095
6,-0.4597,2.5951,2.5555,5.9004,8.0172,9.7300
3,4.9649,7.0680,6.3908,2.7948,11.1571,7.7433
7,13.1592,7.1691,11.2502,4.3623,15.0550,7.6344
9,11.4506,7.5067,12.6944,3.3622,13.7636,6.8333
1,13.8958,0.0863,9.4800,9.6288,11.0737,12.1189
3,3.4861,7.3162,5.9867,2.9464,10.5926,7.6919
6,-0.4741,2.5613,2.5511,5.9322,8.0879,9.7279
8,6.4144,6.7720,7.5114,3.2684,11.8598,8.2573
2,10.8784,1.9279,8.6778,6.7355,12.2551,11.4657
7,13.7260,6.6513,10.9587,4.2253,15.1953,7.5269
9,12.2497,7.3155,11.8118,3.9546,14.1822,7.4598
0,2.5549,3.5813,3.0376,4.5474,8.8410,9.0630
3,3.1557,7.5706,6.2767,3.3152,10.8523,8.2719
3,3.2020,6.2647,6.0854,3.7067,10.5650,8.4594
0,-1.6876,6.7382,2.4429,4.4135,8.1502,8.7431
0,1.3164,4.7017,3.5154,4.3977,8.9998,8.8203
0,-0.9423,6.3066,2.3755,3.9024,8.0735,8.2100
0,1.7091,4.5231,3.8364,4.4679,9.2040,9.0769
4,11.1872,6.1326,12.6603,5.0114,14.6320,8.4465
3,4.2283,6.9029,5.8888,3.0682,10.9021,7.7051
6,0.4599,1.9566,3.5221,6.5034,8.7273,10.5540
9,10.5969,8.4064,12.5711,2.8200,13.1111,6.8186
6,1.5812,2.3386,4.2125,6.6012,9.4198,10.5008
6,2.2002,2.1827,4.5262,6.5604,9.5995,10.6260
7,13.2834,5.8453,11.3198,5.3978,15.3661,8.7506
0,1.4034,4.5843,3.6339,4.4644,9.0416,8.8962
5,4.0324,5.1318,6.0354,5.1642,10.8670,9.9441
4,10.0664,10.0535,12.9258,1.5734,13.2728,5.6476
9,11.9606,8.7238,11.9640,2.6905,13.4210,6.8514
3,-0.4717,6.1905,5.7468,3.3904,9.4946,8.2064
1,12.8221,1.7468,8.3975,8.2436,12.4372,12.3440
3,3.8991,6.1365,6.6457,4.1550,11.3470,8.7498
8,11.4944,8.5921,12.1373,2.5742,12.7913,6.7588
5,4.7380,4.7938,5.4165,4.8587,10.6769,9.3140
5,4.6706,4.8296,5.5237,4.8109,10.9626,9.3775
9,11.2163,9.0560,12.3686,2.2672,13.0444,6.4952
2,7.1091,3.7036,8.3119,4.4936,12.9588,10.3437
7,13.8400,6.2580,11.0244,4.6864,15.4696,8.0491
4,10.3040,9.2811,12.7724,2.3720,13.2183,6.4833
7,11.7395,10.5845,11.1047,2.0183,14.2856,5.8760
8,6.9634,4.6444,7.4685,5.1869,12.4967,9.7213
6,-1.1778,5.4370,1.8135,4.2844,7.6980,8.9327
5,3.4330,3.5712,5.7039,5.8781,10.5404,10.1421
6,2.0943,1.9548,4.4570,6.5596,9.5263,10.7507
2,7.8728,1.4599,9.0876,5.1200,13.6795,10.5048
1,13.9222,0.0828,9.5288,9.6424,11.1725,12.0919
9,13.1270,6.2993,11.8813,4.7558,14.9544,8.1542
7,13.5997,6.9449,11.0363,4.1362,15.0106,7.2949
0,-1.4932,6.3849,2.1665,4.1572,7.9480,8.3169
8,6.8342,6.1360,8.7126,7.6224,12.5499,12.0794
0,-1.1731,6.6886,2.5696,4.1452,8.3826,8.5172
0,-0.5574,5.6640,2.1043,3.4558,8.1155,7.7393
9,12.0621,6.0486,12.0171,5.2316,14.5402,8.4308
7,12.4048,4.9221,8.8248,7.6629,12.7644,12.0579
3,4.6928,7.5753,5.7059,2.6551,10.6615,7.4052
5,4.1514,8.2895,5.1028,2.6032,10.0693,7.1547
5,3.6486,3.8742,5.9445,6.1333,10.6091,10.1536
8,7.3009,4.4602,7.4126,5.2166,12.5142,9.7140
1,11.2007,2.5874,8.2319,7.0293,12.7859,11.7187
4,9.6963,2.4322,8.3892,6.1994,12.0532,10.6121
1,11.2345,1.9563,8.0672,7.2830,12.9755,11.9027
4,10.7161,8.8392,12.3331,2.6199,13.0078,6.9576
3,3.0952,7.6116,6.0716,2.9995,10.5844,7.7505
4,11.4835,5.5122,12.6012,5.3706,14.0216,8.5918
2,8.5677,2.0340,9.4181,5.8139,13.7908,10.0295
1,11.1902,2.3848,8.0137,7.0632,12.7107,11.5893
4,11.8922,7.5977,11.8333,3.5449,13.5283,7.6127
1,11.6530,1.9560,7.8951,7.4906,13.0711,11.9176
6,0.5356,1.8456,3.5767,6.6223,8.8351,10.6783
3,10.8793,9.5620,12.1247,1.7634,12.5241,6.4666
6,2.2028,2.1124,4.6539,6.5986,9.5681,10.7175
5,4.3212,7.8773,5.2358,3.5562,10.1711,7.9259
5,5.4064,4.9510,5.8647,4.6749,10.8597,9.4538
4,11.6613,7.3774,12.3108,3.6233,13.8042,7.6090
0,-1.0717,6.4589,2.3925,4.0286,8.1217,8.3448
5,4.2633,7.4395,5.3757,3.2521,10.0978,7.6528
0,1.4540,4.5880,3.4869,4.4505,8.9151,8.8067
0,-1.1422,6.6336,2.6269,4.1003,8.2809,8.3419
0,0.6807,5.2061,3.3232,4.0249,8.8102,8.4785
9,11.2474,7.0793,12.6427,4.0661,14.3466,7.4627
4,9.9422,9.9884,13.2241,1.7219,13.4311,5.7039
3,4.0471,7.4585,6.0760,2.8252,10.4449,7.5911
9,12.2628,5.6129,11.7584,5.3301,14.8974,8.7077
7,12.4053,8.4112,10.9099,3.4360,13.9206,6.9861
1,14.1319,0.0911,9.6254,9.7882,11.0052,11.9619
2,10.3760,2.2792,8.8950,6.7000,11.9530,11.4234
0,-1.2900,6.3983,2.3599,4.1327,8.0947,8.2773
9,11.9470,6.5335,12.2383,4.5516,14.5200,7.9345
4,11.4880,5.5347,12.5435,5.2478,14.1252,8.5176
4,12.3443,7.3125,11.8092,4.1320,13.9193,7.9766
0,0.3392,5.6718,3.0741,3.4308,8.8430,7.9451
4,10.2414,9.7316,12.9943,1.9802,13.2231,6.0591
1,11.6635,2.0040,7.9204,7.4660,13.1709,11.9858
1,11.8032,2.5092,8.2343,7.3450,12.9952,12.0017
7,13.4129,5.8872,11.0327,5.3124,15.4889,8.6201
3,7.0604,6.7471,7.9313,3.6844,12.3608,8.2620
1,13.3271,0.2319,9.1255,9.2965,11.4232,12.0224
5,5.0994,4.8290,5.6265,4.5848,11.0926,9.1324
2,8.2307,2.7610,9.6693,5.7021,13.9880,10.1068
7,13.6663,5.6774,11.0033,5.3154,15.4350,8.7239
3,11.3113,9.2300,12.0984,2.2920,12.8283,6.8700
9,11.7382,7.4076,12.2331,3.7593,14.0065,7.3041
6,-0.3822,2.6375,2.5071,5.9693,8.1258,9.7698
0,-1.4695,6.4187,2.1539,4.2106,7.9686,8.4049
8,6.5057,6.2831,7.4016,3.7441,11.7572,8.7738
1,11.8456,2.0121,7.8833,7.4401,13.1861,11.9771
6,1.3793,2.0332,4.2544,6.2826,9.5250,10.5354
7,11.8731,10.4595,11.0579,2.0765,14.3925,5.9167
2,8.6408,2.0141,9.3951,5.8880,13.7580,9.8930
9,12.4452,7.2958,11.7266,3.9817,13.8435,7.6166
5,10.5323,2.6771,7.2966,6.8626,12.1204,11.5767
8,6.9409,5.1905,7.3337,4.8675,12.2664,9.4936
8,7.1277,6.5210,7.9703,3.8259,12.3263,8.6853
6,0.4658,2.1265,3.2449,6.3977,8.6663,10.3513
7,12.8213,5.6667,11.4198,5.3484,15.2901,8.7202
5,4.3302,4.3719,5.3182,4.8090,10.4703,9.1933
0,1.4390,4.7502,3.6126,4.3557,9.2463,8.8476
6,2.6673,3.3423,5.2912,6.1501,10.2091,10.3720
2,14.2120,0.2006,9.6552,9.8014,10.9938,11.9548
9,11.1793,9.2242,12.3394,2.1634,12.9397,6.4660
2,6.7333,1.6828,8.6003,4.4446,13.2540,11.0654
6,1.6955,2.1385,4.1789,6.4357,9.3705,10.5177
5,4.4344,7.8999,5.0854,3.0228,10.4851,7.4325
4,10.6022,6.9048,13.1525,3.3849,14.0087,6.4998
3,13.2683,5.5042,10.7436,5.6647,14.9217,9.1395
7,12.1764,10.4894,10.8836,2.2300,14.5575,6.1154
5,4.2050,4.6956,5.9756,5.3813,11.0749,10.3582
5,4.1614,5.7782,5.3988,4.0662,10.2287,8.8493
9,11.9427,6.4238,12.2821,4.7857,14.8598,8.1538
9,11.7816,6.4626,12.0912,4.4077,14.3130,8.0778
1,13.7883,-0.1001,9.2884,9.6250,11.0896,12.2319
4,11.8013,7.9256,11.9033,3.0904,13.2837,7.3478
9,9.9860,9.0973,12.9136,2.6189,13.7965,6.4267
8,7.3873,6.1008,7.9735,3.4908,12.4446,8.5980
2,7.9228,1.2991,9.1467,5.0970,13.7542,10.5427
8,7.3808,4.3962,7.4975,5.2405,12.6145,9.6455
4,10.2533,9.7803,12.8839,1.8269,13.2703,5.7622
6,0.5001,2.3725,3.6204,6.2184,8.9378,10.5374
0,1.4171,4.5487,3.4455,4.4168,8.9527,8.7984
5,5.3802,5.1674,5.9042,4.6157,11.1812,9.0672
7,13.6225,6.5968,11.0476,4.6057,15.4904,7.9817
5,4.4972,5.1006,6.0881,5.4339,11.1320,11.1300
4,11.7894,7.3476,12.3318,3.6815,13.6714,7.8647
0,1.9506,4.3941,3.9552,4.5793,9.3762,9.3337
5,4.2816,5.8210,5.4668,3.9116,10.4540,8.5365
8,7.7647,4.4864,7.7344,5.0545,12.5467,9.3917
6,0.6056,2.2428,3.4633,6.0481,8.7997,10.1533
4,9.9381,10.1190,13.2475,1.7030,13.4833,5.5443
8,8.0081,4.1488,10.5873,5.6706,13.3109,9.4850
4,-0.1317,2.9049,13.2282,3.3854,8.1993,9.7138
5,4.2020,5.1618,5.9972,5.1475,10.8514,9.9140
3,3.0785,7.2656,5.9202,3.2223,10.3354,7.8600
3,4.2916,7.5196,5.5517,2.7871,10.3410,7.3364
3,3.8858,5.8971,6.1056,4.1931,10.8678,8.8700
4,10.9857,7.0127,12.8580,3.9647,14.1141,7.4707
5,4.7317,4.1937,5.7892,4.9870,11.0375,9.4677
7,12.6272,10.1603,11.0618,2.5197,14.3988,6.0781
2,8.4769,2.4084,9.5361,5.7344,13.9275,10.1173
9,10.4635,9.3560,12.7718,2.0450,13.2913,6.0480
2,10.2496,1.9503,8.7875,6.5269,12.5019,10.9708
5,4.3386,8.0244,5.1679,2.8517,10.5219,7.2678
2,7.6072,1.5180,9.0514,4.6931,13.0906,10.4373
6,-0.4847,2.5745,2.4851,5.8800,7.9814,9.6312
