idx,label,parity,recon_error
1107,5,odd,0.04776669
1108,4,even,0.01977554
1109,4,even,0.025324501
1110,7,odd,0.034846872
1111,6,even,0.037400432
1112,7,odd,0.035776522
1113,1,odd,0.022061555
1114,7,odd,0.035244435
1115,2,even,0.02131276
1116,9,odd,0.016306635
1117,5,odd,0.050061937
1118,8,even,0.017879257
1119,4,even,0.03287751
1120,2,even,0.036544945
1121,0,even,0.023267172
1122,6,even,0.018855987
1123,0,even,0.024650142
1124,2,even,0.03336744
1125,8,even,0.021543566
1126,6,even,0.025783613
1127,7,odd,0.034187783
1128,7,odd,0.074134216
1129,3,odd,0.057915892
1130,2,even,0.03163455
1131,9,odd,0.028244704
1132,4,even,0.017959863
1133,4,even,0.03159452
1134,1,odd,0.026221037
1135,4,even,0.03310964
1136,6,even,0.021475412
1137,0,even,0.028568871
1138,2,even,0.026428709
1139,1,odd,0.03746966
1140,0,even,0.027329415
1141,3,odd,0.043149237
1142,2,even,0.030676998
1143,4,even,0.02330017
1144,2,even,0.03346644
1145,9,odd,0.024345923
1146,8,even,0.032894403
1147,9,odd,0.035149015
1148,7,odd,0.034451947
1149,6,even,0.045328517
1150,8,even,0.026333053
1151,9,odd,0.026006391
1152,0,even,0.014748471
1153,4,even,0.053460773
1154,4,even,0.028767513
1155,7,odd,0.04024128
1156,1,odd,0.01471783
1157,4,even,0.028776541
1158,0,even,0.026322652
1159,4,even,0.043537375
1160,1,odd,0.0151541475
1161,4,even,0.015377115
1162,2,even,0.053331904
1163,7,odd,0.04461856
1164,5,odd,0.063566774
1165,4,even,0.020980407
1166,8,even,0.043778136
1167,4,even,0.022900416
1168,9,odd,0.025692089
1169,1,odd,0.019517057
1170,1,odd,0.02069408
1171,6,even,0.024758456
1172,1,odd,0.014912829
1173,8,even,0.013699254
1174,8,even,0.031634293
1175,7,odd,0.022532575
1176,7,odd,0.016632976
1177,6,even,0.031694982
1178,7,odd,0.05198003
1179,9,odd,0.024368316
1180,1,odd,0.019637365
1181,5,odd,0.047266483
1182,4,even,0.036198426
1183,3,odd,0.055682212
1184,4,even,0.018939653
1185,7,odd,0.028389294
1186,6,even,0.033772428
1187,5,odd,0.0631653
1188,2,even,0.025959589
1189,9,odd,0.016953085
1190,2,even,0.03530789
1191,0,even,0.015085824
1192,9,odd,0.025942216
1193,7,odd,0.049424436
1194,2,even,0.025465362
1195,6,even,0.034781456
1196,9,odd,0.0357337
1197,8,even,0.049672887
1198,7,odd,0.034024477
1199,7,odd,0.049278487
1200,1,odd,0.023858627
1201,0,even,0.016694834
1202,9,odd,0.019226711
1203,5,odd,0.029953606
1204,2,even,0.021474343
1205,5,odd,0.032918982
1206,8,even,0.036597908
1207,0,even,0.021578288
1208,8,even,0.03362253
1209,7,odd,0.042056493
1210,1,odd,0.014447667
1211,2,even,0.04601427
1212,8,even,0.028342996
1213,0,even,0.023748718
1214,0,even,0.009241372
1215,4,even,0.021161309
1216,0,even,0.026169538
1217,0,even,0.02373326
1218,4,even,0.03713886
1219,5,odd,0.036245275
1220,2,even,0.043875992
1221,2,even,0.032346196
1222,1,odd,0.024808742
1223,3,odd,0.03707928
1224,5,odd,0.0504597
1225,5,odd,0.03752647
1226,9,odd,0.021781713
1227,3,odd,0.03751257
1228,3,odd,0.04672604
1229,8,even,0.0229367
1230,1,odd,0.023982262
1231,5,odd,0.050955836
1232,0,even,0.027481016
1233,5,odd,0.036194026
1234,9,odd,0.03224294
1235,8,even,0.022779407
1236,9,odd,0.023602517
1237,9,odd,0.015272355
1238,0,even,0.018115185
1239,4,even,0.023376718
1240,5,odd,0.04242539
1241,7,odd,0.045040105
1242,9,odd,0.0501476
1243,1,odd,0.026671415
1244,7,odd,0.03792536
1245,4,even,0.020102829
1246,0,even,0.047207393
1247,4,even,0.030871168
1248,6,even,0.022080144
1249,5,odd,0.036795072
1250,9,odd,0.027965222
1251,4,even,0.034344424
1252,3,odd,0.062399965
1253,5,odd,0.035549644
1254,0,even,0.033757076
1255,3,odd,0.04568526
1256,9,odd,0.022415927
1257,1,odd,0.020148605
1258,2,even,0.027795821
1259,2,even,0.020424668
1260,8,even,0.023950122
1261,4,even,0.016596021
1262,6,even,0.055266794
1263,6,even,0.024921713
1264,3,odd,0.041692324
1265,8,even,0.030929685
1266,5,odd,0.03956143
1267,9,odd,0.04572924
1268,8,even,0.033470444
1269,0,even,0.029195338
1270,2,even,0.031440638
1271,4,even,0.017104747
1272,9,odd,0.0271398
1273,6,even,0.03415938
1274,0,even,0.01954122
1275,2,even,0.0336148
1276,8,even,0.03956312
1277,3,odd,0.038318425
1278,1,odd,0.012166488
1279,0,even,0.034750313
1280,5,odd,0.06256528
1281,0,even,0.04336952
1282,2,even,0.040838387
1283,0,even,0.046281226
1284,2,even,0.06172581
1285,3,odd,0.03516973
1286,9,odd,0.020923257
1287,9,odd,0.02880787
1288,5,odd,0.023127802
1289,1,odd,0.014298924
1290,7,odd,0.027190765
1291,0,even,0.034238826
1292,1,odd,0.03380855
1293,6,even,0.026512543
1294,1,odd,0.019056078
1295,0,even,0.01989207
1296,1,odd,0.026179757
1297,1,odd,0.010940242
1298,4,even,0.03969751
1299,0,even,0.022955157
1300,2,even,0.035138693
1301,7,odd,0.061090354
1302,2,even,0.03242992
1303,0,even,0.036493354
1304,0,even,0.017318355
1305,7,odd,0.047906443
1306,8,even,0.023823991
1307,4,even,0.019755205
1308,4,even,0.041307215
1309,2,even,0.036518622
1310,6,even,0.00910765
1311,7,odd,0.037292864
1312,0,even,0.011107623
1313,2,even,0.042235564
1314,6,even,0.022542384
1315,4,even,0.032393817
1316,3,odd,0.060418587
1317,1,odd,0.020499263
1318,3,odd,0.042079993
1319,0,even,0.012335872
1320,5,odd,0.037205
1321,9,odd,0.037717644
1322,7,odd,0.03134599
1323,7,odd,0.04649496
1324,4,even,0.032735497
1325,2,even,0.04845371
1326,8,even,0.016686605
1327,7,odd,0.029636694
1328,8,even,0.023329528
1329,7,odd,0.0644771
1330,4,even,0.054464787
1331,2,even,0.03386488
1332,7,odd,0.02527419
1333,3,odd,0.04469528
1334,6,even,0.027949665
1335,6,even,0.019153414
1336,2,even,0.03258256
1337,7,odd,0.047287937
1338,2,even,0.03138783
1339,3,odd,0.049095757
1340,5,odd,0.052778136
1341,3,odd,0.032807544
1342,5,odd,0.040834855
1343,9,odd,0.041121863
1344,0,even,0.01426038
1345,9,odd,0.02898336
1346,4,even,0.029395852
1347,7,odd,0.052187648
1348,3,odd,0.071210705
1349,6,even,0.028352326
1350,6,even,0.016231399
1351,3,odd,0.055536397
1352,0,even,0.01936387
1353,4,even,0.02237501
1354,6,even,0.01415964
1355,4,even,0.02715219
1356,6,even,0.018170936
1357,1,odd,0.023063371
1358,2,even,0.034712367
1359,2,even,0.03255433
1360,2,even,0.04254036
1361,0,even,0.023097388
1362,8,even,0.01354681
1363,2,even,0.037918117
1364,5,odd,0.060570814
1365,1,odd,0.02148967
1366,6,even,0.028565548
1367,9,odd,0.045804642
1368,1,odd,0.035114713
1369,7,odd,0.05251031
1370,1,odd,0.031816952
1371,2,even,0.03211069
1372,4,even,0.023533199
1373,0,even,0.03003444
1374,7,odd,0.07900183
1375,8,even,0.042102326
1376,5,odd,0.03554373
1377,1,odd,0.02435349
1378,2,even,0.044115394
1379,4,even,0.019813543
1380,6,even,0.054815132
1381,8,even,0.02370089
1382,2,even,0.029566072
1383,8,even,0.021799771
1384,1,odd,0.01609219
1385,8,even,0.033907246
1386,2,even,0.02418449
1387,9,odd,0.034233026
1388,8,even,0.041347962
1389,8,even,0.026901616
1390,8,even,0.033474028
1391,8,even,0.0253725
1392,1,odd,0.02133583
1393,3,odd,0.031702887
1394,3,odd,0.034915943
1395,5,odd,0.053026266
1396,5,odd,0.040788356
1397,1,odd,0.021371396
1398,7,odd,0.042258915
1399,0,even,0.01875677
1400,7,odd,0.03439549
1401,3,odd,0.08376178
1402,6,even,0.023491757
1403,4,even,0.031829584
1404,6,even,0.030576373
1405,6,even,0.023594847
1406,8,even,0.04384243
1407,8,even,0.01675802
1408,4,even,0.022565216
1409,4,even,0.016444877
1410,1,odd,0.016990444
1411,2,even,0.032705422
1412,2,even,0.030609839
1413,7,odd,0.043513075
1414,2,even,0.030389825
1415,5,odd,0.04704162
1416,0,even,0.01844479
1417,2,even,0.03411581
1418,6,even,0.021449834
1419,5,odd,0.048024032
1420,5,odd,0.060790617
1421,3,odd,0.03962951
1422,0,even,0.0106122615
1423,8,even,0.042153854
1424,8,even,0.032844946
1425,0,even,0.013727767
1426,3,odd,0.018301653
1427,4,even,0.02028602
1428,9,odd,0.02651024
1429,0,even,0.0347812
1430,6,even,0.029212337
1431,7,odd,0.035035495
1432,1,odd,0.01815606
1433,9,odd,0.02541159
1434,1,odd,0.032259822
1435,4,even,0.028043475
1436,9,odd,0.018081442
1437,5,odd,0.051903035
1438,6,even,0.026016109
1439,7,odd,0.038167782
1440,2,even,0.0230006
1441,1,odd,0.021765908
1442,0,even,0.012914148
1443,8,even,0.025353868
1444,7,odd,0.04369842
1445,9,odd,0.035071228
1446,1,odd,0.045779493
1447,1,odd,0.023082247
1448,8,even,0.022124758
1449,4,even,0.020789161
1450,4,even,0.024230938
1451,0,even,0.017030202
1452,8,even,0.046730753
1453,1,odd,0.022301914
1454,6,even,0.014661788
1455,2,even,0.017716546
1456,5,odd,0.059395276
1457,4,even,0.018013539
1458,9,odd,0.02924106
1459,3,odd,0.04063819
1460,1,odd,0.016161598
1461,2,even,0.042901352
1462,0,even,0.024666065
1463,4,even,0.025240118
1464,3,odd,0.041244056
1465,8,even,0.020807648
1466,9,odd,0.05261237
1467,7,odd,0.05810076
1468,9,odd,0.033859733
1469,4,even,0.016878054
1470,6,even,0.018854154
1471,4,even,0.019611545
1472,7,odd,0.031429723
1473,0,even,0.012856908
1474,7,odd,0.062614925
1475,6,even,0.021783408
1476,1,odd,0.0355632
1477,3,odd,0.050878968
1478,2,even,0.038026042
1479,5,odd,0.051759984
1480,5,odd,0.04257793
1481,7,odd,0.047706496
1482,7,odd,0.052675188
1483,9,odd,0.03672222
1484,9,odd,0.03165317
1485,6,even,0.022311736
1486,2,even,0.026272185
1487,2,even,0.02456428
1488,5,odd,0.030369276
1489,5,odd,0.06871641
1490,7,odd,0.031905513
1491,1,odd,0.015096628
1492,6,even,0.02198051
1493,0,even,0.028285569
1494,3,odd,0.041897725
1495,2,even,0.050746936
1496,3,odd,0.030981898
1497,4,even,0.03036174
1498,6,even,0.03479164
1499,3,odd,0.046123467
1500,5,odd,0.029372297
1501,2,even,0.024578014
1502,7,odd,0.0444107
1503,4,even,0.026744861
1504,8,even,0.051180325
1505,3,odd,0.047926094
1506,7,odd,0.044040114
1507,4,even,0.01081137
1508,9,odd,0.030446066
1509,8,even,0.04284623
1510,5,odd,0.05357282
1511,7,odd,0.063323714
1512,0,even,0.02224296
1513,3,odd,0.052682545
1514,2,even,0.03593721
1515,8,even,0.032310154
1516,0,even,0.019333307
1517,4,even,0.025484236
1518,4,even,0.030262876
1519,6,even,0.046553105
1520,8,even,0.025307495
1521,1,odd,0.036416788
1522,2,even,0.033973016
1523,0,even,0.03665366
1524,2,even,0.038285047
1525,0,even,0.03195259
1526,1,odd,0.024433117
1527,0,even,0.025081206
1528,1,odd,0.024213426
1529,5,odd,0.04620852
1530,7,odd,0.040130094
1531,6,even,0.03912741
1532,8,even,0.043355543
1533,7,odd,0.06059521
1534,4,even,0.018984208
1535,7,odd,0.033955522
1536,6,even,0.016640157
1537,4,even,0.023012886
1538,8,even,0.031250145
1539,4,even,0.027533876
1540,5,odd,0.029379694
1541,3,odd,0.055662125
1542,2,even,0.030223526
1543,4,even,0.029604824
1544,5,odd,0.03997644
1545,3,odd,0.049251366
1546,3,odd,0.0614618
1547,9,odd,0.026757747
1548,9,odd,0.02453369
1549,8,even,0.029037159
1550,9,odd,0.028630009
1551,7,odd,0.038187478
1552,8,even,0.03329673
1553,4,even,0.021347715
1554,1,odd,0.022111045
1555,5,odd,0.050672147
1556,9,odd,0.028590662
1557,5,odd,0.057665046
1558,0,even,0.016258676
1559,2,even,0.034373093
1560,5,odd,0.05085231
1561,4,even,0.02335887
1562,4,even,0.029390112
1563,9,odd,0.036898665
1564,6,even,0.043686386
1565,7,odd,0.03873103
1566,4,even,0.014029385
1567,3,odd,0.045427565
1568,0,even,0.014019755
1569,0,even,0.022076575
1570,1,odd,0.026042152
1571,7,odd,0.044789962
1572,6,even,0.020980693
1573,0,even,0.038355425
1574,8,even,0.020938097
1575,6,even,0.030555418
1576,6,even,0.021343762
1577,6,even,0.03047645
1578,9,odd,0.021161415
1579,9,odd,0.031916115
1580,2,even,0.03806798
1581,0,even,0.017550824
1582,4,even,0.030786207
1583,0,even,0.043606933
1584,8,even,0.027591605
1585,3,odd,0.050749537
1586,8,even,0.03224793
1587,6,even,0.020951906
1588,1,odd,0.015572344
1589,4,even,0.032122254
1590,2,even,0.042442724
1591,7,odd,0.044738308
1592,6,even,0.022693377
1593,5,odd,0.041565195
1594,0,even,0.034242664
1595,4,even,0.020118067
1596,6,even,0.022489117
1597,0,even,0.02110053
1598,7,odd,0.031069392
1599,1,odd,0.02479398
1600,1,odd,0.024017956
1601,4,even,0.031177951
1602,8,even,0.022411117
1603,5,odd,0.04123419
1604,3,odd,0.04913807
1605,6,even,0.04107337
1606,6,even,0.032660726
1607,8,even,0.0541263
1608,0,even,0.03433577
1609,4,even,0.05660422
1610,2,even,0.017475877
1611,4,even,0.025950076
1612,2,even,0.02829741
1613,4,even,0.041971587
1614,0,even,0.022258922
1615,9,odd,0.05306276
1616,8,even,0.030024096
1617,1,odd,0.021863483
1618,2,even,0.023785546
1619,6,even,0.036474165
1620,0,even,0.020109372
1621,6,even,0.03143762
1622,9,odd,0.022536438
1623,5,odd,0.048263457
1624,1,odd,0.016677888
1625,8,even,0.035003267
1626,7,odd,0.09671741
1627,1,odd,0.018412214
1628,1,odd,0.03187401
1629,2,even,0.054047156
1630,3,odd,0.026776364
1631,3,odd,0.041339546
1632,2,even,0.020224102
1633,1,odd,0.01070993
1634,3,odd,0.044295054
1635,5,odd,0.05738543
1636,6,even,0.015532347
1637,0,even,0.016081637
1638,9,odd,0.03116499
1639,2,even,0.03391047
1640,0,even,0.01535969
1641,1,odd,0.0250082
1642,8,even,0.03003056
1643,0,even,0.024498269
1644,8,even,0.036288854
1645,1,odd,0.025685923
1646,0,even,0.02152366
1647,2,even,0.02837948
1648,4,even,0.014876193
1649,1,odd,0.024450205
1650,3,odd,0.05054007
1651,0,even,0.030588502
1652,1,odd,0.017309412
1653,8,even,0.02564969
1654,5,odd,0.05325136
1655,6,even,0.027255598
1656,7,odd,0.04913988
1657,0,even,0.028741503
1658,0,even,0.01724708
1659,2,even,0.03131742
1660,1,odd,0.028394112
1661,6,even,0.04001111
1662,5,odd,0.03786978
1663,1,odd,0.019221073
1664,5,odd,0.05393692
1665,1,odd,0.016252749
1666,1,odd,0.01832691
1667,4,even,0.024850305
1668,6,even,0.014683595
1669,3,odd,0.045717668
1670,6,even,0.025333365
1671,9,odd,0.027488066
1672,3,odd,0.047266815
1673,0,even,0.016592111
1674,8,even,0.02487072
1675,8,even,0.023226421
1676,9,odd,0.030770706
1677,4,even,0.012767302
1678,6,even,0.024946723
1679,9,odd,0.0224665
1680,5,odd,0.033677347
1681,5,odd,0.0386419
1682,4,even,0.048807077
1683,9,odd,0.032466996
1684,3,odd,0.033512946
1685,7,odd,0.025583388
1686,2,even,0.04240656
1687,7,odd,0.07330528
1688,2,even,0.037559703
1689,4,even,0.021350862
1690,9,odd,0.045568153
1691,9,odd,0.033478417
1692,9,odd,0.027862675
1693,8,even,0.057066236
1694,3,odd,0.047514867
1695,4,even,0.016715137
1696,5,odd,0.05198708
1697,8,even,0.020441726
1698,3,odd,0.04860898
1699,3,odd,0.030995665
1700,5,odd,0.032176692
1701,7,odd,0.031271316
1702,6,even,0.023103429
1703,5,odd,0.059190962
1704,3,odd,0.035879593
1705,3,odd,0.072046004
1706,3,odd,0.03830643
1707,3,odd,0.02471048
1708,6,even,0.016903672
1709,8,even,0.028883964
1710,1,odd,0.018344086
1711,5,odd,0.04430695
1712,2,even,0.033030685
1713,2,even,0.030031603
1714,5,odd,0.027745456
1715,3,odd,0.046213154
1716,9,odd,0.023374781
1717,0,even,0.011259938
1718,5,odd,0.05637091
1719,4,even,0.043378238
1720,3,odd,0.040717732
1721,7,odd,0.031476036
1722,0,even,0.026650805
1723,9,odd,0.026788773
1724,3,odd,0.032428544
1725,0,even,0.01091951
1726,9,odd,0.021131983
1727,3,odd,0.039132956
1728,2,even,0.034800146
1729,7,odd,0.061975066
1730,2,even,0.058692276
1731,3,odd,0.033085193
1732,5,odd,0.053345777
1733,9,odd,0.035526767
1734,1,odd,0.03296077
1735,1,odd,0.026997147
1736,5,odd,0.036776997
1737,8,even,0.039127335
1738,0,even,0.026758263
1739,5,odd,0.0564377
1740,9,odd,0.03674835
1741,0,even,0.02974279
1742,4,even,0.039589863
1743,1,odd,0.026356054
1744,3,odd,0.04323282
1745,4,even,0.03511922
1746,1,odd,0.024332808
1747,7,odd,0.026787672
1748,4,even,0.03289343
1749,4,even,0.021266602
1750,3,odd,0.04094733
1751,6,even,0.03077738
1752,9,odd,0.030915143
1753,0,even,0.014944652
1754,0,even,0.026517654
1755,0,even,0.018589845
1756,4,even,0.028878544
1757,3,odd,0.054083455
1758,7,odd,0.03091982
1759,0,even,0.014259185
1760,3,odd,0.047531147
1761,6,even,0.01997412
1762,0,even,0.05895348
1763,0,even,0.026644094
1764,8,even,0.027523328
1765,8,even,0.05157537
1766,7,odd,0.025343195
1767,7,odd,0.035659224
1768,4,even,0.025181118
1769,1,odd,0.023150036
1770,7,odd,0.031364955
1771,4,even,0.021866418
1772,0,even,0.028590832
1773,8,even,0.023459619
1774,0,even,0.027230883
1775,4,even,0.018308662
1776,8,even,0.045719292
1777,6,even,0.023093676
1778,6,even,0.028140055
1779,1,odd,0.035995264
1780,0,even,0.02845606
1781,3,odd,0.03690101
1782,5,odd,0.042654097
1783,8,even,0.049214266
1784,0,even,0.019319521
1785,9,odd,0.032503188
1786,7,odd,0.02731886
1787,1,odd,0.017803766
1788,2,even,0.023169473
1789,6,even,0.021334222
1790,9,odd,0.028190924
1791,6,even,0.019426424
1792,4,even,0.03045807
1793,8,even,0.03598061
1794,5,odd,0.050730042
1795,8,even,0.03177319
1796,4,even,0.018526692
1797,0,even,0.016525788
1798,5,odd,0.044471487
1799,5,odd,0.044085026
1800,5,odd,0.049977142
1801,2,even,0.026137097
1802,5,odd,0.047183525
1803,0,even,0.026794402
1804,3,odd,0.04735036
1805,6,even,0.017817002
1806,6,even,0.03091545
1807,7,odd,0.046628416
1808,5,odd,0.033738196
1809,2,even,0.030808404
1810,8,even,0.026476644
1811,1,odd,0.019153943
1812,1,odd,0.018877031
1813,1,odd,0.016757533
1814,1,odd,0.036783166
1815,0,even,0.025547305
1816,5,odd,0.04542335
1817,9,odd,0.031183023
1818,9,odd,0.04637863
1819,2,even,0.030295275
1820,8,even,0.025092302
1821,2,even,0.036892176
1822,2,even,0.01780757
1823,4,even,0.01630845
1824,3,odd,0.049182415
1825,4,even,0.023413643
1826,9,odd,0.02845116
1827,3,odd,0.051304244
1828,4,even,0.013072323
1829,8,even,0.03963398
1830,5,odd,0.04864769
1831,1,odd,0.019369489
1832,6,even,0.0134382695
1833,5,odd,0.0406822
1834,2,even,0.03691739
1835,0,even,0.020628039
1836,9,odd,0.035314072
1837,3,odd,0.08348306
1838,3,odd,0.03138158
1839,0,even,0.038414016
1840,6,even,0.026230885
1841,1,odd,0.02687068
1842,2,even,0.04492018
1843,8,even,0.019113105
1844,1,odd,0.020305898
1845,8,even,0.02615382
1846,2,even,0.025209684
1847,4,even,0.023856936
1848,9,odd,0.026831038
1849,6,even,0.029680077
1850,5,odd,0.0629865
1851,0,even,0.022337932
1852,5,odd,0.051170487
1853,6,even,0.017579364
1854,8,even,0.04066871
1855,1,odd,0.0171998
1856,9,odd,0.03274686
1857,8,even,0.030445967
1858,6,even,0.03175243
1859,7,odd,0.03899487
1860,7,odd,0.04682681
1861,5,odd,0.05711357
1862,7,odd,0.04484271
1863,9,odd,0.039057177
1864,4,even,0.018409126
1865,7,odd,0.034301545
1866,1,odd,0.026680972
1867,4,even,0.033355933
1868,3,odd,0.035639673
1869,4,even,0.020296821
1870,0,even,0.010680723
1871,8,even,0.05846642
1872,6,even,0.026126642
1873,5,odd,0.060601868
1874,8,even,0.025314774
1875,6,even,0.018091004
1876,3,odd,0.07146147
1877,6,even,0.02387893
1878,3,odd,0.04800196
1879,4,even,0.031575393
1880,5,odd,0.050728496
1881,6,even,0.017486772
1882,7,odd,0.040740915
1883,2,even,0.035998844
1884,8,even,0.026050942
1885,2,even,0.033435777
1886,1,odd,0.025053369
1887,8,even,0.026845727
1888,9,odd,0.02237684
1889,0,even,0.03037476
1890,9,odd,0.037041485
1891,5,odd,0.04598824
1892,0,even,0.010323494
1893,9,odd,0.028800644
1894,2,even,0.029996151
1895,7,odd,0.03171893
1896,8,even,0.033453833
1897,7,odd,0.05870417
1898,0,even,0.035596896
1899,5,odd,0.04128382
1900,5,odd,0.038249563
1901,4,even,0.022023393
1902,4,even,0.025188277
1903,3,odd,0.0384795
1904,0,even,0.03289739
1905,8,even,0.031432282
1906,6,even,0.024175176
1907,4,even,0.022534389
1908,9,odd,0.023443533
1909,6,even,0.01942465
1910,5,odd,0.035663124
1911,5,odd,0.051535666
1912,1,odd,0.026089191
1913,4,even,0.024282763
1914,0,even,0.028330915
1915,5,odd,0.055567626
1916,1,odd,0.01960811
1917,6,even,0.022043234
1918,3,odd,0.03398603
1919,4,even,0.024153119
1920,8,even,0.050730646
1921,9,odd,0.03260206
1922,7,odd,0.057066295
1923,6,even,0.02085505
1924,8,even,0.052453138
1925,1,odd,0.021279648
1926,6,even,0.0185459
1927,0,even,0.026016172
1928,3,odd,0.055898678
1929,3,odd,0.046998337
1930,3,odd,0.055201706
1931,9,odd,0.036872536
1932,3,odd,0.04189043
1933,1,odd,0.02677682
1934,9,odd,0.037265383
1935,7,odd,0.024247652
1936,7,odd,0.04243193
1937,9,odd,0.02107568
1938,7,odd,0.037606418
1939,8,even,0.030606674
1940,5,odd,0.039328508
1941,2,even,0.019563688
1942,3,odd,0.056506623
1943,7,odd,0.059010837
1944,0,even,0.017374692
1945,7,odd,0.032868147
1946,3,odd,0.062460404
1947,6,even,0.02464853
1948,0,even,0.03172431
1949,3,odd,0.05083265
1950,0,even,0.02024645
1951,2,even,0.06522615
1952,9,odd,0.024862694
1953,4,even,0.016927276
1954,5,odd,0.04573827
1955,7,odd,0.053570855
1956,0,even,0.04197728
1957,9,odd,0.04558271
1958,9,odd,0.03608796
1959,8,even,0.022676736
1960,7,odd,0.034444664
1961,1,odd,0.02385106
1962,4,even,0.023525763
1963,7,odd,0.02102452
1964,9,odd,0.030369915
1965,2,even,0.016219854
1966,2,even,0.025513506
1967,4,even,0.02247168
1968,9,odd,0.0188129
1969,4,even,0.03575164
1970,0,even,0.037858974
1971,3,odd,0.046814185
1972,9,odd,0.05625568
1973,0,even,0.044421345
1974,8,even,0.04145451
1975,7,odd,0.05289528
1976,9,odd,0.028000861
1977,8,even,0.036342904
1978,4,even,0.025544796
1979,6,even,0.028432932
1980,6,even,0.015501177
1981,4,even,0.025137464
1982,9,odd,0.036602944
1983,5,odd,0.04316436
1984,1,odd,0.019348226
1985,4,even,0.016571015
1986,3,odd,0.029705897
1987,5,odd,0.054204483
1988,8,even,0.05918198
1989,0,even,0.020590892
1990,6,even,0.03708755
1991,3,odd,0.061885446
1992,2,even,0.04062862
1993,3,odd,0.04539716
1994,1,odd,0.040888738
1995,1,odd,0.019492283
1996,8,even,0.035816807
1997,1,odd,0.017402336
1998,3,odd,0.0661034
1999,9,odd,0.033072133
