idx,label,parity,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15
480,5,odd,0.992641,-1.3389695,-0.17997463,0.44837114,-0.22898096,-0.03279121,-0.8237654,1.1075952,0.022519402,0.48862305,0.066182286,-0.11280325,-0.58896434,1.6991525,-0.07006496,-1.5961155
481,1,odd,1.1082009,-1.348994,0.09149903,0.8521729,0.5557765,-0.14985532,-0.196488,-0.3451537,-1.430563,0.9839194,-0.030261613,0.9019955,0.24239987,-0.83820814,0.00676924,1.1334107
482,5,odd,0.21254623,0.18065822,-0.15542464,0.53894454,-0.80475837,-0.6956463,-0.093207285,0.40441328,-0.74054116,0.5415323,0.58246934,0.43519664,0.42999023,0.73477685,0.13548942,-1.008427
483,8,even,1.1131035,-2.252206,0.13749686,-0.1706846,0.9627927,-0.03951403,-0.09928846,-0.042733997,-0.09490623,-0.19789569,-0.1266379,-1.4083681,1.6267091,0.47410727,0.22555633,-0.53640515
484,5,odd,1.0914018,-0.59456855,-0.18560034,1.3709906,-0.73114353,-0.42958617,-1.0675833,1.1047735,0.45122045,0.49290127,0.29924375,0.26442644,-0.19729988,2.2094002,-0.24315272,-0.88023007
485,8,even,-3.0176227,-0.18058679,0.14532176,0.09332668,-0.13184118,0.20554698,-0.9944728,1.9514663,0.27930623,-0.73612803,0.1426326,-0.7549951,-0.011670585,0.23053133,0.9299509,0.08377639
486,7,odd,0.0027262792,-0.19795063,0.18839271,-1.2731601,0.26749602,0.5808452,-0.8583322,0.20513725,0.90991056,0.059612423,-0.8856678,0.95551234,1.0452777,0.109628834,0.37242037,1.2485166
487,2,even,1.055527,-0.48999333,0.1666,0.20991252,-0.2673222,0.307225,0.11192854,-0.8441164,-0.026046813,0.25916073,-0.68300205,1.3695759,-0.02965353,0.53129613,-1.2381003,0.8192833
488,9,odd,0.56688017,-1.5156717,-0.07306446,-0.8652821,-1.4814687,0.08526415,-0.53591466,0.573131,0.36859232,0.46954143,0.30390185,1.3924395,-0.0252373,0.9562731,-0.39660418,1.0342335
489,8,even,0.39736402,-1.5520267,-0.0065763257,-0.6124841,-0.18165237,0.1828041,-1.1337914,0.39474618,-0.28214306,0.26870573,0.17740434,-1.4441972,-0.50720024,-2.4890957,0.15787156,-0.8963266
490,4,even,-0.29566926,0.22405237,-0.029864326,0.30943704,0.27146298,-0.015625307,-0.7902429,-0.47586614,1.5412235,-0.084599815,0.10326792,0.9355691,-0.9636272,0.9740004,-0.014822692,-0.9904287
491,7,odd,-1.0068213,-0.53557897,0.11770021,-1.8620057,0.49851304,0.42241904,-1.2518787,-0.20292103,0.6964722,-1.3306078,-0.44738755,-0.26210946,1.2975792,0.8021981,1.8959265,-0.2769004
492,5,odd,0.8913689,-1.1747925,0.015090048,0.56346476,-1.0900431,-0.08197786,0.14091462,0.53541625,0.3983916,-0.08752713,0.0808061,0.9665776,0.0572639,1.8508222,-0.3998717,-0.29598066
493,4,even,-0.29733282,0.13907704,-0.058386624,-0.30910543,-0.07288707,-0.07659346,-1.3975065,-1.3340833,2.001987,-0.5227712,0.38864276,0.56597614,-0.588599,-0.15140529,-0.46053052,-0.9067238
494,6,even,0.8089663,-1.5017588,-0.087484464,0.35596782,-0.8410439,-0.07005553,1.0349442,-0.7136146,-0.4133585,-0.6213835,0.48029143,-0.31477743,-0.78804,0.9837693,-0.47298867,1.3548858
495,2,even,0.0052372143,0.04024075,0.08472054,-0.70745564,0.28408808,0.8539841,-0.9065705,-0.13999659,-0.6512985,1.4516046,-1.2148932,-0.15835899,-0.26713043,-0.36140752,-0.33885625,2.0839093
496,1,odd,2.1013036,-0.5855814,0.19541334,0.29277375,0.24945712,0.5785752,0.2721886,0.059081495,-1.1265361,0.2616825,-0.51573217,0.40095645,-0.02915506,-0.24621902,-1.0738336,0.8574215
497,3,odd,0.28840458,1.196925,-0.2409048,0.109923616,-0.40301973,-0.90636283,0.4980762,1.576266,-1.4063354,-0.7114076,0.51880807,-0.108531535,0.6159319,1.2537317,0.20166536,0.4363964
498,9,odd,0.5174118,-1.7349613,0.12892316,-1.2491456,-0.29510236,0.01012351,-0.8171486,-0.512655,0.58150774,-0.02128842,0.65508974,0.7048203,0.70743525,0.20561033,0.27347964,-0.20326185
499,7,odd,-0.383444,-1.3396215,0.24172725,-1.1523443,0.24316192,0.49275178,-0.4121173,0.22926605,0.32486385,1.1543506,-0.9018739,-0.050004423,1.5325859,0.061503798,1.3861983,0.62605095
500,9,odd,0.12286285,-1.4121109,-0.38686597,-0.99421287,-0.7857388,-0.62966853,0.0683283,0.6912026,-0.22138794,-0.9778783,0.4347389,0.9374977,0.6693388,-1.0078937,1.0627483,-0.30288717
501,3,odd,0.56657386,-0.142412,-0.019268006,-0.7115612,-0.578431,0.19118015,0.27893543,1.6598978,-0.8826869,-1.5676407,-0.63462377,0.6936925,0.9471426,1.2087973,-1.3849907,0.11981894
502,5,odd,-0.5684081,-1.2820853,-0.0463202,1.07089,-1.3873494,-0.22461352,0.93749714,0.9665757,0.5056093,0.07323603,0.36592722,-0.9907638,-0.06732161,0.47579998,0.06262708,0.6410475
503,5,odd,0.6398302,-1.2126906,0.08373135,0.36605513,-0.5496642,0.13166767,-1.0611551,1.083658,0.49522972,-0.101132095,0.14580664,0.84541214,-0.38432482,1.4265919,-0.5234396,-0.27038127
504,8,even,-1.3618312,-1.0063454,0.27446193,-0.6791087,-0.8682791,0.2456547,-0.3006787,0.6094881,-0.42020893,0.49379247,0.42363945,0.6048532,0.25513333,-0.56939495,0.63652414,-0.09053262
505,8,even,1.4961414,-0.9434328,0.27738696,-0.27244017,0.95403785,0.48828936,-0.31028566,0.46872926,-0.25035685,0.6314814,0.46402267,-0.97909594,0.5933041,-0.31348044,-2.3036184,-0.1809451
506,3,odd,-0.041281357,-0.8259762,-0.27281767,0.10931963,0.5381934,-0.35288918,0.036036678,1.3837233,-1.0550774,-0.2742951,0.20414087,1.28549,0.40520608,0.3374343,-0.47425324,-1.0997876
507,9,odd,0.3673513,-1.2837106,0.06223866,-0.9678809,-0.061127685,0.14963591,-0.820007,-0.29753363,1.4256427,-0.08646089,0.3199287,0.99970967,0.62471145,0.98820585,0.72378576,-0.8875383
508,8,even,-0.57713515,-1.9076025,0.33346224,-0.21183127,0.6250896,0.45663914,-0.7194142,-0.26928604,-0.16091418,-0.09967604,-0.13825691,-0.58251816,1.385216,0.90918297,-0.13704833,-0.35969517
509,4,even,-0.1975403,-0.4700689,-0.1735834,1.3053662,1.0068029,-0.7256698,-2.4976046,-1.4048615,0.646651,0.74936444,0.5454675,0.72789717,0.5281982,-0.64588314,-0.13411878,-0.26335284
510,5,odd,0.5672337,-1.5708454,-0.08082417,-0.14165445,-0.12295497,0.40503556,0.22061794,0.6984305,0.24511921,-0.6190588,-0.51341087,-0.4597469,-0.2453819,1.1104878,-0.07868176,0.11033266
511,9,odd,-0.2775985,-0.68974817,0.09560485,-0.70126563,-0.8694344,0.3073558,-0.4260955,0.032367915,1.8011038,-0.28657565,-0.21045479,0.5341966,0.86551386,0.7978057,-0.11480118,-0.6656134
512,7,odd,-0.6701536,0.15590405,0.12049089,-0.14127328,-0.10992675,0.30333057,-1.7080858,-0.771267,0.71486396,-1.8268253,-1.001804,0.16178693,0.04232759,0.17477581,0.83467096,-1.7207352
513,8,even,0.8913767,-0.81847095,0.31173795,1.02897,-0.5066101,-0.21249664,0.55865955,0.015997708,-0.29865122,0.83627,0.5353883,0.6564612,-0.5781927,-0.5887784,1.1890382,0.20030391
514,3,odd,-0.31358576,-0.43034586,-0.13040376,-0.4274746,0.8684202,0.07019316,-0.016898729,1.3912928,-0.90631366,-0.9476996,-0.5740696,1.2050886,1.4583297,0.7802327,-1.684626,0.2170564
515,6,even,1.1339651,-1.1513935,0.05435194,0.45080158,0.23852473,0.027697194,1.0437766,-1.0367229,0.89105475,0.487752,-0.13240209,-1.3721575,0.64524686,0.6435383,0.014927372,1.5902133
516,0,even,1.3523031,-0.32481176,0.114115745,-0.11639305,-0.048882715,0.100547194,1.3646371,1.2841375,1.0246707,-1.6504292,-0.098621175,-1.349314,0.823574,0.0775564,0.3939423,-0.5835326
517,1,odd,1.5116897,-1.458758,0.0045989193,0.8450624,1.0227954,-0.08570602,-0.21566364,-0.14764692,-1.5526727,1.1507674,-0.2248075,0.46094906,0.6690603,-0.48636115,-0.14047177,1.0858233
518,6,even,-1.8732201,1.9579475,-0.12869184,0.9631719,-0.87915653,0.10569948,-1.4347284,-0.011320442,0.90724397,-0.122063965,-1.1661463,-0.7861917,0.31698045,-0.7456486,0.03677036,1.4425964
519,7,odd,-0.77856284,-1.0413132,0.22149076,-1.1756859,1.2353622,0.5249206,-1.4087923,-0.67511684,0.2204082,-0.024608614,-0.7464571,-0.6638497,1.3024817,0.62055206,1.3451338,0.27774924
520,2,even,0.2473977,0.6648405,0.10090582,-0.7117639,1.8640398,0.10742915,1.4786832,-0.113581136,0.052431934,0.60441685,0.30582651,0.62153095,-0.068624265,0.2562812,1.197651,1.6652502
521,0,even,-1.1042042,2.022152,0.032006755,-0.041353695,0.11773457,-0.078306094,-0.43105906,0.5079999,0.8390175,-1.6579101,0.07884421,-0.11762047,0.59710145,-0.96454954,1.5123256,-1.7105753
522,6,even,0.9308154,-0.71773654,0.008472841,0.19278057,-0.1950208,0.12629361,0.43810755,-0.57468975,1.4321153,-1.0070866,-0.41725895,-1.4653114,0.75588995,0.4238903,0.61731297,1.4305747
523,2,even,0.2568267,-0.4513562,0.14390323,0.6689829,0.39406392,0.23668203,-0.88895947,-1.3700013,-0.13677338,0.40744162,0.17767671,0.8259469,-0.11827473,0.5711716,-1.3231307,0.30644178
524,9,odd,0.54293394,-1.4188693,0.058778226,-0.7448419,-0.045158528,-0.076842815,-0.8663914,0.15263739,1.4214432,-0.30146068,0.21249372,0.274634,1.4831532,0.6032387,1.4424998,-0.29722452
525,1,odd,1.2520916,-1.5726538,-0.029666834,0.7102661,0.49170676,-0.42470318,-0.1666413,-0.4840719,-1.4891412,1.0050155,0.077507935,0.56855714,0.8769011,-0.7505157,0.7369848,1.5261319
526,3,odd,0.7082932,-0.52228564,-0.117552325,0.56285983,0.409731,0.029480308,1.099983,0.8590211,-0.6095664,-0.31719443,-0.5921062,1.1176347,-0.23073271,0.62850183,-0.599576,0.16361323
527,8,even,0.6075645,-1.3581932,-0.023772389,-0.049764544,0.1519127,0.24093562,-1.322192,0.31621176,-0.118438475,-0.15958384,-0.18216553,-0.5043203,-0.070889734,0.39255583,-0.76755434,-0.7577745
528,6,even,-0.3519678,1.0340987,-0.07528299,0.112197414,0.2921268,-0.025297884,-0.9831868,-1.0230073,0.23422906,-1.212205,-0.5116525,1.4796765,-0.5952558,0.22894946,0.47530836,1.3351402
529,9,odd,-0.8479034,-0.038595855,-0.021306507,-0.6337675,0.5340635,0.13587256,-0.29063553,-0.09318216,0.5218248,-0.16333972,0.085102335,1.2638956,-0.017123735,1.2488419,0.99342054,-0.9327732
530,4,even,-1.330838,-0.016482595,-0.22745474,0.7527196,1.0831162,-0.18932906,-0.9164346,0.36430162,1.6095939,-0.07415836,0.25308216,0.33474293,-1.2940824,-1.1092988,1.1791347,-1.0229619
531,7,odd,0.39648217,-0.80568343,-0.02914811,-1.0811608,-0.38712078,0.04803333,-0.65365577,0.41206664,0.94708765,-0.89299816,-0.118085735,0.81166905,0.096932486,1.6184684,0.90561813,0.41757882
532,7,odd,-0.14613561,-0.2782836,0.084292576,-0.94372666,-0.22584698,0.7038066,-1.3990865,1.2361403,-0.22358888,0.4091156,-0.4558264,-0.10573089,-0.07234131,0.587756,1.4817716,1.9757382
533,3,odd,0.68081176,-1.4092748,-0.10528426,-0.9653111,0.37929872,-0.011940084,0.1325192,0.32429135,-0.77644324,-0.690635,-0.02061464,1.1867439,0.07831945,0.32863903,0.4840207,0.009634607
534,7,odd,0.6130844,-1.0379192,-0.020373985,-1.6347412,-0.2900323,0.2610684,-0.9875311,-0.055864155,0.009631865,-0.25056946,-0.34897268,0.78963053,0.60887027,0.66491437,1.5534247,0.19730008
535,6,even,-0.034117788,0.5634408,0.008229595,-0.22497778,-1.2574941,0.25857845,1.6320508,-1.2056475,1.0149835,-0.13651662,-0.45617765,-0.28233236,-0.3423262,0.50052327,0.5685968,0.5447655
536,3,odd,1.2139729,-0.6448736,-0.28855234,-0.70975995,1.325587,-0.43132687,0.532278,-0.8273075,-1.1082221,-0.0021054912,-0.118314944,-0.21055156,0.6347595,0.066283,1.5518572,0.39036164
537,4,even,0.048849955,0.8780011,-0.114856035,-0.1101281,-0.27397203,-0.6941543,0.77464795,0.7124154,0.5265251,0.10720142,1.1894611,1.0139394,-0.214773,0.07287455,-1.5903676,-0.09215736
538,3,odd,0.86696225,-1.2103266,-0.32309967,-0.53263766,-0.36600855,-0.20685934,-0.08608821,1.5859683,-0.27622595,-1.590272,-0.21163645,0.5868796,0.37629738,0.4359445,-0.9103838,0.46884724
539,9,odd,0.48077333,-1.6979331,-0.09262915,-1.2417531,-1.5656551,-0.33719057,-0.78369856,0.9931126,0.9252677,-0.6630131,0.637945,0.7032759,0.22240187,-0.20363052,1.077477,0.16351923
540,9,odd,-0.34124172,-0.97142184,-0.052052602,-1.2491939,-0.50904924,0.11244516,-0.18182057,0.4792024,0.62364066,0.38467014,0.02208358,0.8967494,0.5852075,-1.3565599,2.4143457,0.108122
541,9,odd,-0.39575094,0.20400277,0.095950454,-0.13875312,0.25203064,0.19298457,-0.36968735,-0.37781578,0.9975172,0.12769562,-0.19679195,0.91625345,0.11789308,1.7915654,0.4038105,-0.7214679
542,7,odd,-0.31425768,-0.95876735,-0.05754455,-0.09367145,0.95044345,-0.18664701,-2.3171384,-0.80745363,0.094783016,0.628149,0.17925009,-0.27836353,0.62918556,0.53686243,0.47962892,0.27821302
543,1,odd,1.2872151,-1.3273973,-0.020270959,0.37158704,-0.1248148,0.008592941,-0.048119307,-0.5371773,-1.4020017,0.9192688,-0.15304223,0.5467385,0.33931223,-0.10450603,-0.32663333,1.5643276
544,9,odd,0.21326861,-1.5746287,0.04116594,-1.0550172,-1.0852954,0.18209037,-0.58672255,0.98708993,1.2780871,0.43521434,0.2687607,1.3284578,0.25547636,1.1130258,0.1913353,0.8580726
545,9,odd,-0.4682483,-1.3698509,0.058087055,-0.33701822,-0.5000575,0.09082638,-1.4515235,0.19913048,0.77817804,-1.2097292,0.11694116,0.43516457,0.39255095,0.95982,0.6270898,-0.89794284
546,7,odd,0.7955711,-1.2056876,-0.008464139,-1.2097309,-0.22193322,-0.0015604217,-1.1922781,-0.13084386,0.061202534,-0.0029661693,-0.33005655,0.7456223,0.6333429,0.45748103,1.997448,0.35009745
547,0,even,0.03216108,1.743849,-0.22896935,0.1869532,0.46937123,-0.6022058,-0.39116663,-0.4707846,-1.489917,-0.044033475,0.43767038,-0.46643794,0.025955625,0.4094175,0.07428302,-2.1265552
548,3,odd,1.3462609,-0.3905227,-0.327802,-0.5188369,0.25222751,-0.47083184,1.0983207,0.4130636,-0.11340601,-1.5054582,0.49799767,-0.47835088,0.45315647,-0.16675629,0.88532525,0.81450105
549,4,even,0.20357606,-0.83059275,-0.18739097,-0.3460774,-1.6323609,-0.10250281,-1.699965,0.49497545,0.5335746,-0.92313886,0.111908026,1.3934051,0.58972585,0.28461614,-0.5763038,0.9509764
550,2,even,0.76911855,0.34681654,0.11531456,0.3389715,1.1198217,0.0008312389,0.9559172,-0.04734856,0.15653753,1.4087795,-0.10961529,0.73723984,0.7164068,0.025485344,-0.1455828,1.0646557
551,0,even,1.0168725,0.878275,-0.21049808,-0.3176401,-1.6249906,-0.026504068,-0.85663146,1.7972779,-0.19287379,-0.34694943,-0.3470858,-1.4160969,0.0729692,-1.3680513,0.20629765,-1.4773155
552,3,odd,0.684025,-0.79042435,0.027881546,-0.64911556,1.3382714,-0.18381844,0.632415,-1.184864,-1.0560338,-0.08477006,1.0153852,0.38591546,0.6937097,-0.0074534267,0.616903,-0.053143553
553,5,odd,0.99917257,-1.1624652,-0.21257944,0.76621515,-0.13128853,0.06624381,0.066555105,0.5271568,0.21831843,0.4899089,0.12042751,-1.3635759,-0.69481945,1.6070304,0.38145185,-0.50974333
554,6,even,-0.27870107,-1.1779013,-0.1825359,-0.15656847,-0.82553524,-0.10835773,0.77286977,-0.11349535,0.37445316,-0.8422455,0.053103164,-0.74319386,-0.80569273,0.92898035,0.32928962,2.0400436
555,9,odd,-0.55434376,0.06322359,-0.0791146,-0.45550698,-0.65126455,-0.1308543,0.29930973,2.0426173,0.76344544,1.0346868,0.26932037,1.4201305,-0.61965364,0.26089826,-0.7823702,1.6205044
556,8,even,-0.043567315,-2.1111197,0.022735544,-0.2927067,0.17380762,-0.15014555,-0.89958876,1.569411,0.07389232,0.47895908,0.2057231,-1.9231145,0.7012225,-0.5361281,1.2941102,-1.1058009
557,0,even,0.7910461,1.0484573,0.09924877,1.2021377,-0.4826759,-0.07341233,-1.0806847,-0.09465559,1.0511624,-0.3048492,-0.28112692,-2.2467778,-0.53283626,-0.56108075,0.67071027,-1.3266599
558,5,odd,0.485218,-1.7908411,0.15466467,-0.10672745,-1.1771402,0.35168839,-0.30354464,0.7787449,0.51139796,0.67505926,-0.13643864,0.8172741,0.10846479,1.6886,-0.46277165,-0.4667894
559,2,even,0.44836056,0.5957012,-0.0993212,-0.32746717,1.2848437,-0.12910268,0.80595315,0.097189546,-0.67131245,-0.608809,-0.43810126,0.07449457,1.3366259,0.33362883,-0.24868104,1.8974576
560,2,even,-0.74463785,0.64746743,-0.06638462,0.5016029,2.300165,-0.512181,0.81548965,-0.39998195,-0.22811303,0.2502968,0.67355627,0.26829845,-0.28830987,0.9049969,0.74079484,0.30599734
561,5,odd,1.3472135,-0.49038917,-0.04780256,-0.1973892,0.7515109,0.11089407,-0.72504735,-0.5593282,0.38181734,0.22357418,0.11225001,-0.24324751,-1.1753434,-0.16539346,-0.52279973,0.94946486
562,7,odd,0.008178577,-0.86155444,0.15880892,-0.30014715,1.0731544,0.27322817,-1.8389847,-1.237977,0.28182396,-0.15585321,-0.3677294,0.02088812,0.9687658,1.4461594,0.7737022,-0.01524562
563,7,odd,0.0018640459,-1.2086498,0.1402704,-1.5437422,0.38508075,0.499448,-1.3229306,0.24811691,0.247444,-0.8426104,-0.37614372,0.47530973,0.6273759,0.8505368,1.7351841,-0.063903846
564,5,odd,1.9575278,-1.29414,-0.13682789,-0.11439276,0.24916133,0.20863234,-0.9279718,-0.50655866,0.12289413,0.038875487,-0.2707696,-0.41354138,-0.3367291,0.2760923,0.5396262,-0.29056287
565,1,odd,1.369205,-1.3784323,-0.1323466,-1.0904187,-0.771176,0.046405073,-0.48093116,-0.8772165,-1.1207008,-0.2211103,-0.14980367,0.9843754,0.334511,0.37470412,0.7920214,1.1079633
566,3,odd,0.97132355,0.42173404,-0.6752624,0.3378055,0.7805457,-1.2802447,1.3100715,1.739758,-0.60822797,-0.8635889,0.82608396,0.19575219,0.7289016,0.03716679,-0.34441915,-0.27911016
567,8,even,0.197889,-1.9423591,0.18154131,0.08347202,0.5201169,0.2942845,0.512304,-0.55996275,-0.9360333,0.3180151,-0.32644358,-0.33501124,0.894257,0.29016626,-0.5112823,-0.73762596
568,4,even,0.09346482,-0.71966994,-0.096483454,-0.5840809,-0.77542835,0.10024491,-0.83161587,1.7775266,1.3066856,-0.43357515,0.1382308,1.8483653,0.13234936,-0.038427174,0.21253212,1.2328084
569,3,odd,0.11580429,-0.5374547,-0.34179556,-0.52541274,1.3321538,-0.4784292,-0.9618117,1.0681138,0.09751276,-0.970144,0.49492887,-1.4291229,0.0684206,-0.57935625,0.054561704,-0.37659898
570,4,even,0.5229742,0.49919194,-0.20848553,-0.4434456,0.13844825,-0.33618498,0.40549898,1.3058381,0.7631121,1.1224275,-0.27434427,-1.7169478,0.30962002,-0.31464326,0.9080505,1.2606574
571,3,odd,-0.35426486,-0.62511575,-0.38617605,0.58129925,0.8392648,-0.7418324,0.03205223,1.1033194,-0.7000831,-0.69010967,0.5849626,0.18639997,0.10219168,0.07327176,-0.87642115,-1.4034922
572,1,odd,1.1067251,-1.1646118,-0.03101343,-0.69183403,-0.5354655,0.13794646,-0.13536142,-1.33686,-0.84765035,-0.51649773,-0.08520577,0.86887074,-0.5549962,0.74138635,-0.54085344,0.3565891
573,7,odd,-0.30368984,-0.32130912,0.23822732,-1.2007567,0.64019436,0.9269859,-1.5628622,-0.22037676,0.32376868,-1.5369928,-1.4564956,-0.6359761,1.6201316,0.47665405,0.036454752,0.0017175563
574,8,even,-0.10583301,-1.5611959,-0.2184545,-0.6727286,0.7028317,-0.30450386,0.06930472,0.7939704,-0.5228224,-0.758933,0.3674755,-0.8954005,-0.95523196,-0.7944305,-0.6764107,-1.6774443
575,2,even,-0.3809986,1.3944196,0.24904232,-0.4247851,1.628129,0.41357574,0.61345416,-0.055778533,-0.36166966,-0.92415386,-0.6155454,-0.15981561,0.3171543,-0.10307707,1.1985391,0.9057243
576,9,odd,0.03823018,-0.85588044,-0.06613019,-1.1276977,-0.86403465,0.07384926,-0.35399532,1.0126092,0.6717585,0.96097076,0.29930377,1.6460325,0.029165402,0.5642172,0.09301202,1.217111
577,7,odd,0.34347567,-1.1254504,0.16004984,-1.2643102,0.57898474,0.37692383,-0.81036663,-0.44073835,0.6828232,-0.7452453,-0.5013765,0.5849131,0.7526281,1.4358108,1.8046465,-0.28754205
578,5,odd,1.0524145,0.11970339,-0.008483648,-0.15846853,-0.16971466,-0.07416654,-0.23408741,-0.43011767,0.8289756,-0.08089524,0.5046908,-0.09997934,-0.6520748,0.44794798,-0.21612996,0.41616112
579,4,even,0.021815173,1.4231603,-0.21782632,0.649613,-0.41940093,-0.6953239,-0.11893496,1.3651826,0.5643241,0.37073052,1.0167342,1.0868533,-0.5296351,-0.50161946,-2.2768352,0.07621695
580,1,odd,1.0906403,-1.2341162,-0.007643804,-0.059958145,-0.22800875,0.0026122257,-0.17443067,-0.701403,-1.29719,0.65975004,-0.084868506,0.64207935,0.402148,-0.022917926,-0.18262705,1.3143407
581,1,odd,0.78496987,-1.8463731,-0.23451449,-0.3747285,-0.5920705,-0.37322015,-0.1720278,-0.3072699,-1.0885766,-0.4757693,0.08767974,-0.45804256,0.22492129,0.11714465,1.0461041,1.9333508
582,0,even,1.0419301,1.1185763,0.3218881,-0.7308769,-0.13264033,0.3989293,-1.3599668,-1.183809,-0.85840845,0.95586634,-0.12718654,0.14370893,0.109132566,0.22513816,0.75981814,-0.00303144
583,9,odd,-0.32696623,0.2406277,0.049253657,-0.5508227,-0.19306663,-0.40711343,-0.40701556,2.3918798,0.9107505,0.77887857,1.2502081,1.168694,-0.6557633,1.0769655,-0.497212,0.057260796
584,1,odd,0.6744746,-2.1661773,0.04476843,-0.22484235,0.66974497,-0.2311595,-0.46510988,-0.0983091,-1.0151439,-0.0040334463,-0.039100148,-0.17621714,1.5094321,-0.532119,1.2572864,1.5217645
585,8,even,0.18033487,0.31770512,-0.32814193,-0.80532587,-0.09706224,-0.1620005,0.56265324,0.1762231,-0.11215163,-0.69200504,0.47671875,-0.55431217,0.45171985,-0.26923764,-1.1647071,0.15712813
586,7,odd,-0.91294116,-0.33351183,0.20141666,-1.4092149,1.2091252,0.56887805,-0.68297213,-0.30277368,0.09605879,-2.293513,-0.74643326,-0.5604568,1.726844,0.3820219,0.8279702,0.0073482078
587,6,even,-1.2744396,1.6959299,-0.15578924,0.30075786,-1.4209969,-0.6637655,0.24281551,-0.17794226,0.2521824,0.46408477,1.3886693,0.13252993,-0.0054065697,-0.8187878,-1.0941234,1.0548141
588,3,odd,0.025407754,-0.009405255,-0.1958843,0.35096738,-0.10396328,-0.48332688,-0.1661354,2.3791552,-1.2619789,-1.8258109,0.3234252,0.75823325,0.51622444,0.28698343,-1.4171166,-0.4505422
589,9,odd,0.6223592,-1.5530137,0.08149478,-0.24537282,0.61860085,-0.5601266,-1.9017692,-0.17332992,0.590953,0.5552878,1.0991676,0.078270674,1.036706,0.30495113,1.3808384,0.011270909
590,2,even,0.25309426,-0.4102055,-0.010324843,-0.0651771,1.462883,-0.13183488,0.58336353,1.8508263,-0.5947456,2.088968,0.24636286,-0.7599788,-1.5270807,0.7799291,0.09853645,0.28513435
591,6,even,-0.11255738,-0.088736214,-0.08428982,-0.04401643,-1.4874674,-0.01579491,1.4338458,-0.8415463,0.7870379,-0.6715798,-0.044833936,-0.93233156,0.12934266,0.70464927,0.40497535,0.23091084
592,8,even,-0.039363682,-0.9514221,0.30065364,0.6303547,0.23915532,0.5737797,-1.2375536,-0.40606955,-0.1264434,0.79933745,-0.8892177,-1.3961368,1.5068856,0.26716405,-1.5726027,-1.0425735
593,9,odd,-0.02830571,-1.8031934,0.0901843,-0.45541966,0.6174216,-0.12134449,-0.80581754,-0.68706423,0.6818615,0.36513194,0.7144668,-0.27028656,1.179872,0.29653847,-0.1252345,-0.1070415
594,5,odd,-0.73894864,-0.9736998,0.025308551,0.45128322,-0.39725488,0.4668515,-0.5232472,0.2933663,-0.7019806,0.098568566,-0.35444042,0.19119152,-0.86021256,0.6563717,0.40392894,-1.0261543
595,9,odd,-0.2021976,-0.34676957,-0.0970979,-0.746747,-0.20738432,-0.26971808,-0.18454269,0.7639418,0.84559655,0.4757552,0.97203225,1.8150738,-0.12074443,0.822117,-0.41605234,0.11742324
596,5,odd,-0.9060498,0.25897324,-0.16763498,1.212389,-1.2355115,-0.57057226,1.151494,0.78423446,-0.8769651,-0.31001842,0.4164739,1.1921586,0.16434844,0.15042716,-0.97325873,-0.48096922
597,7,odd,0.49338293,-0.4681564,0.0033722334,-0.62996423,0.054159347,-0.023508856,-1.6760249,-0.66313994,1.673088,-0.70274514,-0.13858761,-0.3863876,0.9276194,1.0585783,1.6730487,-0.49618813
598,7,odd,0.40941828,-0.90248483,-0.08392988,-1.4135851,0.6645966,0.066901535,-0.21959472,-0.6222353,-0.48460242,-0.76769423,-0.33404836,0.62476,0.97522914,0.45220685,0.80842245,0.6626757
599,2,even,-0.29551417,0.41890544,0.1972212,-0.9365794,0.7059199,1.0620321,-0.36093143,-0.26147035,-0.5755071,0.59847915,-1.8316331,0.16468416,0.080088414,-0.014881268,-0.1722125,2.1554792
600,4,even,0.44581723,-0.21426293,-0.11050652,0.014179962,-0.0054754615,-0.34337607,-0.782305,2.0802853,-0.010956436,-0.935716,0.9798577,1.3753637,-0.55880225,-0.10254261,0.27360576,1.9180863
601,6,even,1.9660951,-1.1525182,-0.13578716,1.390128,0.51528955,-0.039570987,0.44271597,1.0420132,0.077448465,-0.7967921,-0.19202659,-1.1332488,-0.7264701,0.15212615,-0.20163295,0.32221487
602,7,odd,-0.5404167,-0.5718624,0.13666785,-1.2717996,0.9715779,0.4866175,-1.5355725,-0.46688324,0.6656818,-0.82065827,-0.5230773,-0.2726797,1.33986,1.0607828,1.7284838,-0.33456147
603,7,odd,0.65721875,-0.93820465,0.13385153,-0.06381892,-0.84264976,0.5394446,-0.741486,0.2680977,0.37883973,0.322458,-1.1983743,0.75731355,0.8119302,1.0064532,0.31185877,1.1698606
604,3,odd,0.8128749,0.8650711,-0.30780244,-1.6657059,-0.11283433,-0.27217603,0.44318116,1.1078317,-1.3281896,-1.6279554,-0.4320848,-0.06253624,1.2156851,0.34994566,-0.088168085,-0.367683
605,8,even,0.21324544,-1.6588026,0.026156368,1.1201429,0.0315262,-0.21566775,-1.6409535,0.061712027,0.003196977,1.320792,0.13354447,-2.132092,0.65515155,-0.58776957,-0.7454392,-0.84007263
