idx,label,parity,prob_0,prob_2,prob_4,prob_6,prob_8,prob_misc,top1_class_idx
255,7,odd,0.0034357163,0.009516685,0.007632278,1.0872271e-05,0.9786791,0.0007253661,4
256,0,even,1.0,3.9105608e-13,7.46348e-14,4.8627915e-13,2.0485318e-18,1.1977142e-10,0
257,2,even,3.2765387e-13,1.0,1.1484936e-14,5.080836e-17,2.9737796e-12,1.8122544e-12,1
258,7,odd,0.0005762277,0.9621701,0.03360579,1.243616e-09,0.0021769258,0.0014709462,1
259,1,odd,0.0037904002,0.15929401,0.00088155456,9.3575625e-05,0.8340301,0.0019103532,4
260,0,even,0.9999994,4.0164638e-10,1.5434248e-10,6.225347e-07,9.845397e-11,2.1398527e-09,0
261,2,even,3.272685e-17,1.0,1.5966354e-24,3.590228e-18,7.0581142e-15,2.5099437e-17,1
262,2,even,7.7962696e-08,0.99994993,4.9832288e-05,6.988577e-10,1.1065135e-09,1.4069802e-07,1
263,9,odd,3.910521e-06,0.0057977145,0.9941943,7.761747e-09,7.227713e-08,3.859853e-06,2
264,4,even,2.83406e-06,9.2201095e-05,0.9997117,0.00019110888,1.355115e-07,1.9918818e-06,2
265,6,even,9.577287e-10,2.1057236e-08,4.962077e-10,1.0,6.439689e-11,2.2214895e-11,3
266,5,odd,0.0041255616,0.00027961962,9.455071e-06,0.000114182214,0.99543554,3.556185e-05,4
267,8,even,5.385031e-10,2.6620313e-08,3.068987e-11,4.999581e-11,1.0,4.4313775e-11,4
268,2,even,1.05309335e-08,0.99999905,6.951711e-09,6.066622e-08,7.2370653e-07,8.1479754e-08,1
269,5,odd,0.4814283,0.028263675,8.106669e-05,0.34761515,0.14176156,0.00085024675,0
270,2,even,6.096792e-07,0.9768465,2.365804e-09,1.8204625e-08,0.023152392,4.1905793e-07,1
271,6,even,5.6047747e-06,2.8348301e-08,4.345119e-07,0.9999939,1.2606456e-08,2.5254606e-08,3
272,9,odd,1.1221122e-06,2.2872983e-07,0.99999666,2.618045e-11,1.8294364e-06,1.8359357e-07,2
273,8,even,1.03930375e-07,2.6832817e-08,4.2474236e-05,6.3265265e-10,0.99995744,3.1149483e-08,4
274,5,odd,0.025048528,4.098449e-06,0.86591285,0.014099885,0.09483579,9.87942e-05,2
275,7,odd,0.00027549852,0.3255847,0.60923404,9.750857e-08,0.063385054,0.0015205815,2
276,0,even,1.0,5.8881104e-09,5.7324635e-11,7.60584e-13,1.0900537e-16,4.2902182e-10,0
277,7,odd,0.0015005203,0.44486332,0.3164125,1.8275467e-06,0.22592917,0.011292575,1
278,0,even,1.0,2.106613e-18,3.8311382e-16,3.2586767e-13,3.8664807e-22,2.555073e-13,0
279,6,even,0.038584713,0.101058625,0.3803942,0.46297035,0.0012549248,0.015737215,3
280,5,odd,0.00052324554,9.5940144e-05,7.5468097e-06,3.1702805e-06,0.9993643,5.8620053e-06,4
281,4,even,0.00015027286,0.0001633259,0.99965274,2.1647638e-05,7.74389e-06,4.125941e-06,2
282,5,odd,0.00044690006,0.0002881471,0.00010987766,0.19878177,0.800229,0.00014436398,4
283,2,even,3.4256816e-11,1.0,2.3909867e-11,3.042062e-11,1.7070517e-10,9.541932e-10,1
284,9,odd,1.738915e-07,3.082314e-07,0.9999956,3.3803052e-10,3.9509796e-06,3.1773972e-08,2
285,3,odd,0.017248323,0.024590982,2.1417594e-05,4.245283e-06,0.9572977,0.00083746,4
286,9,odd,4.399531e-09,1.3715828e-08,1.0,2.0509408e-10,3.330388e-11,2.8052198e-09,2
287,5,odd,0.00042422107,2.4626039e-05,2.5301364e-05,0.9915611,0.007944439,2.038094e-05,3
288,1,odd,0.0009053104,0.06927666,2.8714112e-05,4.623661e-05,0.92935485,0.0003882051,4
289,3,odd,0.99646336,0.0008650341,0.000452832,0.000659966,0.001076148,0.0004827489,0
290,3,odd,0.7223781,0.0011228917,0.0012855951,4.3101913e-06,0.27453434,0.0006748292,0
291,7,odd,5.7998735e-05,0.9998355,1.0199128e-05,8.477889e-09,5.6310517e-05,3.9877083e-05,1
292,0,even,1.0,2.4636564e-13,2.5588236e-13,5.1551076e-11,5.549323e-16,1.1609949e-10,0
293,6,even,8.007983e-07,1.1803903e-07,4.815698e-08,0.99999905,5.0755656e-08,5.1484164e-09,3
294,6,even,3.775971e-06,0.00020367134,0.00056617503,0.9992217,3.8920356e-07,4.3268647e-06,3
295,3,odd,1.9586596e-05,4.2226544e-05,1.6634915e-05,7.36987e-09,0.9999205,1.0514743e-06,4
296,0,even,0.9983778,2.4711815e-05,0.00026309444,0.0011906377,7.272009e-05,7.0893206e-05,0
297,5,odd,0.020976314,0.006311516,0.011046278,0.1302898,0.8289759,0.0024001373,4
298,9,odd,1.2347901e-06,1.111977e-05,0.9999838,1.3808224e-10,3.327565e-06,4.6414854e-07,2
299,4,even,1.28197435e-08,4.832382e-09,1.0,5.0181512e-08,2.1367757e-08,1.2197312e-09,2
300,8,even,0.00016322573,1.3337412e-06,4.145455e-08,2.592671e-06,0.99983263,1.4916559e-07,4
301,9,odd,0.0012823368,0.004938875,0.92760104,1.44199e-05,0.06412853,0.002034721,2
302,9,odd,2.5771351e-05,3.1656706e-05,0.9999093,3.2993903e-06,2.352612e-05,6.436684e-06,2
303,9,odd,3.452124e-08,9.055569e-07,0.99999905,9.459376e-11,8.493012e-10,4.0216484e-08,2
304,5,odd,6.3442963e-06,4.4350538e-05,5.8915384e-07,0.07898449,0.92096317,9.759339e-07,4
305,5,odd,0.27921084,0.00020702156,0.0008407017,0.00023758417,0.71925247,0.0002513384,4
306,0,even,0.99985254,5.044005e-06,0.00013732955,4.532339e-06,3.952168e-09,6.4554274e-07,0
307,8,even,8.9849533e-07,7.094775e-07,1.2698001e-07,1.0142918e-08,0.9999982,2.1769594e-08,4
308,3,odd,0.8781128,0.00674837,9.913617e-05,0.015548844,0.098428264,0.0010625909,0
309,2,even,2.908888e-17,1.0,1.2302872e-17,9.223199e-22,1.3564991e-18,6.3209627e-16,1
310,2,even,6.04924e-06,0.9999927,1.0773107e-06,1.02570896e-10,4.3421022e-09,6.788759e-08,1
311,3,odd,0.8781547,0.0036473137,0.0008809113,4.6951365e-05,0.11524278,0.0020272778,0
312,6,even,1.1888983e-06,1.9558139e-07,9.604479e-07,0.9999974,2.1144163e-07,4.548971e-08,3
313,7,odd,5.234947e-07,0.9999933,5.643959e-06,9.928874e-12,4.4318475e-07,1.0871921e-07,1
314,9,odd,5.4246568e-05,0.000118153184,0.9997569,1.1487678e-06,6.281954e-05,6.6934826e-06,2
315,8,even,0.00018881247,0.012493159,0.0002286859,2.8795806e-05,0.9867857,0.00027484813,4
316,6,even,5.147729e-11,3.9666642e-12,3.003314e-11,1.0,1.4826547e-13,8.678818e-14,3
317,3,odd,0.0010814323,0.00041891015,3.6233567e-05,3.552651e-05,0.9983423,8.553895e-05,4
318,8,even,0.00070968084,0.00017813212,1.140567e-05,0.00033226373,0.99873346,3.5046938e-05,4
319,2,even,1.809297e-07,0.99999976,6.1388304e-11,8.2258956e-13,3.8562517e-10,5.403871e-09,1
320,7,odd,0.0007793559,1.2644206e-06,0.99921703,1.0087571e-06,1.9512707e-07,1.1611332e-06,2
321,5,odd,3.9634514e-07,3.751284e-06,3.871662e-08,5.516216e-07,0.999995,1.7956845e-07,4
322,6,even,3.1062777e-07,8.67159e-08,1.2879265e-08,0.99999535,4.3403647e-06,4.86047e-09,3
323,4,even,5.954335e-06,0.0007256259,0.9992661,1.7742784e-06,8.695692e-09,6.425544e-07,2
324,1,odd,0.00024978037,0.016894357,0.00025531097,0.00055235624,0.9815818,0.00046637515,4
325,0,even,1.0,1.618043e-13,1.5823384e-12,1.01385345e-10,9.730114e-17,1.514199e-11,0
326,1,odd,0.00093171606,0.0061911903,2.8011975e-05,0.00036405172,0.9921566,0.0003284041,4
327,1,odd,0.00040652018,0.0013234632,3.995924e-05,1.2807672e-05,0.9981673,4.997468e-05,4
328,6,even,1.4570406e-07,8.389085e-08,8.136069e-08,0.99999964,1.8378792e-10,3.1299074e-09,3
329,9,odd,6.5195754e-06,2.3127506e-05,0.00032460465,6.031077e-08,0.9996388,6.892608e-06,4
330,8,even,9.146047e-06,2.2110269e-06,1.7310927e-06,6.740824e-08,0.9999869,3.0438784e-08,4
331,1,odd,7.517935e-05,0.016435564,3.7246566e-06,8.008671e-05,0.98334426,6.117275e-05,4
332,4,even,5.3940676e-06,3.7131126e-06,0.99995434,3.5590732e-05,3.8733384e-07,5.9523904e-07,2
333,8,even,6.0712093e-05,0.026866559,1.0214138e-06,1.1298964e-07,0.9730602,1.1318344e-05,4
334,5,odd,0.0001706636,2.5474626e-06,6.885196e-05,0.8703621,0.12938835,7.4453205e-06,3
335,0,even,0.9999739,1.41677865e-05,9.320526e-06,7.604527e-07,2.8487918e-07,1.684302e-06,0
336,5,odd,0.77667695,7.646676e-07,0.005240355,0.02101159,0.19691028,0.00016007996,0
337,8,even,2.771397e-08,7.727978e-08,2.3601554e-09,5.135769e-09,0.9999999,4.0458774e-09,4
338,7,odd,2.9517209e-05,0.9889353,4.5333413e-06,2.2679149e-10,0.011028108,2.6212285e-06,1
339,6,even,0.0003336501,8.538741e-05,1.2238434e-05,0.99881625,0.00072965055,2.2913211e-05,3
340,1,odd,6.44803e-05,0.00011400488,1.3195669e-06,0.00010301505,0.9997111,6.0692314e-06,4
341,6,even,5.3957336e-07,1.2145547e-11,4.6875925e-08,0.9999994,2.4499841e-11,1.0712016e-10,3
342,2,even,4.218158e-07,0.99999654,4.1406025e-08,4.687118e-10,2.850135e-06,1.625764e-07,1
343,1,odd,0.0014158242,0.004682797,0.004428092,0.007887539,0.9810604,0.00052535895,4
344,5,odd,0.00023108379,2.8286242e-05,2.8543093e-06,0.00035229078,0.99937755,7.977794e-06,4
345,9,odd,6.1084836e-07,1.2979995e-06,0.9999964,3.5924237e-09,1.4736329e-06,1.8637978e-07,2
346,1,odd,3.3707547e-05,0.00034563994,7.4291383e-06,0.00020234735,0.999403,7.897242e-06,4
347,7,odd,0.00016897252,0.896551,1.9851006e-05,2.699542e-10,0.10323904,2.1123045e-05,1
348,0,even,0.99999917,2.2990284e-07,2.4466263e-07,1.6124518e-07,5.8404006e-09,2.4034722e-07,0
349,3,odd,0.22506544,0.037541706,2.1179216e-05,4.183211e-07,0.73714775,0.00022344815,4
350,3,odd,0.0024222352,0.00072346284,9.433124e-07,8.504673e-06,0.9968328,1.2151193e-05,4
351,7,odd,0.00045900547,0.0071485117,0.97507,1.4115371e-06,0.012623693,0.0046973345,2
352,5,odd,9.476333e-07,1.8435121e-07,7.748318e-09,1.7111351e-09,0.9999988,9.56359e-09,4
353,6,even,1.979751e-06,2.6391774e-07,1.8215906e-07,0.9999975,1.7516564e-07,2.9420216e-08,3
354,6,even,7.668678e-14,1.6264815e-16,6.4693124e-14,1.0,6.7888955e-20,3.5735056e-17,3
355,7,odd,3.9546725e-05,0.9997917,2.5801344e-05,6.6250877e-10,9.475192e-05,4.8229056e-05,1
356,0,even,0.99999464,2.2501298e-11,1.6436436e-09,5.312027e-06,7.4686513e-14,3.4612796e-08,0
357,5,odd,0.6749331,0.0064863614,0.00035711002,0.056669418,0.25716695,0.0043870965,0
358,0,even,0.99999976,1.5337523e-07,4.6283875e-09,6.143502e-08,1.6904533e-09,3.2608913e-08,0
359,4,even,2.4705705e-06,2.0001059e-07,0.9999645,3.151861e-05,1.2479234e-06,2.8555402e-07,2
360,1,odd,0.000402272,0.0012192329,0.0018088185,0.006055725,0.9903464,0.00016767801,4
361,2,even,0.00038129522,0.9990497,0.00043187867,4.8660913e-05,6.7802166e-06,8.1609054e-05,1
362,5,odd,3.574858e-05,5.1870742e-08,1.7187405e-08,1.1328071e-08,0.9999641,6.7426336e-09,4
363,5,odd,0.0039136186,8.502071e-05,4.3617158e-05,0.0036084866,0.9921726,0.00017675852,4
364,9,odd,3.2983269e-06,1.7150319e-07,0.9999627,1.652429e-10,3.3782217e-05,1.19020534e-07,2
365,4,even,1.7735523e-08,5.152712e-10,1.0,1.2414372e-09,9.8227915e-09,3.9822617e-10,2
366,5,odd,0.0066779293,0.0013638547,0.00034453784,0.00045790884,0.99090964,0.0002461795,4
367,1,odd,0.010979785,0.030685198,0.0008956167,0.0006211917,0.9548318,0.0019863949,4
368,9,odd,5.6661145e-07,3.9533127e-08,0.99999857,1.8667148e-08,8.848645e-07,4.284876e-08,2
369,0,even,0.9999982,1.6015765e-09,2.3718274e-08,6.6361554e-07,4.399485e-11,1.0960083e-06,0
370,2,even,3.738223e-09,1.0,5.2564153e-10,1.750726e-10,7.558961e-11,3.5933962e-09,1
371,9,odd,1.3080924e-07,3.025926e-06,0.9999968,3.9889997e-10,2.2926676e-08,9.8595734e-08,2
372,9,odd,1.8035101e-07,1.0342401e-06,0.99999,2.4282722e-11,8.67606e-06,7.254251e-08,2
373,8,even,3.908251e-08,1.4082478e-07,1.6286206e-08,2.6522947e-08,0.99999976,6.8403643e-09,4
374,4,even,6.9723254e-09,2.885654e-07,0.99999976,6.304344e-09,5.040443e-12,7.561833e-10,2
375,5,odd,0.042060766,1.2635547e-05,0.0035375985,0.9089912,0.04531924,7.859531e-05,3
376,5,odd,0.0008642125,0.9952739,0.003278053,2.7709406e-05,0.00022473802,0.0003313273,1
377,1,odd,0.0005991324,0.011033174,0.0015957225,0.0004625521,0.9856695,0.00063992915,4
378,4,even,3.216889e-07,2.0338432e-07,0.9999994,2.017477e-09,1.5092333e-07,2.5121569e-08,2
379,1,odd,0.0002548854,0.00021325496,1.6940976e-05,0.00010696832,0.99937445,3.3420583e-05,4
380,8,even,0.9819288,0.0044989297,0.0027599488,1.4251888e-05,0.0031122637,0.007685884,0
381,8,even,7.1461854e-09,1.3414799e-08,8.4014423e-10,1.2521854e-10,1.0,1.4092133e-10,4
382,8,even,3.7653825e-07,9.611692e-07,3.0608458e-09,8.9457546e-07,0.99999774,2.0837563e-08,4
383,6,even,0.017133117,9.875852e-07,0.00094116456,0.98189616,1.8296718e-05,1.0262795e-05,3
384,5,odd,0.031888496,0.00048012947,0.08141065,0.87532234,0.009263269,0.0016350843,3
385,1,odd,7.0566e-05,0.071245216,0.00012766974,1.0194184e-06,0.9284205,0.0001350349,4
386,8,even,0.00013558571,1.1471732e-05,2.0074513e-06,1.2783869e-05,0.99983597,2.180369e-06,4
387,9,odd,4.793198e-06,1.5042075e-06,0.99983335,7.559527e-09,0.00015886674,1.4508402e-06,2
388,8,even,6.8920034e-09,1.2079859e-07,9.194689e-11,2.5409564e-08,0.9999999,1.0034491e-10,4
389,4,even,4.5413428e-05,0.00013578856,0.98734516,0.012448591,4.1661163e-08,2.4905661e-05,2
390,8,even,1.4056444e-08,1.6608362e-06,1.7827647e-07,3.696855e-10,0.9999981,1.5608375e-08,4
391,9,odd,4.2558542e-05,0.00021742737,0.99026453,8.526002e-09,0.009432968,4.2659765e-05,2
392,3,odd,0.00012755819,1.4949131e-06,0.00070606376,4.5237863e-05,0.9991098,9.822864e-06,4
393,1,odd,0.00014495176,8.3841485e-05,2.9323226e-06,2.9039531e-06,0.9997614,3.883237e-06,4
394,3,odd,0.06264032,0.01274213,5.7781264e-05,4.0874624e-05,0.9240732,0.00044566026,4
395,2,even,2.0278848e-11,1.0,6.5287343e-15,9.5400814e-20,8.869646e-14,8.327865e-13,1
396,9,odd,0.0001600498,0.10725793,0.8441517,6.090253e-07,0.046640534,0.001789169,2
397,4,even,6.006037e-07,7.1525044e-08,0.9999945,4.533485e-06,7.7889176e-08,7.711223e-08,2
398,5,odd,0.00024736606,6.776055e-06,0.98922986,6.165098e-08,0.010500759,1.5085958e-05,2
399,0,even,1.0,8.342678e-10,3.0040987e-11,9.869775e-10,2.947246e-12,5.167071e-10,0
400,8,even,6.441117e-09,5.8174663e-07,1.0899279e-09,6.058985e-10,0.9999994,5.50254e-10,4
401,3,odd,4.7556092e-05,0.9999478,2.043071e-11,3.056396e-11,4.63044e-06,5.1221996e-08,1
402,7,odd,0.000108443644,0.9995597,1.2208954e-05,9.4195826e-07,0.0002636059,5.5219563e-05,1
403,8,even,6.883576e-07,1.3298959e-06,6.1480008e-09,7.482155e-09,0.999998,1.7734674e-08,4
404,5,odd,5.035263e-05,0.0009158831,3.5047676e-06,0.0011625601,0.99784017,2.7530588e-05,4
405,4,even,1.5582964e-09,3.105298e-08,1.0,9.431889e-12,3.7764366e-08,8.6083735e-10,2
406,8,even,1.7762507e-07,1.7316721e-07,1.3021646e-08,4.414477e-08,0.99999964,9.766817e-09,4
407,6,even,4.1179713e-09,1.1007002e-09,5.2473847e-08,1.0,1.1300002e-10,6.5734425e-11,3
408,7,odd,7.2946284e-05,0.9998275,4.1457442e-05,3.0967146e-11,4.6982863e-05,1.1121839e-05,1
409,0,even,1.0,2.6584908e-11,2.8139802e-10,3.8814028e-09,2.5864219e-15,4.6215867e-09,0
410,7,odd,0.034639414,0.03541563,0.8709379,2.117693e-07,0.056327105,0.0026797866,2
411,4,even,2.577544e-07,1.1400772e-06,0.99999845,4.5107612e-08,5.8062124e-08,7.809209e-08,2
412,4,even,9.740343e-09,5.0904e-07,0.9999995,4.1232487e-10,7.322705e-11,1.4827757e-09,2
413,1,odd,0.0017078872,0.24145985,0.0013024756,3.376536e-05,0.75413936,0.0013567067,4
414,1,odd,0.00036458066,0.0057433248,0.00075510755,0.0012185818,0.9917418,0.00017665919,4
415,0,even,1.0,9.821188e-15,6.1536345e-12,4.1550866e-08,1.8288062e-17,1.0012049e-10,0
416,1,odd,0.026719024,0.058877945,0.27865607,0.08849065,0.53546864,0.011787705,4
417,5,odd,0.02472633,1.2433887e-05,0.0005088878,0.74217224,0.23243168,0.00014837136,3
418,0,even,1.0,4.0391037e-15,1.40175525e-14,8.7702957e-13,8.2499206e-21,6.628114e-13,0
419,8,even,8.756702e-08,1.0436818e-06,3.1454842e-08,4.541037e-08,0.9999988,1.5810336e-08,4
420,1,odd,0.0001283698,0.0001194774,8.7443535e-05,0.0005564757,0.99907684,3.1374806e-05,4
421,1,odd,0.0021357525,0.46155024,0.0026649283,1.8710654e-05,0.53055584,0.003074498,4
422,2,even,1.008666e-05,0.9999871,2.6174896e-06,1.7869251e-11,1.0170976e-11,1.251264e-07,1
423,3,odd,0.06756092,0.3932511,0.39968514,0.0028753297,0.1263825,0.010245062,2
424,0,even,1.0,2.4224683e-18,1.1555237e-16,9.633884e-13,1.8229577e-22,1.4153312e-13,0
425,4,even,9.904387e-08,4.2883567e-08,0.9999999,1.1600486e-08,7.013788e-11,4.498275e-08,2
426,6,even,6.41174e-09,1.3378552e-10,6.331275e-10,1.0,9.982336e-12,2.640742e-11,3
427,1,odd,0.0006721658,0.008688884,0.001864628,0.0019684564,0.9864334,0.00037237932,4
428,3,odd,1.66563e-05,0.042177577,4.1091102e-08,6.527405e-08,0.9578032,2.4564367e-06,4
429,1,odd,0.0030286578,0.13524035,0.0005294987,0.0002631877,0.85919785,0.0017405476,4
430,2,even,3.4596205e-06,0.99999297,6.756285e-08,1.9327198e-08,2.375249e-06,1.0511224e-06,1
431,6,even,4.676279e-07,9.097816e-06,1.9236118e-07,0.9999895,7.7083286e-07,5.2699978e-08,3
432,6,even,2.7414708e-09,1.856539e-10,1.8485322e-10,1.0,2.1002222e-10,5.531623e-12,3
433,8,even,0.020969737,0.00039543802,2.7969352e-05,0.0014989323,0.9770041,0.000103767925,4
434,6,even,4.410449e-11,1.0334161e-10,6.126693e-10,1.0,5.868556e-13,7.315595e-13,3
435,3,odd,2.9683866e-05,0.9999703,5.523041e-10,3.661862e-13,2.8840557e-11,5.0991225e-09,1
436,9,odd,1.622697e-06,3.2924315e-06,0.9999914,2.5991708e-06,3.5264756e-07,6.734599e-07,2
437,7,odd,9.852719e-07,0.9997222,8.796883e-07,1.395764e-10,0.0002754294,5.7846063e-07,1
438,1,odd,2.9504572e-05,0.00010428067,6.601444e-05,6.1953705e-07,0.9997942,5.4204083e-06,4
439,3,odd,0.925522,0.0015437595,0.00025544612,0.00038131862,0.071803786,0.0004937218,0
440,9,odd,0.000107445725,8.193583e-05,0.99293196,3.0674098e-06,0.0067282985,0.00014724304,2
441,1,odd,0.008864505,0.067910895,0.0026294345,0.0016611746,0.9123828,0.006551244,4
442,0,even,1.0,2.793396e-11,8.694501e-12,3.2139527e-11,4.0349765e-15,6.651449e-11,0
443,5,odd,0.00018564236,0.012276112,6.406155e-08,0.00019767032,0.98726606,7.4521035e-05,4
444,3,odd,0.003971263,0.0011228787,0.0009503922,0.0001244603,0.99328786,0.0005430905,4
445,9,odd,4.0981545e-06,1.4882872e-06,0.9999869,3.2683074e-09,5.888171e-06,1.6689563e-06,2
446,3,odd,0.00011812195,0.96951026,0.00074868475,5.0736597e-09,0.029403469,0.00021946734,1
447,3,odd,0.0024653594,0.0053792247,0.0062795775,1.2080697e-08,0.98571604,0.00015978095,4
448,4,even,0.0025078617,0.0043010437,0.33244595,8.994952e-05,0.660326,0.00032918833,4
449,3,odd,7.267429e-05,0.9825165,3.5461886e-05,1.7823194e-09,0.017274598,0.0001008997,1
450,9,odd,7.2206753e-06,0.00012996393,0.9997043,1.15207985e-08,0.00015181313,6.6960806e-06,2
451,2,even,1.3042006e-08,0.9999999,1.050368e-08,1.7473192e-07,1.9934536e-08,2.8350092e-08,1
452,1,odd,3.2048367e-05,2.8628938e-05,1.4237444e-05,2.6125206e-05,0.99989355,5.371149e-06,4
453,7,odd,0.012021948,0.9595361,0.026906902,7.4951913e-07,0.0009539097,0.00058037427,1
454,9,odd,1.1629993e-06,1.9520672e-05,0.9999682,2.0251283e-09,1.0922758e-05,1.3399726e-07,2
455,1,odd,0.0032563198,0.026406154,0.12851858,0.008010466,0.8321,0.001708566,4
456,2,even,8.877203e-12,1.0,1.2421505e-12,6.204051e-12,5.1035573e-12,6.50277e-12,1
457,7,odd,0.000120569406,0.99788034,0.00036271536,4.0110595e-09,0.0014834366,0.00015299684,1
458,3,odd,0.05905106,0.0895247,0.52464443,2.6118936e-08,0.32566604,0.0011136878,2
459,6,even,0.0021218238,0.00018983443,0.00017341535,0.97492117,0.022546304,4.7410023e-05,3
460,8,even,9.99367e-08,3.8146673e-08,5.90992e-11,4.2688317e-10,0.9999999,3.5284378e-10,4
461,7,odd,0.6253227,0.0010423958,0.34808868,4.6398472e-05,0.017006999,0.008492801,0
462,1,odd,0.00031721394,0.0003090644,3.0204963e-05,6.897758e-05,0.99925333,2.1203403e-05,4
463,4,even,2.4484423e-08,4.8674337e-08,0.9999999,6.7055755e-10,3.4525453e-13,6.484535e-09,2
464,6,even,3.3205815e-06,1.5080299e-07,1.7857341e-05,0.99997723,1.3215429e-06,1.08554815e-07,3
465,9,odd,9.786444e-07,4.3170385e-06,0.9997422,1.3234164e-10,0.00025194976,5.4136865e-07,2
466,2,even,4.573344e-11,1.0,5.7661005e-13,1.9425804e-14,4.711e-11,3.910692e-11,1
467,5,odd,9.125311e-06,0.91439945,5.074913e-10,3.631983e-08,0.08559064,7.470152e-07,1
468,7,odd,0.11385955,0.7899018,0.06613925,6.119484e-07,0.026746139,0.0033527105,1
469,6,even,5.626144e-07,6.0563043e-10,1.764892e-08,0.9999994,7.7165545e-09,7.972319e-10,3
470,5,odd,0.016114293,0.14097069,0.02860952,0.19851013,0.60708463,0.008710752,4
471,9,odd,2.8103488e-05,0.00018421255,0.9997609,1.414736e-06,1.2501093e-05,1.2911888e-05,2
472,3,odd,9.6572685e-06,0.99584144,2.7724717e-08,1.0852909e-12,0.0041472325,1.6560429e-06,1
473,2,even,3.2036496e-09,1.0,2.0119094e-17,2.1135846e-17,4.4720744e-11,8.9669136e-13,1
474,7,odd,5.329879e-06,0.9997687,5.520148e-06,5.1763405e-10,0.00018394642,3.661271e-05,1
475,8,even,2.7382484e-05,3.0409867e-06,1.0910853e-06,2.389707e-07,0.9999682,1.190959e-07,4
476,5,odd,0.0026067712,3.0277652e-06,0.00053589896,1.7657161e-06,0.9968405,1.1967805e-05,4
477,6,even,2.8809594e-10,7.58323e-09,1.4977083e-08,1.0,1.119799e-12,1.1697766e-11,3
478,4,even,1.2375395e-06,2.5312731e-06,0.99999535,5.3126723e-07,1.762763e-07,2.0691323e-07,2
479,7,odd,0.06395811,0.5634258,0.26787046,2.129899e-05,0.095693156,0.009031208,1
480,5,odd,4.2359707e-07,2.2403746e-07,4.4752504e-09,1.1670614e-07,0.9999993,1.1305438e-08,4
481,1,odd,0.003268897,0.031790193,0.00077636936,0.0010602981,0.9609221,0.002182117,4
482,5,odd,0.0090763215,5.2056125e-06,0.001018405,0.95278186,0.037058212,5.9936552e-05,3
483,8,even,1.8981643e-06,6.526198e-07,8.730218e-09,4.7579043e-09,0.9999974,1.16696075e-08,4
484,5,odd,0.018570501,1.2992079e-05,0.9176318,0.053067848,0.010525602,0.00019120125,2
485,8,even,3.6407286e-07,3.7356685e-06,1.6223961e-10,1.2947767e-08,0.9999958,4.6417423e-10,4
486,7,odd,3.2637687e-05,0.8904343,0.10952309,6.963742e-07,1.0021794e-06,8.27142e-06,1
487,2,even,0.0019240394,0.5220325,0.31410694,0.10118637,0.05614067,0.004609421,1
488,9,odd,7.0753325e-05,8.815417e-05,0.9988206,7.775179e-07,0.0009901809,2.938855e-05,2
489,8,even,8.977029e-09,3.520499e-10,6.7641365e-11,4.514316e-11,1.0,3.8437815e-11,4
490,4,even,2.8162358e-05,5.952176e-07,0.99996614,3.1816605e-06,3.9501998e-08,1.8855642e-06,2
491,7,odd,0.0016803263,0.99821717,5.693764e-05,1.5121757e-09,3.5335015e-05,1.0180513e-05,1
492,5,odd,0.009706461,0.00043164924,0.021545744,0.0033939993,0.96418464,0.00073750026,4
493,4,even,1.5252238e-09,5.560794e-10,1.0,1.7017884e-10,8.527391e-12,1.3822835e-10,2
494,6,even,1.353245e-06,2.2421839e-06,2.7094664e-08,0.99998295,1.3525282e-05,2.6305717e-08,3
495,2,even,7.628509e-12,1.0,3.3206294e-13,6.14492e-12,1.0165033e-08,1.5628826e-10,1
496,1,odd,0.027020799,0.24915907,0.0003594101,0.005341666,0.71294963,0.005169431,4
497,3,odd,0.99984777,5.5317396e-05,2.7028665e-07,5.455933e-05,1.9032119e-05,2.2968507e-05,0
498,9,odd,8.381112e-05,9.502326e-05,0.9943539,1.43025325e-08,0.005434587,3.267188e-05,2
499,7,odd,3.4841985e-05,0.9998275,1.9342617e-05,1.3695061e-08,0.000107011,1.135492e-05,1
500,9,odd,0.0001823147,0.00013562644,0.727907,4.7326068e-09,0.2716341,0.00014089893,2
501,3,odd,0.7627695,0.012505661,0.00038195562,0.00010293897,0.22332227,0.00091769465,0
502,5,odd,4.48318e-06,8.7345015e-08,6.527531e-08,0.9999304,6.497034e-05,2.244742e-08,3
503,5,odd,0.00038046145,0.00022691194,0.015424031,8.286355e-08,0.9839256,4.2878513e-05,4
504,8,even,0.00018423518,3.0976164e-05,1.3194424e-06,2.9181896e-05,0.99975127,2.9347716e-06,4
505,8,even,1.4670678e-06,5.6861995e-06,3.8047494e-09,2.9693592e-09,0.99999285,2.6078071e-08,4
506,3,odd,5.1927476e-05,0.32168072,1.1573004e-05,1.1516285e-08,0.6782057,5.0007176e-05,4
507,9,odd,1.7420298e-05,5.1577535e-05,0.99985003,2.2709811e-08,7.86537e-05,2.2774618e-06,2
508,8,even,5.568084e-07,2.0994852e-05,7.84769e-07,5.3165947e-09,0.99997735,4.013303e-07,4
509,4,even,1.09572646e-07,1.0241637e-07,0.9999981,1.4062128e-06,7.71412e-08,1.5144822e-07,2
510,5,odd,0.00028531213,3.093077e-05,3.079219e-06,8.891558e-05,0.99958855,3.1992042e-06,4
511,9,odd,0.00019349206,3.9348666e-05,0.99850464,5.2828414e-05,0.0011919256,1.7787717e-05,2
