idx,label,parity,a00_c0,a00_c2,a00_c4,a00_c6,a00_c8,a01_c0,a01_c2,a01_c4,a01_c6,a01_c8,a02_c0,a02_c2,a02_c4,a02_c6,a02_c8,a03_c0,a03_c2,a03_c4,a03_c6,a03_c8,a04_c0,a04_c2,a04_c4,a04_c6,a04_c8,a05_c0,a05_c2,a05_c4,a05_c6,a05_c8,a06_c0,a06_c2,a06_c4,a06_c6,a06_c8,a07_c0,a07_c2,a07_c4,a07_c6,a07_c8
236,3,odd,2.8182525e-05,0.93254006,8.590042e-05,4.8216157e-07,0.067345336,0.002934211,0.15934995,0.02291282,9.29059e-05,0.8147101,4.3967488e-05,0.004807245,0.00059505546,2.8084673e-06,0.9945509,0.062349677,0.33273107,0.00053046714,0.00924831,0.59514046,0.0007977259,0.06211694,0.00031163663,2.5107533e-05,0.93674856,2.8719573e-05,0.93983674,9.673003e-05,3.8225318e-07,0.06003754,0.0019237987,0.8334674,0.00033471253,0.0015259192,0.16274819,0.025513552,0.036530387,0.0011568464,0.60127294,0.33552632
237,4,even,1.5591314e-06,7.310663e-06,0.9999896,1.436801e-06,1.4974692e-07,1.7583377e-08,3.6386066e-08,0.9999999,1.3727349e-07,2.066184e-09,4.55601e-06,1.7822545e-06,0.99998224,6.176023e-07,1.0900122e-05,4.4979924e-08,1.0602676e-07,0.9999999,3.9295546e-08,5.7385538e-08,1.6289036e-08,1.9411196e-08,1.0,1.0476569e-08,1.1311119e-08,2.0358977e-05,0.0002967613,0.99965394,1.2879848e-05,1.604708e-05,1.393543e-05,1.1387327e-06,0.99997234,1.0959209e-05,1.6147808e-06,1.33608e-07,5.572867e-08,0.99999917,7.794052e-08,4.5102036e-07
238,2,even,1.7426586e-07,0.99999845,5.8367935e-11,7.478488e-10,1.4102399e-06,0.00040057686,0.2777136,3.55262e-08,4.4042065e-07,0.7218853,5.4388118e-05,0.96957225,1.8038415e-08,2.2368123e-07,0.030373065,0.0048346245,0.99414957,4.452881e-10,0.00034422654,0.00067156914,0.00036938526,0.99917394,1.650515e-10,3.6115415e-07,0.0004562892,6.2428404e-07,0.9999969,6.159317e-10,2.5478193e-09,2.52213e-06,1.4321596e-07,0.99999714,5.524064e-10,1.657454e-07,2.6622272e-06,0.0018320879,0.037915405,2.865457e-07,0.9602307,2.1529857e-05
239,0,even,0.99999464,3.0202516e-06,1.364808e-09,2.3794018e-06,1.1558043e-08,0.99994254,2.4244284e-06,3.805812e-06,5.0875762e-05,3.9689738e-07,1.0,9.8227915e-09,1.4270632e-09,4.1221305e-08,6.413274e-11,0.99999833,8.012453e-09,1.0325161e-06,5.4355576e-07,4.1963394e-10,0.99999976,1.2837865e-09,1.8897834e-09,2.0370683e-07,6.974407e-11,0.9998367,0.00015933247,7.1543322e-09,3.892124e-06,4.7721002e-08,0.98426,0.0017148133,0.0035489395,0.010136939,0.0003392167,0.99988425,8.351862e-08,2.8773078e-05,8.677778e-05,1.3426269e-07
240,4,even,2.0275154e-06,3.8999113e-07,0.9999907,6.8812583e-06,4.3032212e-08,8.0021886e-07,2.4469225e-07,0.99999726,1.6760492e-06,5.6021854e-08,0.00068402005,6.437679e-06,0.9957879,0.0034867097,3.5009718e-05,3.068358e-08,2.2971244e-07,0.9999995,1.1037239e-07,1.376577e-07,1.322086e-08,3.2181596e-08,1.0,1.2009636e-08,4.6698634e-08,5.2394953e-06,6.6833763e-07,0.9999629,3.094758e-05,9.137126e-08,1.1848657e-06,7.8009145e-07,0.9999453,2.7893306e-05,2.4914496e-05,8.3503995e-09,1.32478375e-08,0.9999995,1.3883536e-08,4.8828093e-07
241,2,even,0.20650765,0.7884398,0.0021974642,0.00052227144,0.002332709,6.946701e-06,0.9999765,1.3148157e-07,2.6961754e-07,1.625474e-05,0.00023072364,0.9997203,7.504203e-06,2.37327e-06,3.908007e-05,1.0173631e-07,0.99984944,9.056468e-09,1.03036726e-07,0.0001502795,1.5311419e-07,0.99997663,2.1721014e-08,5.5997305e-08,2.326757e-05,0.39825264,0.5984771,0.0017689794,0.00037682155,0.0011243632,0.0019121158,0.9691172,0.004079947,0.024768038,0.00012263552,2.0921154e-06,0.9994809,2.0021993e-05,7.122492e-05,0.00042573584
242,0,even,0.5974031,0.0015137615,1.3665154e-07,0.40041777,0.0006652286,1.0,2.8787878e-11,1.983456e-12,3.3305902e-08,1.5022857e-12,0.99707687,5.1277166e-05,1.7436976e-07,0.002859164,1.2570924e-05,0.99615794,3.4004285e-07,0.0025908086,0.0012508717,1.5209363e-08,0.99999106,3.9239065e-10,3.1935117e-09,8.959686e-06,5.152339e-11,0.1762059,0.3592808,7.889067e-07,0.38426912,0.08024337,6.6077087e-07,2.3206147e-07,2.0725933e-07,0.9999987,2.3954024e-07,0.027582603,2.06362e-06,0.22507763,0.74722356,0.000114174225
243,5,odd,0.0018040893,0.012548074,7.741016e-07,3.5477173e-05,0.98561156,7.368197e-07,2.2675664e-05,6.484804e-09,1.12182995e-07,0.9999765,0.0031796263,0.7758043,2.5037232e-09,1.3884723e-07,0.22101587,1.6735296e-05,1.459096e-06,4.7732083e-08,0.9999734,8.378792e-06,0.005772649,0.03222334,6.2491544e-08,0.012708369,0.9492956,0.005495145,0.2649029,6.6592276e-07,9.386025e-06,0.7295919,0.026076678,0.0426066,9.1850694e-08,0.9268326,0.0044840067,7.367638e-08,7.1706654e-06,1.5306553e-11,0.9999927,3.4182395e-09
244,3,odd,0.21402465,0.77993,3.6917703e-07,0.00020292793,0.0058419514,0.0019277941,0.013090817,1.1419297e-06,1.45461545e-05,0.9849657,0.03808367,0.9604995,1.657303e-05,0.0005450832,0.000855057,0.00048758736,0.9964005,1.3044794e-06,0.003069981,4.0664996e-05,0.09236055,0.9000579,1.1643964e-05,0.005436368,0.0021335997,0.062082943,0.93712384,1.3481208e-07,4.5115612e-05,0.00074794755,0.38080034,0.08387819,1.3048203e-06,0.53532004,1.356151e-07,0.0068878923,0.87458444,0.005923572,0.11260377,3.9363158e-07
245,5,odd,1.5174425e-05,7.603104e-05,6.500964e-08,4.748151e-05,0.99986124,1.2158321e-05,0.0013224949,1.2952756e-08,1.9855674e-08,0.99866533,0.00029466482,0.0036487768,3.5398534e-10,1.7693474e-06,0.99605477,0.0009770095,0.68912196,3.3896352e-08,0.0027233763,0.30717766,0.0005042087,0.37527138,1.7546633e-09,5.1468072e-05,0.6241729,1.1233118e-05,6.453564e-05,3.180086e-08,2.86347e-05,0.9998956,0.001030032,0.003547663,2.6960159e-09,0.9952187,0.00020358841,3.996922e-05,0.0035326157,2.0160721e-06,0.9964011,2.4333749e-05
246,1,odd,0.018395612,0.3720487,0.15981372,0.0073654735,0.44237646,3.8815942e-05,7.107585e-05,4.1477077e-05,0.00016658528,0.99968207,0.004750738,0.8746002,0.05936169,0.0005557354,0.060731575,0.00020818492,0.014968225,0.00013887152,0.0032683115,0.98141646,0.00022764123,0.0032800725,0.00013169009,0.0005722711,0.9957883,0.01902743,0.7797488,0.13849716,0.0023825055,0.0603441,0.00083891436,0.9977477,0.0012054425,2.4386003e-05,0.00018354747,0.00016131315,0.9708294,8.53456e-05,0.014997597,0.013926403
247,9,odd,0.97788733,8.3329825e-05,4.776348e-07,0.022028886,1.3489732e-08,0.99938357,0.00019934642,0.0002351679,0.00017141982,1.0512671e-05,0.99701643,0.002954473,8.27934e-06,2.002152e-05,8.500665e-07,0.86956507,0.00012525043,0.12064606,0.009660603,3.0045844e-06,0.99966073,2.218726e-06,0.00025582672,8.109477e-05,2.3567521e-08,0.97296846,0.0026210253,1.0958055e-06,0.024409315,5.8042573e-08,0.01402911,0.028451018,0.00019796973,0.9573146,7.2541216e-06,0.0015110245,3.180793e-06,0.00016413517,0.9983216,2.512922e-08
248,0,even,0.99996173,2.3639843e-06,1.6753321e-09,2.7561353e-05,8.343624e-06,0.99999654,3.1853158e-06,1.9730419e-07,9.387535e-10,3.0591316e-09,0.9999969,6.3679056e-07,4.513231e-09,1.8162286e-06,7.565761e-07,0.99612856,0.003795353,6.801855e-05,4.91873e-06,3.1984393e-06,0.9999975,2.4181122e-06,1.187345e-08,6.708879e-08,1.6981124e-08,0.9997093,3.8644193e-06,2.4159852e-09,0.00015271653,0.00013424926,0.00422567,4.2336605e-08,4.943881e-10,0.9957743,2.1183478e-08,0.99835145,1.1272841e-05,0.00013460807,0.0015017516,9.3289106e-07
249,0,even,0.99999976,8.9167244e-08,3.5817468e-10,9.1791414e-08,1.7692362e-09,0.999995,1.492584e-07,2.2746638e-06,2.4715318e-06,1.2407953e-07,0.99999976,1.8535719e-08,4.996999e-10,1.9100366e-07,5.326702e-09,0.99999964,2.601396e-08,3.7933063e-08,4.1467663e-07,8.130332e-11,0.99999905,7.513195e-09,1.5385117e-08,1.0021231e-06,5.653909e-10,0.99999976,2.7369248e-07,1.5536271e-10,5.0157485e-08,4.2260915e-09,0.96913624,7.59064e-05,3.1569748e-06,0.03077216,1.2545017e-05,0.96511513,4.5892625e-07,4.050252e-06,0.03488043,2.121156e-09
250,7,odd,0.9436114,0.002804401,0.04532449,0.00034584862,0.007913788,1.1110664e-06,4.0052953e-08,0.99999857,1.983012e-07,1.8887299e-08,0.27661875,0.00057760923,0.72173584,0.0008478815,0.00021989069,0.01971264,0.83877116,0.1363618,1.6755483e-05,0.0051376377,0.08330259,0.005217161,0.91140115,7.693272e-06,7.1377086e-05,0.9585636,0.004936557,0.016001165,0.000835103,0.019663496,0.99954385,0.00039585182,1.990742e-06,8.81775e-08,5.81774e-05,0.0006064115,0.99931884,4.2087613e-06,1.2757999e-08,7.061917e-05
251,7,odd,0.52978504,0.0009998168,0.44780338,1.0975441e-06,0.021410724,1.2279274e-07,3.036997e-07,0.9999995,6.493172e-09,4.5903295e-08,0.44295505,0.0022654287,0.55474937,5.8035603e-06,2.4355264e-05,1.1438746e-05,0.9989064,3.279014e-07,1.3290168e-08,0.0010818421,0.0034673198,0.79166013,0.18105176,2.2013237e-06,0.023818655,0.75823134,0.0010813288,0.22001682,1.3395087e-06,0.020669146,0.13735159,0.5791028,4.7361274e-05,5.026742e-07,0.28349775,3.9459897e-07,0.9998492,2.849655e-10,1.2804409e-10,0.00015040606
252,6,even,0.024500942,7.156217e-05,0.0018779497,0.9734396,0.00010986001,0.00044788662,0.0007029791,2.9577901e-05,0.9808967,0.01792284,1.7242157e-05,1.14480564e-07,7.508227e-06,0.99997497,9.573294e-08,1.2861737e-05,4.762904e-05,3.588607e-05,0.9999013,2.2504985e-06,2.961192e-08,1.7682256e-08,1.4247629e-08,0.9999999,4.959465e-10,0.5596648,0.0010496005,0.002930953,0.43592772,0.00042696737,6.805322e-05,2.8251923e-05,0.0027534836,0.9971488,1.4417408e-06,4.8350203e-06,2.1837936e-06,3.002523e-05,0.99996257,3.406785e-07
253,8,even,0.0013153271,0.00010743899,0.11463605,9.3802255e-06,0.88393176,0.0002923986,5.7425696e-06,0.99700063,2.0830814e-05,0.0026802856,0.093065366,0.0005817682,0.3454078,0.00015415109,0.56079084,1.0502812e-06,1.5533025e-05,1.218989e-06,1.9236946e-07,0.999982,1.403754e-05,7.635427e-06,1.4525952e-05,7.5840126e-07,0.99996305,0.00092685316,9.793498e-05,0.049045224,7.797123e-06,0.9499222,1.9967142e-06,1.0162254e-05,2.0987673e-05,1.5327528e-06,0.9999653,8.987844e-08,1.7478287e-06,2.2880835e-08,3.3948165e-08,0.9999981
254,8,even,2.7954029e-05,8.433186e-05,7.576276e-05,0.00022579553,0.99958616,3.4901205e-07,1.631504e-05,1.19279e-06,2.1150947e-06,0.99998,0.00023421431,0.007477378,7.1027525e-06,0.0047193062,0.98756194,1.2135155e-05,0.00011955365,2.287917e-08,9.9406054e-05,0.9997689,3.7676273e-08,5.1894943e-07,2.142282e-09,3.458221e-07,0.99999905,0.00055567507,0.0010822419,0.0010509945,0.0033917362,0.9939194,5.4716406e-06,0.002353953,7.954868e-08,0.00036013967,0.99728036,0.0005584019,0.023958024,2.3728269e-07,0.9639763,0.011507062
255,7,odd,0.8289422,8.5786786e-07,0.029930083,0.13902612,0.0021007827,5.6409717e-06,4.983327e-06,0.99996066,2.6885202e-05,1.8313117e-06,0.015779043,0.0007325318,0.00015274796,0.9833272,8.4267995e-06,4.6872487e-05,0.5466675,1.192895e-05,1.5645817e-07,0.4532735,0.009379166,0.66400295,0.05076189,0.0008010484,0.27505496,0.24815243,3.6796754e-07,0.0043380996,0.7473374,0.00017168483,0.53087646,0.31826454,0.00016374585,2.639837e-07,0.15069504,0.00019054503,0.97534037,6.1110104e-06,3.5812473e-08,0.024462903
256,0,even,1.0,2.1286034e-08,4.9349457e-12,4.6123882e-11,2.384148e-10,0.06912834,0.92888707,9.680783e-06,7.203229e-08,0.0019748504,1.0,4.176078e-08,2.0597484e-11,7.7673035e-11,3.4066894e-10,0.22884761,0.77115,2.8294658e-09,3.2163723e-09,2.3716395e-06,0.99759966,0.0023994127,2.544292e-09,2.5895694e-09,1.004748e-06,1.0,2.0489487e-08,2.1669667e-12,2.3560919e-11,1.6055886e-10,0.9999528,4.70992e-05,1.92011e-11,7.7382474e-08,1.238857e-09,0.99979204,0.00020722988,3.3846572e-09,7.5543636e-07,2.3153813e-08
257,2,even,2.2833646e-07,0.99999964,4.9685744e-09,9.274581e-11,1.4751411e-07,1.8683353e-11,1.0,7.0205804e-13,3.3367287e-14,9.3634345e-12,4.6408015e-08,1.0,3.782124e-08,6.345407e-10,3.3818587e-08,7.202034e-11,1.0,1.0696082e-09,4.806191e-10,4.3751376e-09,2.063803e-11,1.0,2.1355716e-10,9.324383e-13,3.1572964e-10,6.732216e-07,0.9999989,8.972243e-09,4.9444615e-10,3.7178864e-07,1.5626716e-08,0.9999993,2.9643038e-08,5.785244e-07,7.6019965e-08,3.1103215e-07,0.99916136,0.0004193108,0.00041766313,1.3225568e-06
258,7,odd,0.99999595,2.1090111e-06,4.7469317e-08,4.312298e-08,1.921449e-06,0.00084174186,0.18936181,0.8097466,7.921872e-06,4.1936244e-05,0.99856275,0.0013696102,4.792088e-05,1.9277548e-05,3.6325406e-07,1.3014382e-07,0.9999771,1.8403153e-07,6.365253e-13,2.2486043e-05,3.9826948e-05,0.9998419,0.000115050905,3.2023595e-10,3.252827e-06,0.9999999,8.121017e-08,1.8718898e-09,5.0075183e-08,5.621853e-08,0.2299077,0.59581274,4.8912345e-05,1.2209067e-07,0.17423047,9.255663e-09,0.9999994,7.683234e-12,2.0031543e-14,5.4641333e-07
259,1,odd,0.0010332519,0.09300478,0.90309095,5.4882476e-05,0.0028160643,0.00036046572,0.95433074,0.0041246945,3.498417e-05,0.041149076,0.00056289224,0.5434617,0.44330144,4.2218926e-05,0.012631733,0.0022919634,0.09669439,6.8215677e-06,0.009700981,0.89130586,0.0005940803,0.3000519,7.541364e-05,0.00027811673,0.6990005,0.0005621795,0.026635295,0.97167826,1.2560539e-05,0.0011117548,0.0010122083,0.74064213,0.24638659,0.011667481,0.00029172635,0.0016551642,0.01910153,0.00012790831,0.03821287,0.94090253
260,0,even,0.044417933,0.08783859,8.985867e-06,0.061174538,0.8065599,0.9812216,3.066724e-05,1.3211481e-05,0.018535642,0.00019881384,0.08479702,0.0026291911,9.435702e-05,0.81686777,0.09561169,0.9999988,9.8668174e-08,1.1220096e-06,1.5887633e-08,1.1046296e-09,0.9999999,4.996678e-09,2.4328048e-09,1.7532113e-07,1.3314102e-09,0.001072422,0.33899072,3.4350953e-06,0.0032557151,0.65667766,0.99484235,0.00053154654,0.0028910392,0.0016118966,0.00012308937,0.9989473,3.486364e-05,0.0010156557,7.810354e-07,1.2581474e-06
261,2,even,4.3136684e-14,1.0,2.6803398e-21,7.2907916e-19,1.0871739e-12,1.12136194e-11,1.0,7.310925e-20,5.8191216e-17,5.3746463e-10,3.1911498e-15,1.0,6.944556e-22,1.1479645e-20,5.6689127e-14,4.307159e-11,0.9999856,3.8720077e-13,1.4429889e-05,3.2530627e-11,4.582307e-13,1.0,1.5907979e-18,4.769298e-14,6.260658e-12,1.0127961e-14,1.0,1.4013358e-21,5.3542987e-20,7.58444e-14,8.766916e-17,1.0,5.424154e-20,3.1744483e-12,3.0657822e-14,1.15389275e-10,0.7898075,7.2357655e-11,0.21019246,1.9960526e-11
262,2,even,1.3327131e-07,0.9999927,6.911184e-06,2.0501273e-07,1.85906e-09,9.07579e-09,0.9999856,1.3992239e-05,4.7888165e-07,4.067655e-09,9.880974e-07,0.9045192,0.095479384,4.0431496e-07,1.9559208e-09,3.3386103e-05,0.0077252993,0.99222964,6.3109146e-06,5.4928146e-06,5.4174834e-06,0.20249258,0.79749924,2.3476246e-06,3.4603858e-07,1.3937856e-07,0.9999958,4.0293257e-06,4.284113e-08,1.1560697e-09,9.0755515e-05,0.21991237,0.7799374,1.5531472e-05,4.394991e-05,1.5714095e-05,6.217458e-05,0.9998729,2.085729e-06,4.7154943e-05
263,9,odd,0.00013384467,0.0004091074,0.99945694,7.062477e-08,3.5723016e-09,3.4752073e-05,1.7666509e-06,0.99996257,9.4551905e-07,2.601161e-08,0.00017545976,1.4668127e-06,0.99981993,3.2531495e-06,5.0583246e-08,1.622377e-05,0.03291711,0.96675515,3.2300903e-07,0.00031117277,3.9225344e-07,4.002206e-06,0.9999956,4.0990598e-09,2.3581443e-08,0.00055073114,0.0005301684,0.9989188,3.067362e-07,1.4122575e-08,9.512322e-06,0.0053188307,0.9944108,1.0675944e-07,0.0002606682,9.10763e-05,0.0653305,0.100259796,1.6827661e-06,0.83431697
264,4,even,1.5614416e-06,0.00010954884,0.99988425,4.616874e-06,4.493494e-08,8.9832116e-07,6.8880254e-06,0.99992645,6.522649e-05,5.6121763e-07,5.6540864e-07,3.354072e-05,0.999964,4.0409628e-07,1.5845862e-06,2.0256788e-07,2.989793e-07,0.9999987,6.3123684e-07,2.1886315e-07,1.2421074e-06,6.70961e-06,0.99997175,1.9845289e-05,5.1910655e-07,1.3995667e-06,0.0003242251,0.9996724,1.9336505e-06,7.947876e-08,0.00019577488,0.00086737983,0.99871004,8.732445e-05,0.00013949287,8.977336e-05,0.00014867319,0.9985837,0.0011651695,1.2716152e-05
265,6,even,1.0465006e-05,0.00046362623,3.4972973e-06,0.99951506,7.4234126e-06,0.00011695696,0.00014228579,2.2848212e-06,0.99960214,0.00013636437,0.00060271745,0.0033913953,0.00011996252,0.9905261,0.005359896,2.2972268e-08,1.4791847e-07,7.812139e-08,0.99999976,6.9599787e-10,1.3949435e-07,4.431621e-07,4.378293e-08,0.9999994,2.2034712e-09,5.75011e-05,0.0014322194,3.249968e-05,0.99843496,4.2813994e-05,3.545942e-08,4.0218742e-06,3.1703333e-08,0.99999595,5.967922e-09,6.318742e-08,8.9166e-08,6.7644794e-07,0.99999917,1.1612227e-09
266,5,odd,1.2625616e-05,1.2486845e-05,1.3630095e-05,1.7893941e-06,0.99995947,0.08728886,0.012469709,9.704474e-05,0.0025979215,0.8975464,8.180163e-05,0.0037435463,5.471046e-06,0.0006353485,0.9955338,0.5895347,0.034042288,0.0002009571,0.018380778,0.3578413,0.004910496,0.001313052,5.827591e-06,6.289604e-05,0.99370766,1.9711565e-06,5.928809e-06,2.993274e-06,3.5419637e-07,0.9999888,0.0010492571,0.00012536533,8.918409e-05,0.9976217,0.0011144239,0.005416773,0.0015164147,0.0015322185,0.000718483,0.9908161
267,8,even,1.051291e-06,2.695134e-06,1.8992e-07,1.2375727e-07,0.99999595,0.00021817024,0.0007629842,2.123925e-05,3.9607698e-07,0.9989973,0.0014883942,0.00023176907,5.723004e-07,1.9072206e-06,0.9982773,6.1806973e-09,2.13807e-06,1.9646018e-10,1.286159e-09,0.99999785,3.6380288e-09,1.6406595e-07,2.4665048e-10,2.499328e-10,0.9999999,2.1496203e-06,3.896419e-06,1.8895858e-07,1.6596721e-07,0.99999356,7.422386e-09,1.0061877e-07,4.401025e-09,3.2279913e-05,0.9999676,1.0912542e-08,1.3421056e-06,4.0674944e-10,5.227149e-07,0.9999981
268,2,even,4.117571e-06,0.99994314,1.3654774e-07,1.0514866e-05,4.209566e-05,2.1853461e-08,1.0,4.576918e-09,1.6050321e-09,4.2071697e-08,1.8978867e-06,0.9999875,3.9452826e-07,7.929914e-06,2.2751196e-06,9.426661e-08,0.99989176,1.226774e-06,9.6347736e-05,1.0563101e-05,1.630279e-08,0.99999905,3.9740215e-08,1.5457792e-07,7.8611487e-07,1.0839196e-05,0.99989593,9.3665705e-08,3.8883976e-05,5.4241897e-05,5.2129003e-09,1.1928931e-06,3.6884777e-09,0.9999988,3.8020853e-10,6.0075864e-09,5.7176198e-08,2.1362741e-06,0.99999785,2.1031823e-08
269,5,odd,0.00033159362,0.037523124,2.3839245e-07,0.00027821655,0.96186686,0.0056398865,0.03288675,4.2884185e-06,0.0050431234,0.9564259,0.00049001485,0.87192595,4.8630427e-05,0.10425028,0.023285152,0.022631073,0.84717524,0.06511131,0.057982907,0.0070994794,0.42509305,0.4375829,0.0007263867,0.059950717,0.076646894,0.00025776893,0.086523615,3.598876e-07,0.0002325098,0.91298574,5.7931707e-06,1.7823395e-06,1.0116843e-05,0.99998236,1.9939053e-08,0.00015409433,0.00012264564,0.9996767,4.3201184e-05,3.3003314e-06
270,2,even,3.5104858e-07,0.999974,9.897208e-07,1.1580555e-08,2.468438e-05,1.5367566e-07,0.0002652434,2.2096025e-10,5.133969e-08,0.9997346,1.7864974e-06,0.999767,3.0858015e-08,1.7768723e-09,0.0002312012,1.4330934e-05,0.8676628,4.9416338e-09,1.17437685e-05,0.13231105,1.1160614e-06,0.9981754,4.918293e-11,1.4383842e-08,0.0018235493,3.0414046e-07,0.9999926,5.3445883e-06,1.6678147e-09,1.6477359e-06,1.9482199e-11,1.0,5.6877175e-13,2.92196e-14,2.826116e-09,1.2947899e-08,0.99999833,4.2600693e-12,6.366175e-10,1.6480045e-06
271,6,even,6.6351763e-06,3.980326e-06,6.549112e-08,0.99998856,6.687833e-07,0.0003659337,0.0017314202,0.00011856247,0.9968863,0.00089772785,2.5752986e-06,2.17578e-06,1.809986e-07,0.9999951,3.1640177e-08,0.028049903,0.0011275008,0.9083576,0.062255587,0.00020946795,1.2947471e-05,1.3218055e-05,1.9144412e-05,0.9999542,4.5034722e-07,7.613646e-06,4.5193115e-06,3.195531e-08,0.9999875,3.9040367e-07,0.0014851621,0.00045565976,5.4321143e-05,0.9974813,0.0005235537,0.0010892417,0.00018884025,0.99575543,0.0029042526,6.232139e-05
272,9,odd,0.00068670313,2.099093e-06,0.99926966,2.0267953e-06,3.952382e-05,4.0023664e-09,7.674122e-10,1.0,1.3996803e-09,3.9688572e-09,2.119395e-05,5.8278854e-08,0.9999764,7.1398354e-08,2.2386564e-06,5.2423955e-05,2.3973731e-05,0.9959436,2.592312e-07,0.0039797467,3.6231273e-07,7.5417134e-08,0.99999905,3.5201821e-09,4.77007e-07,0.0042502424,5.9724307e-06,0.9954347,1.135585e-05,0.00029777028,0.8824779,0.0011683621,0.020137869,8.267164e-06,0.096207626,0.0036472657,0.54579645,0.004633053,4.429463e-07,0.4459227
273,8,even,0.0006073997,1.3140417e-06,0.07637486,2.4801524e-05,0.9229917,3.3881574e-06,4.6654196e-07,0.9999896,6.318413e-09,6.5546806e-06,0.018626137,1.5438385e-05,0.009435285,8.188829e-05,0.9718412,1.25670105e-08,3.570269e-07,8.394559e-08,2.3483093e-09,0.9999995,4.302322e-06,5.60366e-06,0.0019116994,2.8016148e-08,0.99807835,0.00046362818,7.561892e-07,0.0049431184,2.5869289e-05,0.9945667,2.6459948e-06,1.4600792e-07,1.7061277e-06,7.562236e-05,0.9999199,1.2252285e-08,1.2173796e-06,2.0010387e-09,5.6133787e-09,0.9999988
274,5,odd,5.3848347e-05,4.4886716e-07,0.98835075,0.001475489,0.010119508,8.853718e-08,1.0754e-08,0.9998399,2.4435093e-10,0.00015989925,5.954571e-06,4.134837e-07,0.0067846454,6.3512275e-09,0.99320894,0.0002076118,3.3639603e-06,0.006703619,0.0013265916,0.99175876,0.0017548293,1.3706609e-06,0.94314194,1.1243873e-05,0.05509063,7.2715295e-05,2.8537468e-06,0.9099335,0.0007016945,0.089289136,0.00374634,2.6379942e-07,6.833964e-07,0.9949669,0.0012857784,0.022098433,6.513643e-05,0.00015603482,0.9632712,0.014409259
275,7,odd,0.67414486,0.0058249137,0.24700984,0.0038751557,0.069145195,0.0019173824,0.0026614445,0.9920861,0.0032475966,8.756831e-05,0.045218144,0.88028157,0.037782565,0.03661996,9.788552e-05,6.6600355e-06,0.017279118,0.9647884,3.979548e-08,0.017925791,0.00025356762,0.60045904,0.39734992,4.8687065e-07,0.0019369638,0.8659922,0.0053022318,0.034247402,0.01069919,0.083759055,0.00021877636,0.0038176114,0.014948307,6.1295725e-07,0.9810147,4.9268574e-06,0.24509098,3.4320171e-06,4.501427e-09,0.7549006
276,0,even,1.0,7.0669177e-09,2.8676343e-12,8.385576e-10,1.01581955e-11,0.9877873,0.012201733,1.0919858e-05,1.1117025e-09,1.0731288e-08,1.0,8.4430646e-10,2.6375103e-11,2.5108302e-09,5.755226e-12,0.4351924,0.5647952,1.2312768e-05,3.1995786e-09,5.6342778e-08,0.99998116,1.8783696e-05,3.0757434e-08,2.7847868e-09,7.688804e-10,1.0,1.1486629e-09,1.1355604e-12,1.5045706e-09,4.783351e-12,0.9999894,1.7784044e-08,1.9968475e-10,1.0579851e-05,4.4139683e-12,0.99978215,6.828919e-05,9.2961534e-05,5.633409e-05,1.8556241e-07
277,7,odd,0.011159342,0.026285926,0.95616317,2.0635687e-05,0.00637092,4.167377e-06,6.715582e-05,0.72020835,6.082773e-06,0.2797142,0.10709113,0.34843588,0.49193943,3.1425294e-05,0.052502118,0.00011621701,0.48010033,0.007984908,1.299386e-06,0.5117972,0.00057812635,0.5353857,0.27738947,4.350341e-06,0.18664236,0.038880914,0.03154951,0.9268138,1.5160798e-05,0.002740713,0.0035098922,0.9964645,2.1473186e-05,2.443477e-10,3.9889987e-06,2.2839165e-06,0.9999976,3.1678905e-08,1.00669e-11,9.304042e-08
278,0,even,1.0,9.807394e-11,3.9963302e-14,2.201312e-10,6.763578e-12,0.9999981,1.8369146e-08,1.8651835e-06,1.3141239e-08,2.438952e-09,1.0,5.852242e-11,1.5913277e-12,1.8533169e-09,1.7802974e-11,1.0,1.7598457e-10,2.630479e-13,5.2666053e-12,9.42066e-14,1.0,4.010751e-12,4.068083e-14,7.58261e-12,1.941958e-14,1.0,1.3466621e-10,1.4194451e-14,1.7071461e-10,1.4087504e-11,0.99994326,4.4185055e-07,1.08502936e-10,5.6312445e-05,2.7598727e-08,1.0,1.8793514e-10,6.5732733e-13,1.585114e-09,9.530145e-14
279,6,even,0.0023521516,0.021109011,0.0033810567,0.9721229,0.001034884,0.09021512,0.039605577,0.014369186,0.8553913,0.00041877734,0.009463311,0.7269591,0.05946992,0.2001266,0.0039810445,0.0010568182,0.026920555,0.33403042,0.6248234,0.013168733,0.010038177,0.21558973,0.2839353,0.48940483,0.0010318893,0.0013203893,0.047830846,0.006216846,0.94317245,0.0014594612,0.0024132594,0.042090714,0.09759912,0.85756403,0.00033289834,0.00042377558,0.0014714333,0.01193153,0.9834093,0.0027639132
280,5,odd,6.7439163e-07,7.088513e-06,8.764819e-07,1.9073791e-07,0.9999912,9.10809e-05,0.0180382,0.00028995515,0.00037432378,0.9812065,4.826023e-06,0.996637,0.0005356626,0.002078881,0.00074346195,0.0018262735,0.0052149775,0.0014572665,0.00024829127,0.9912532,5.435535e-05,0.0006337381,9.649227e-06,4.105906e-06,0.9992981,5.531762e-07,1.7728578e-05,7.685711e-07,2.3742763e-07,0.9999807,0.09049919,0.00048101883,0.023337282,0.8852334,0.00044917862,0.0009880239,0.00023504066,0.047557693,3.0875435e-05,0.9511883
